Geneid	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R2	20_R3	Entity	Symbol
gene-AUO97_RS12440	46	36	24	38	62	45	46	51	host	gene-AUO97_RS12440
gene-AUO97_RS08250	1	0	0	0	0	1	0	0	host	gene-AUO97_RS08250
gene-AUO97_RS04030	52	41	57	51	56	76	48	58	host	gene-AUO97_RS04030
gene-AUO97_RS06350	90	122	139	144	156	200	281	327	host	gene-AUO97_RS06350
gene-AUO97_RS16075	311	262	286	366	383	307	227	266	host	lpxB
gene-AUO97_RS08045	0	0	0	0	0	0	0	0	host	gene-AUO97_RS08045
gene-AUO97_RS09625	7290	6345	6482	7228	7335	6841	5328	6251	host	topA
gene-AUO97_RS15120	134	134	102	133	127	127	118	133	host	gene-AUO97_RS15120
gene-AUO97_RS18050	55	52	54	84	119	80	139	182	host	gene-AUO97_RS18050
gene-AUO97_RS06310	37	22	25	26	26	23	21	17	host	gene-AUO97_RS06310
gene-AUO97_RS16295	48	39	35	78	51	41	38	43	host	gene-AUO97_RS16295
gene-AUO97_RS07800	1210	1121	1111	1333	1435	1400	1122	1403	host	serB
gene-AUO97_RS08285	0	0	0	0	0	0	0	0	host	gene-AUO97_RS08285
gene-AUO97_RS06245	1012	827	714	1119	1028	923	1203	1129	host	gene-AUO97_RS06245
gene-AUO97_RS03990	955	808	872	1126	1096	1061	803	1130	host	gene-AUO97_RS03990
gene-AUO97_RS15910	75	92	92	122	110	116	72	121	host	gene-AUO97_RS15910
gene-AUO97_RS03025	159	166	139	186	156	153	117	147	host	gene-AUO97_RS03025
gene-AUO97_RS14045	69	65	45	63	37	51	39	61	host	gene-AUO97_RS14045
gene-AUO97_RS00945	0	0	0	0	0	0	0	0	host	gene-AUO97_RS00945
gene-AUO97_RS13535	559	488	576	432	360	360	192	94	host	gene-AUO97_RS13535
gene-AUO97_RS07235	1363	1153	1147	1450	1655	1518	1451	1442	host	mpl
gene-AUO97_RS02265	78	57	60	96	91	57	87	95	host	gene-AUO97_RS02265
gene-AUO97_RS12970	3966	3551	4026	5696	6254	6151	4512	6274	host	gene-AUO97_RS12970
gene-AUO97_RS00015	35	22	36	45	28	28	20	29	host	gene-AUO97_RS00015
gene-AUO97_RS04100	1726	1193	1049	1637	1466	965	1997	1976	host	gene-AUO97_RS04100
gene-AUO97_RS18720	1389	801	639	1603	1301	826	791	594	host	gene-AUO97_RS18720
gene-AUO97_RS12800	1	0	0	0	0	0	0	0	host	gene-AUO97_RS12800
gene-AUO97_RS00070	298	200	270	272	248	312	193	212	host	gene-AUO97_RS00070
gene-AUO97_RS11485	100	93	60	101	109	97	69	88	host	gene-AUO97_RS11485
gene-AUO97_RS13850	158	129	103	123	105	135	65	73	host	gene-AUO97_RS13850
gene-AUO97_RS07495	404	383	405	411	432	502	381	336	host	gene-AUO97_RS07495
gene-AUO97_RS01650	0	0	0	0	0	0	0	0	host	gene-AUO97_RS01650
gene-AUO97_RS18980	2382	2207	2494	3145	3166	3334	2576	2586	host	cyoE
gene-AUO97_RS10485	656	704	690	784	718	826	629	795	host	tilS
gene-AUO97_RS13630	66	68	73	101	112	108	51	84	host	gene-AUO97_RS13630
gene-AUO97_RS15430	2369	2019	1666	3194	2974	2382	2632	3000	host	gene-AUO97_RS15430
gene-AUO97_RS19735	3	6	1	1	4	2	1	5	host	gene-AUO97_RS19735
gene-AUO97_RS08095	0	0	1	1	0	0	1	0	host	gene-AUO97_RS08095
gene-AUO97_RS17370	1543	1155	1074	1784	1702	1479	1191	1119	host	gene-AUO97_RS17370
gene-AUO97_RS14705	332	245	256	294	247	278	183	192	host	gene-AUO97_RS14705
gene-AUO97_RS01550	201	181	206	228	200	205	168	126	host	pabC
gene-AUO97_RS06255	219	183	164	218	220	212	138	193	host	gene-AUO97_RS06255
gene-AUO97_RS04025	134	114	99	182	187	149	210	291	host	gene-AUO97_RS04025
gene-AUO97_RS03795	0	0	0	0	0	0	0	0	host	gene-AUO97_RS03795
gene-AUO97_RS16030	100	92	92	103	102	103	62	73	host	gene-AUO97_RS16030
gene-AUO97_RS06690	985	1028	1176	1319	1384	1608	1249	1394	host	gene-AUO97_RS06690
gene-AUO97_RS08035	0	0	0	0	0	0	0	0	host	gene-AUO97_RS08035
gene-AUO97_RS08280	0	0	0	0	0	0	0	0	host	gene-AUO97_RS08280
gene-AUO97_RS08335	0	0	1	0	0	1	0	0	host	gene-AUO97_RS08335
gene-AUO97_RS07185	1857	1704	1817	1383	1403	1216	1746	2301	host	grpE
gene-AUO97_RS14300	0	0	0	0	0	0	0	0	host	gene-AUO97_RS14300_gene_alr
gene-AUO97_RS17405	508	385	472	541	514	496	333	406	host	gene-AUO97_RS17405
gene-AUO97_RS19075	2376	1968	2114	2150	2307	2373	1279	1461	host	gene-AUO97_RS19075
gene-AUO97_RS12765	0	0	0	0	0	0	0	0	host	gene-AUO97_RS12765
gene-AUO97_RS14330	19	21	16	24	16	19	30	11	host	phnW
gene-AUO97_RS14940	46	44	43	32	45	39	30	28	host	gene-AUO97_RS14940
gene-M172_gp10	0	0	0	4	0	1	1	1	phage	gene-M172_gp10
gene-AUO97_RS09490	951	826	779	1059	906	918	892	1057	host	gene-AUO97_RS09490
gene-AUO97_RS18195	0	0	0	0	0	0	0	0	host	gene-AUO97_RS18195
gene-AUO97_RS01130	690	534	520	1167	1098	1134	2001	2725	host	gene-AUO97_RS01130
gene-AUO97_RS11440	37	40	37	41	65	55	54	30	host	gene-AUO97_RS11440
gene-AUO97_RS12690	135	132	127	149	187	173	130	170	host	gene-AUO97_RS12690
gene-AUO97_RS17025	0	0	0	1	0	0	0	0	host	gene-AUO97_RS17025
gene-AUO97_RS04430	665	447	450	893	730	652	713	903	host	gene-AUO97_RS04430
gene-AUO97_RS02670	191	187	206	285	310	259	234	256	host	gene-AUO97_RS02670
gene-AUO97_RS13765	112	96	123	138	189	161	232	209	host	gene-AUO97_RS13765
gene-AUO97_RS07050	356	487	250	483	486	358	330	227	host	gene-AUO97_RS07050
gene-AUO97_RS18255	0	0	0	0	0	0	0	0	host	gene-AUO97_RS18255
gene-M172_gp45	1	1	0	7	4	2	0	0	phage	gene-M172_gp45
gene-AUO97_RS10185	68	90	79	85	109	143	119	130	host	tafE
gene-AUO97_RS06570	707	587	540	815	783	784	791	807	host	gene-AUO97_RS06570
gene-AUO97_RS00275	12	7	13	15	9	14	12	5	host	rtcA
gene-AUO97_RS02640	998	890	922	1008	1119	1125	768	804	host	sdsA
gene-AUO97_RS05940	0	0	0	0	0	0	0	0	host	gene-AUO97_RS05940
gene-AUO97_RS12235	2209	1937	2409	2827	2930	4270	3062	5311	host	gene-AUO97_RS12235
gene-AUO97_RS05405	150	126	102	98	92	81	70	68	host	gene-AUO97_RS05405
gene-AUO97_RS11820	204	171	174	249	199	231	183	229	host	gene-AUO97_RS11820
gene-AUO97_RS16395	15	17	10	11	13	12	13	15	host	gene-AUO97_RS16395
gene-AUO97_RS17325	6445	5659	6196	7129	7382	7232	4589	5418	host	gene-AUO97_RS17325
gene-AUO97_RS08205	0	0	0	0	0	0	0	1	host	gene-AUO97_RS08205
gene-AUO97_RS15085	87	53	57	71	83	47	62	45	host	gene-AUO97_RS15085
gene-AUO97_RS10420	20972	19567	23402	27163	30009	31081	15321	18396	host	rplT
gene-AUO97_RS07685	205	180	239	286	289	273	230	258	host	gene-AUO97_RS07685
gene-AUO97_RS15175	115	85	92	142	123	109	123	113	host	gene-AUO97_RS15175
gene-AUO97_RS10060	108	105	103	122	123	132	111	90	host	gene-AUO97_RS10060
gene-AUO97_RS16590	1007	782	713	1313	1206	1057	700	548	host	gene-AUO97_RS16590
gene-AUO97_RS13105	9	4	4	8	7	3	1	5	host	terL
gene-AUO97_RS00300	82	62	95	103	106	133	70	96	host	gene-AUO97_RS00300
gene-AUO97_RS12285	0	0	0	0	0	1	0	0	host	gene-AUO97_RS12285
gene-AUO97_RS18975	5210	4740	5410	7026	6822	6390	6508	6880	host	gene-AUO97_RS18975
gene-AUO97_RS04390	50654	48298	56746	82322	84530	88186	41891	51973	host	rplB
gene-AUO97_RS16310	13	16	12	17	24	15	20	19	host	gene-AUO97_RS16310
gene-AUO97_RS06770	0	0	0	0	1	0	1	0	host	gene-AUO97_RS06770
gene-AUO97_RS18795	540	445	451	579	624	550	534	674	host	coq7
gene-AUO97_RS03750	0	0	0	0	1	0	1	0	host	gene-AUO97_RS03750
gene-AUO97_RS07535	20	35	25	27	32	17	30	24	host	gene-AUO97_RS07535
gene-AUO97_RS11310	282	233	209	339	288	315	253	274	host	gene-AUO97_RS11310
gene-AUO97_RS16415	1870	1483	846	2305	1973	1086	3058	2095	host	gene-AUO97_RS16415
gene-AUO97_RS05760	315	334	334	428	483	447	339	366	host	pyrE
gene-AUO97_RS00095	551	675	885	809	847	743	597	556	host	gene-AUO97_RS00095
gene-AUO97_RS07515	464	359	374	527	533	574	544	613	host	gene-AUO97_RS07515
gene-M172_gp31	0	0	0	2	0	0	1	0	phage	gene-M172_gp31
gene-AUO97_RS03860	730	582	685	836	770	764	660	765	host	trxC
gene-AUO97_RS04765	4850	4117	4227	5697	5657	5482	4239	5205	host	serA
gene-AUO97_RS01570	319	170	234	90	128	206	97	104	host	cysW
gene-AUO97_RS15545	21	20	29	22	26	35	18	33	host	gene-AUO97_RS15545
gene-AUO97_RS15715	0	0	0	0	0	0	0	0	host	gene-AUO97_RS15715
gene-AUO97_RS16195	471	386	312	479	441	337	184	167	host	gene-AUO97_RS16195
gene-AUO97_RS00835	17	22	23	16	15	13	25	34	host	bauE
gene-AUO97_RS10515	636	483	507	659	714	671	502	658	host	gene-AUO97_RS10515
gene-AUO97_RS03440	430	392	369	528	657	536	272	303	host	znuD
gene-AUO97_RS14990	11	12	12	18	16	19	16	8	host	gene-AUO97_RS14990
gene-AUO97_RS17920	63	48	54	58	43	36	42	60	host	nirB
gene-AUO97_RS09910	585	367	367	656	566	552	304	349	host	gene-AUO97_RS09910
gene-AUO97_RS12215	2101	1962	1748	1509	1813	1874	1382	1293	host	cysD
gene-AUO97_RS09170	245	188	177	243	237	236	209	232	host	gene-AUO97_RS09170
gene-AUO97_RS04995	2977	2602	2930	3851	3908	4015	2238	2739	host	murF
gene-AUO97_RS09705	558	604	853	894	1030	1111	748	1185	host	gene-AUO97_RS09705
gene-AUO97_RS10640	93	80	93	132	122	104	87	85	host	gene-AUO97_RS10640
gene-AUO97_RS17935	21	21	30	21	21	22	22	31	host	gene-AUO97_RS17935
gene-AUO97_RS17170	0	0	0	0	0	0	0	0	host	gene-AUO97_RS17170
gene-AUO97_RS02280	14169	11451	12089	12371	12928	11090	16472	23254	host	groL
gene-AUO97_RS04920	18	24	27	25	23	24	21	27	host	gene-AUO97_RS04920
gene-AUO97_RS15250	239	196	243	329	316	326	185	171	host	gene-AUO97_RS15250
gene-AUO97_RS09905	336	219	267	326	294	312	216	211	host	gene-AUO97_RS09905
gene-AUO97_RS00765	530	566	577	661	744	749	522	573	host	hemE
gene-AUO97_RS01915	587	439	414	540	461	366	413	435	host	gene-AUO97_RS01915
gene-AUO97_RS12960	525	421	471	540	622	651	413	403	host	rnhB
gene-AUO97_RS01575	535	338	418	314	313	416	236	267	host	gene-AUO97_RS01575
gene-AUO97_RS14065	55	36	48	44	39	70	44	45	host	gene-AUO97_RS14065
gene-AUO97_RS10405	177	159	145	162	176	172	116	121	host	nreB
gene-AUO97_RS01780	0	0	0	0	0	0	0	0	host	gene-AUO97_RS01780
gene-AUO97_RS07565	224	207	219	264	226	274	163	139	host	mutY
gene-AUO97_RS17900	105	85	63	125	98	92	98	110	host	gene-AUO97_RS17900
gene-AUO97_RS02715	58	38	55	44	47	56	31	55	host	gene-AUO97_RS02715
gene-AUO97_RS14020	289	265	276	315	340	328	244	323	host	tssH
gene-AUO97_RS13140	0	0	0	0	0	0	0	0	host	gene-AUO97_RS13140
gene-AUO97_RS14505	546	402	409	736	763	521	660	621	host	gene-AUO97_RS14505
gene-AUO97_RS07295	164	120	129	153	155	184	141	139	host	gene-AUO97_RS07295
gene-AUO97_RS14595	26	31	9	23	17	17	16	11	host	gene-AUO97_RS14595
gene-AUO97_RS05565	2940	1694	2135	4675	4013	4607	3855	4147	host	gene-AUO97_RS05565
gene-AUO97_RS09215	357	387	365	386	400	443	270	293	host	recD
gene-AUO97_RS13600	375	186	191	378	380	213	386	319	host	gene-AUO97_RS13600
gene-AUO97_RS02550	1028	1105	1016	1466	1448	1408	1093	1135	host	gene-AUO97_RS02550
gene-AUO97_RS12740	0	0	0	0	0	0	0	0	host	gene-AUO97_RS12740
gene-AUO97_RS05625	348	352	399	363	389	397	266	353	host	gene-AUO97_RS05625
gene-AUO97_RS14610	30	29	33	50	53	40	36	51	host	gene-AUO97_RS14610
gene-AUO97_RS02835	134	94	89	124	94	91	95	109	host	gene-AUO97_RS02835
gene-AUO97_RS18965	31925	27059	29583	39368	39191	38543	38414	41600	host	cyoB
gene-AUO97_RS00640	16	15	20	23	17	20	9	8	host	gene-AUO97_RS00640
gene-AUO97_RS07850	315	200	206	301	246	258	327	374	host	gene-AUO97_RS07850
gene-AUO97_RS01350	70	57	61	92	88	62	75	93	host	gene-AUO97_RS01350
gene-AUO97_RS16825	4	3	2	5	1	6	1	7	host	gene-AUO97_RS16825
gene-AUO97_RS04710	87	79	99	101	65	90	71	68	host	gene-AUO97_RS04710
gene-AUO97_RS02295	508	368	266	558	528	315	489	364	host	gene-AUO97_RS02295
gene-AUO97_RS15525	0	0	0	0	2	0	0	0	host	gene-AUO97_RS15525
gene-AUO97_RS04530	1602	1732	1910	1703	2086	2208	1068	1065	host	gene-AUO97_RS04530
gene-AUO97_RS08140	0	0	0	0	0	0	0	0	host	gene-AUO97_RS08140
gene-AUO97_RS02580	3153	2572	2461	2583	2666	2414	1913	2524	host	gene-AUO97_RS02580
gene-AUO97_RS13755	9	5	2	5	5	7	12	3	host	gene-AUO97_RS13755
gene-AUO97_RS07635	43	36	35	37	28	35	39	28	host	gene-AUO97_RS07635
gene-AUO97_RS16945	0	0	0	0	0	1	0	0	host	gene-AUO97_RS16945
gene-AUO97_RS12630	0	0	0	0	0	0	0	0	host	gene-AUO97_RS12630
gene-AUO97_RS04680	8933	8666	8969	11242	12964	11801	9974	12636	host	gene-AUO97_RS04680
gene-AUO97_RS18370	196	134	156	284	255	230	242	275	host	gene-AUO97_RS18370
gene-AUO97_RS19475	2	2	6	7	3	3	1	3	host	gene-AUO97_RS19475
gene-AUO97_RS04745	132	126	129	173	151	151	113	161	host	gene-AUO97_RS04745
gene-AUO97_RS05860	426	394	354	497	482	443	354	409	host	gene-AUO97_RS05860
gene-AUO97_RS11980	47	31	33	33	54	40	27	53	host	gene-AUO97_RS11980
gene-AUO97_RS04950	227	184	255	214	169	256	101	161	host	gene-AUO97_RS04950
gene-AUO97_RS09155	734	570	550	777	751	699	566	730	host	gene-AUO97_RS09155
gene-AUO97_RS18325	194	174	188	229	227	317	206	300	host	gene-AUO97_RS18325
gene-AUO97_RS07580	2628	1652	1553	1912	2026	988	2133	2115	host	gene-AUO97_RS07580
gene-AUO97_RS12545	1545	1253	1464	1626	1713	1667	1183	1431	host	pyrC
gene-AUO97_RS19055	2454	2239	2439	2735	3043	2967	1360	1305	host	fis
gene-M172_gp46	0	0	0	13	1	8	0	0	phage	gene-M172_gp46
gene-AUO97_RS07840	781	650	736	799	744	856	614	658	host	gene-AUO97_RS07840
gene-AUO97_RS10810	30	13	28	18	17	23	19	20	host	gene-AUO97_RS10810
gene-AUO97_RS14515	61	56	79	23	36	53	25	29	host	gene-AUO97_RS14515
gene-AUO97_RS05115	482	346	344	523	476	469	396	387	host	gene-AUO97_RS05115
gene-AUO97_RS10275	80	63	56	68	82	58	41	54	host	gene-AUO97_RS10275
gene-AUO97_RS09035	3126	2642	2627	2917	2946	2821	2245	2557	host	gene-AUO97_RS09035
gene-AUO97_RS03690	0	0	0	0	0	1	0	0	host	gene-AUO97_RS03690
gene-AUO97_RS11445	250	255	154	341	266	249	150	245	host	gene-AUO97_RS11445
gene-AUO97_RS16200	1352	993	1094	1423	1434	1307	946	971	host	gene-AUO97_RS16200
gene-AUO97_RS02085	633	663	658	670	714	684	489	519	host	radA
gene-AUO97_RS11640	22	34	34	28	26	27	21	43	host	gene-AUO97_RS11640
gene-AUO97_RS05690	17327	14174	17185	19402	19882	19147	18996	20643	host	aceE
gene-AUO97_RS06445	11536	11332	11756	15209	16964	16275	15445	18227	host	gene-AUO97_RS06445
gene-AUO97_RS11780	5	8	15	6	11	10	11	10	host	gene-AUO97_RS11780
gene-AUO97_RS18215	2	1	1	0	0	0	1	2	host	gene-AUO97_RS18215
gene-AUO97_RS13985	173	136	156	161	150	155	112	100	host	tssF
gene-AUO97_RS06870	2427	2188	2061	3369	3672	3285	3653	3698	host	gene-AUO97_RS06870
gene-AUO97_RS10505	942	867	603	1119	983	768	894	829	host	gene-AUO97_RS10505
gene-AUO97_RS10365	1102	983	1003	1290	1315	1271	838	1038	host	gene-AUO97_RS10365
gene-AUO97_RS15425	3188	2582	2307	4211	4058	3342	3449	4152	host	gene-AUO97_RS15425
gene-AUO97_RS05275	3164	2449	1632	4439	4275	2683	4952	4324	host	gene-AUO97_RS05275
gene-AUO97_RS00980	14	2	3	10	2	7	7	15	host	gene-AUO97_RS00980
gene-AUO97_RS03430	267	273	260	286	324	330	184	229	host	gene-AUO97_RS03430
gene-AUO97_RS05785	238	210	194	281	253	257	195	196	host	gene-AUO97_RS05785
gene-AUO97_RS05870	0	0	0	1	0	0	0	0	host	gene-AUO97_RS05870
gene-AUO97_RS18500	155	116	67	167	170	117	194	151	host	gene-AUO97_RS18500
gene-AUO97_RS09805	8	7	1	2	3	4	4	2	host	gene-AUO97_RS09805
gene-AUO97_RS01065	2377	2132	2602	3268	3708	3821	2645	3494	host	dacC
gene-AUO97_RS16165	1095	959	1057	1477	1465	1447	1142	1430	host	gene-AUO97_RS16165
gene-AUO97_RS15400	2390	1881	2008	2572	2658	2673	1625	2173	host	gene-AUO97_RS15400
gene-AUO97_RS01240	3074	2525	2267	3213	3194	2721	2346	2279	host	gene-AUO97_RS01240
gene-AUO97_RS10985	4708	4604	4792	7250	7293	7040	7224	8446	host	nuoH
gene-AUO97_RS19455	1	3	3	4	0	2	3	3	host	gene-AUO97_RS19455
gene-AUO97_RS13125	0	0	1	0	0	0	0	0	host	gene-AUO97_RS13125
gene-AUO97_RS15765	745	532	484	632	622	531	381	414	host	gene-AUO97_RS15765
gene-AUO97_RS06535	933	818	881	907	940	1015	563	651	host	gene-AUO97_RS06535
gene-AUO97_RS03100	34	27	18	30	43	27	29	37	host	gene-AUO97_RS03100
gene-AUO97_RS08975	1071	962	1020	1366	1506	1499	1179	1347	host	lpxO
gene-AUO97_RS11430	445	326	346	428	450	422	311	387	host	gene-AUO97_RS11430
gene-AUO97_RS12830	0	0	0	0	0	0	0	0	host	mhpT
gene-AUO97_RS18305	11	28	10	18	10	17	13	15	host	gene-AUO97_RS18305
gene-AUO97_RS14110	43	38	28	48	49	39	31	29	host	gene-AUO97_RS14110
gene-AUO97_RS07740	1	1	0	2	2	1	1	0	host	gene-AUO97_RS07740
gene-AUO97_RS09795	1356	1136	1156	1285	1372	1278	832	989	host	gene-AUO97_RS09795
gene-AUO97_RS12025	16	14	18	20	23	8	11	13	host	gene-AUO97_RS12025
gene-AUO97_RS10145	2475	1979	2051	2622	2623	2544	1959	2374	host	ilvN
gene-AUO97_RS08300	0	0	0	0	0	0	0	0	host	gene-AUO97_RS08300
gene-AUO97_RS13785	41	30	36	48	28	34	28	17	host	gene-AUO97_RS13785
gene-AUO97_RS12370	18826	16005	14501	11238	12017	8925	11881	16986	host	lon
gene-AUO97_RS03875	2	0	1	2	3	2	2	3	host	gene-AUO97_RS03875
gene-AUO97_RS17660	298	204	176	356	315	217	286	196	host	gene-AUO97_RS17660
gene-AUO97_RS00790	80	86	105	81	86	92	83	105	host	barB
gene-AUO97_RS07700	1759	1656	783	1519	1212	932	1700	1607	host	hutU
gene-AUO97_RS10075	4245	3642	3738	3643	3683	3467	2869	3386	host	gene-AUO97_RS10075
gene-AUO97_RS00140	772	702	740	949	969	928	923	1159	host	gene-AUO97_RS00140
gene-AUO97_RS14875	1296	902	959	1299	1407	1318	848	1046	host	dapC
gene-AUO97_RS01925	295	227	239	347	311	309	249	282	host	rbtA
gene-AUO97_RS07365	2188	1818	1716	3334	3235	3151	3398	3603	host	gene-AUO97_RS07365
gene-AUO97_RS01265	92	70	78	110	105	98	193	184	host	gene-AUO97_RS01265
gene-AUO97_RS16895	0	0	0	0	0	0	0	0	host	gene-AUO97_RS16895
gene-AUO97_RS02600	318	290	278	289	349	334	201	217	host	gene-AUO97_RS02600
gene-AUO97_RS16750	32	38	19	21	19	14	19	22	host	gene-AUO97_RS16750
gene-AUO97_RS17300	552	506	446	685	576	564	486	472	host	ispD
gene-AUO97_RS18785	4050	2806	2622	4048	3630	2967	3024	3197	host	gene-AUO97_RS18785
gene-AUO97_RS10700	967	836	882	1143	1086	1033	699	774	host	gene-AUO97_RS10700
gene-AUO97_RS00240	221	204	201	268	299	247	251	298	host	yaaA
gene-AUO97_RS07845	541	477	471	536	550	592	405	408	host	asd
gene-AUO97_RS15580	3	3	2	3	1	3	0	5	host	gene-AUO97_RS15580
gene-AUO97_RS19925	0	0	0	0	0	0	0	0	host	gene-AUO97_RS19925
gene-AUO97_RS12470	171	146	90	174	175	145	184	159	host	gene-AUO97_RS12470
gene-AUO97_RS13555	65	68	79	82	78	73	71	87	host	gene-AUO97_RS13555
gene-AUO97_RS08255	0	0	0	0	0	0	0	0	host	umuD
gene-AUO97_RS10065	5492	5060	5390	4853	5599	4984	3774	4733	host	secB
gene-AUO97_RS17125	27	28	29	25	33	29	22	22	host	gene-AUO97_RS17125
gene-AUO97_RS07855	646	541	563	743	676	692	454	547	host	phoR
gene-AUO97_RS07730	115	97	116	129	125	153	97	117	host	gene-AUO97_RS07730
gene-M172_gp42	0	2	0	4	1	2	0	0	phage	gene-M172_gp42
gene-AUO97_RS06735	1275	921	952	1708	1579	1410	1596	1612	host	gene-AUO97_RS06735
gene-AUO97_RS16710	0	0	0	0	0	0	2	0	host	gene-AUO97_RS16710
gene-AUO97_RS05640	983	904	900	1112	1154	1155	757	728	host	recJ
gene-AUO97_RS13395	10497	6921	5860	11992	11184	6628	14394	11665	host	gene-AUO97_RS13395
gene-AUO97_RS05520	117	79	72	155	131	75	141	145	host	gene-AUO97_RS05520
gene-AUO97_RS00440	26	38	19	46	24	36	26	34	host	adeF
gene-AUO97_RS08315	0	0	0	0	0	0	0	0	host	gene-AUO97_RS08315
gene-AUO97_RS04035	169	156	153	203	184	187	154	164	host	gene-AUO97_RS04035
gene-AUO97_RS06775	0	0	0	0	0	0	0	0	host	gene-AUO97_RS06775
gene-AUO97_RS13705	661	582	628	743	872	709	649	668	host	fdxA
gene-AUO97_RS14150	35	22	34	31	52	24	44	63	host	gene-AUO97_RS14150
gene-AUO97_RS01355	699	601	530	797	733	762	763	932	host	gene-AUO97_RS01355
gene-AUO97_RS04200	103	91	96	145	115	82	78	49	host	gene-AUO97_RS04200
gene-AUO97_RS02045	7662	7137	6986	11185	10848	9739	11619	13416	host	gene-AUO97_RS02045
gene-AUO97_RS17800	280	192	242	290	290	254	207	299	host	gene-AUO97_RS17800
gene-AUO97_RS07290	55	55	58	65	72	83	58	69	host	dmeF
gene-AUO97_RS08810	4779	5637	6995	6249	6661	6057	4154	3368	host	gene-AUO97_RS08810
gene-AUO97_RS18395	288	212	186	278	283	247	209	238	host	gene-AUO97_RS18395
gene-AUO97_RS12265	98	71	74	111	139	100	67	51	host	gene-AUO97_RS12265
gene-AUO97_RS05465	866	693	459	1465	1515	870	2577	1999	host	gene-AUO97_RS05465
gene-AUO97_RS07210	1778	1539	1569	2294	2253	1968	1751	1868	host	gene-AUO97_RS07210
gene-AUO97_RS07645	2495	3223	1219	2577	2909	1860	3742	2654	host	hppD
gene-AUO97_RS17275	148	114	104	159	142	120	114	128	host	gene-AUO97_RS17275_gene_pcaD
gene-AUO97_RS18565	0	0	0	0	0	0	0	0	host	gene-AUO97_RS18565
gene-AUO97_RS01870	770	618	585	918	949	876	705	622	host	tolR
gene-AUO97_RS05230	260	253	220	341	281	285	246	268	host	gene-AUO97_RS05230
gene-M172_gp05	4	0	0	1	0	1	1	1	phage	gene-M172_gp05
gene-AUO97_RS18710	226	160	220	276	259	250	200	215	host	gene-AUO97_RS18710
gene-AUO97_RS10010	173	155	164	189	201	235	148	155	host	gene-AUO97_RS10010
gene-AUO97_RS18135	25	26	21	47	48	26	35	25	host	gene-AUO97_RS18135
gene-AUO97_RS05080	45	43	53	57	60	56	45	59	host	gene-AUO97_RS05080
gene-AUO97_RS07940	0	0	1	0	0	0	1	0	host	gene-AUO97_RS07940
gene-AUO97_RS10935	7437	6194	5061	10610	10374	8163	10909	11934	host	bfmR
gene-AUO97_RS13910	1	0	0	1	0	0	0	0	host	gene-AUO97_RS13910
gene-AUO97_RS10355	1604	1499	1614	1888	1965	1918	1278	1588	host	panC
gene-M172_gp07	0	0	0	2	0	0	0	2	phage	gene-M172_gp07
gene-AUO97_RS13195	0	1	0	0	0	1	0	0	host	gene-AUO97_RS13195
gene-AUO97_RS06805	4	7	6	8	7	3	16	6	host	gene-AUO97_RS06805
gene-AUO97_RS18695	834	686	707	901	904	817	610	726	host	mutL
gene-AUO97_RS13960	1952	1985	2348	2225	2476	2766	1484	1736	host	gene-AUO97_RS13960
gene-AUO97_RS09955	4281	3802	3699	4957	5144	4659	3489	4329	host	bamB
gene-AUO97_RS09505	77	56	61	92	83	91	65	62	host	gene-AUO97_RS09505
gene-AUO97_RS16765	151	121	119	175	206	167	170	214	host	gene-AUO97_RS16765
gene-AUO97_RS01810	0	0	0	0	0	0	0	0	host	gene-AUO97_RS01810
gene-AUO97_RS07490	282	196	225	259	273	228	265	301	host	gene-AUO97_RS07490
gene-AUO97_RS04480	329	294	302	349	354	346	260	259	host	gene-AUO97_RS04480
gene-AUO97_RS03840	0	0	1	0	0	0	1	0	host	gene-AUO97_RS03840
gene-AUO97_RS09790	2810	2237	2257	3153	2997	2880	2029	2537	host	metW
gene-AUO97_RS02460	972	844	852	1029	999	1101	680	706	host	gene-AUO97_RS02460
gene-AUO97_RS03895	70	89	132	51	81	65	41	56	host	gene-AUO97_RS03895
gene-AUO97_RS05400	64	60	83	54	65	89	57	61	host	gene-AUO97_RS05400
gene-AUO97_RS10465	5066	4628	4792	4491	5132	5077	2508	2657	host	rho
gene-AUO97_RS15775	515	393	412	737	599	580	367	398	host	gene-AUO97_RS15775
gene-AUO97_RS13870	2	3	2	3	4	2	1	4	host	gene-AUO97_RS13870
gene-AUO97_RS07280	2623	1663	1112	2357	2363	1169	3735	3183	host	gene-AUO97_RS07280
gene-AUO97_RS08515	178	168	146	180	200	223	89	126	host	gene-AUO97_RS08515
gene-AUO97_RS16970	71	48	43	55	50	76	34	46	host	gene-AUO97_RS16970
gene-AUO97_RS15110	150	92	135	125	144	150	132	143	host	gene-AUO97_RS15110
gene-AUO97_RS18010	12	8	8	15	12	11	9	8	host	gene-AUO97_RS18010
gene-AUO97_RS12125	239	237	209	260	256	218	203	215	host	gene-AUO97_RS12125
gene-AUO97_RS19450	217	164	101	275	209	127	205	156	host	gene-AUO97_RS19450
gene-AUO97_RS02090	9118	7041	7146	8960	8844	8013	6768	8252	host	gene-AUO97_RS02090
gene-AUO97_RS07095	57	61	59	48	66	58	64	61	host	gene-AUO97_RS07095
gene-AUO97_RS14060	30	16	24	29	35	34	26	41	host	gene-AUO97_RS14060
gene-AUO97_RS15725	4703	3364	3039	6727	6173	5341	7525	9019	host	gene-AUO97_RS15725
