Geneid	5_R1	5_R2	30_R1	30_R2	60_R1	60_R2	120_R1	120_R2	Entity	Symbol
gene-TX72_RS05165	83	83	12	35	16	14	2	5	host	ruvA
gene-TX72_RS14375	1787	1343	256	465	151	104	44	37	host	gene-TX72_RS14375
gene-BSV9_gp191	0	0	1780	4250	7278	3988	4835	7024	phage	gene-BSV9_gp191
gene-TX72_RS00645	912	888	74	105	53	15	9	15	host	gene-TX72_RS00645
gene-TX72_RS09780	48	51	15	22	9	10	2	1	host	gene-TX72_RS09780
gene-TX72_RS13145	2838	2310	659	923	372	303	192	153	host	gene-TX72_RS13145
gene-TX72_RS02470	1200	1579	199	329	174	91	46	56	host	atpC
gene-TX72_RS09245	690	1172	69	60	53	8	7	19	host	psaJ
gene-TX72_RS06040	1072	1096	158	259	98	60	25	30	host	recJ
gene-TX72_RS09340	293	318	37	56	28	10	3	10	host	gene-TX72_RS09340
gene-TX72_RS07785	153	136	28	46	23	7	5	8	host	gene-TX72_RS07785
gene-TX72_RS02450	203	202	36	52	16	7	4	5	host	gene-TX72_RS02450
gene-TX72_RS09945	37	42	12	12	4	4	0	1	host	gene-TX72_RS09945
gene-TX72_RS08670	429	436	48	76	27	19	10	3	host	gene-TX72_RS08670
gene-TX72_RS05545	142	111	23	45	16	9	6	3	host	gene-TX72_RS05545
gene-TX72_RS06655	41	46	3	11	6	3	4	1	host	gene-TX72_RS06655
gene-TX72_RS08535	59	70	10	13	6	3	1	0	host	gene-TX72_RS08535
gene-TX72_RS08665	3226	3962	450	761	386	115	64	78	host	gene-TX72_RS08665
gene-TX72_RS09395	139	127	18	22	16	6	4	4	host	gene-TX72_RS09395
gene-TX72_RS04160	19	35	3	5	4	1	0	0	host	gene-TX72_RS04160
gene-TX72_RS11955	737	746	94	149	85	21	14	21	host	gene-TX72_RS11955
gene-TX72_RS10520	1447	1870	136	222	100	42	15	42	host	rpsI
gene-TX72_RS00570	127	134	35	38	19	6	3	1	host	gene-TX72_RS00570
gene-TX72_RS00500	93	93	13	30	6	4	2	2	host	gene-TX72_RS00500
gene-TX72_RS03365	1206	1020	222	397	190	138	64	75	host	gene-TX72_RS03365
gene-TX72_RS11555	329	231	41	70	27	22	7	9	host	gene-TX72_RS11555
gene-TX72_RS08275	900	914	82	137	63	38	15	21	host	miaB
gene-BSV9_gp81	270	408	18553	52850	22805	11963	2008	2448	phage	gene-BSV9_gp81
gene-BSV9_gp107	0	1	3988	11315	32300	18367	21606	30924	phage	gene-BSV9_gp107
gene-TX72_RS09280	1918	2081	348	426	214	103	51	80	host	lgt
gene-TX72_RS11410	1493	1688	272	344	171	58	35	53	host	gene-TX72_RS11410
gene-TX72_RS12190	9	1	2	7	3	5	0	0	host	gene-TX72_RS12190
gene-TX72_RS07065	245	302	16	55	20	10	7	5	host	gene-TX72_RS07065
gene-TX72_RS02440	71	61	7	18	7	3	1	4	host	gene-TX72_RS02440
gene-TX72_RS05205	49	55	10	17	7	0	2	2	host	gene-TX72_RS05205
gene-TX72_RS10705	74	81	13	29	13	7	2	6	host	gene-TX72_RS10705
gene-TX72_RS13890	20	17	6	27	9	3	5	4	host	gene-TX72_RS13890
gene-BSV9_gp65	137	251	47152	119767	84049	50073	13319	15647	phage	gene-BSV9_gp65
gene-TX72_RS14275	217	206	39	72	29	15	5	7	host	gene-TX72_RS14275
gene-TX72_RS13635	543	379	57	107	52	29	10	14	host	gene-TX72_RS13635
gene-TX72_RS14030	173	144	62	134	38	23	11	8	host	gene-TX72_RS14030
gene-TX72_RS02425	60	53	11	18	13	2	0	2	host	ald
gene-TX72_RS13690	186	209	52	63	34	20	7	6	host	gene-TX72_RS13690
gene-TX72_RS06365	417	362	70	116	46	27	15	12	host	dnaK
gene-TX72_RS10495	1090	1372	205	281	130	49	25	42	host	rpsK
gene-TX72_RS04565	1355	1264	187	361	177	83	25	47	host	gene-TX72_RS04565
gene-TX72_RS07390	498	522	78	145	58	38	21	16	host	gene-TX72_RS07390
gene-TX72_RS08695	2300	2401	304	454	166	82	28	28	host	bchL
gene-TX72_RS12255	159	162	14	28	11	5	3	0	host	speE
gene-BSV9_gp183	0	0	24024	56872	22269	11740	5057	7082	phage	gene-BSV9_gp183
gene-TX72_RS00805	293	384	28	106	42	11	9	21	host	gene-TX72_RS00805
gene-TX72_RS05850	187	136	18	28	12	9	4	2	host	gene-TX72_RS05850
gene-TX72_RS09325	104	82	11	34	11	5	4	6	host	gene-TX72_RS09325
gene-TX72_RS04295	252	245	31	50	19	9	5	4	host	gene-TX72_RS04295
gene-TX72_RS13910	35	37	73	229	112	27	18	38	host	gene-TX72_RS13910
gene-TX72_RS11220	85731	86466	20910	35324	15421	15767	3923	4368	host	gene-TX72_RS11220
gene-TX72_RS06550	1039	917	166	309	127	69	44	36	host	petN
gene-TX72_RS04670	83	101	14	26	24	4	2	2	host	gene-TX72_RS04670
gene-TX72_RS07225	128	127	18	52	17	10	1	4	host	gene-TX72_RS07225
gene-BSV9_gp44	0	0	7540	19773	63807	32561	22660	33650	phage	gene-BSV9_gp44
gene-TX72_RS13185	1056	1003	108	200	87	49	16	26	host	rpmF
gene-BSV9_gp32	1	0	17979	44986	218130	124724	110230	141577	phage	gene-BSV9_gp32
gene-TX72_RS05625	1436	1457	141	262	114	32	19	39	host	ilvD
gene-TX72_RS00615	620	591	66	158	57	39	16	17	host	gene-TX72_RS00615
gene-TX72_RS07725	143	122	22	36	16	10	4	5	host	dnaA
gene-TX72_RS13240	962	904	176	279	147	94	46	36	host	gene-TX72_RS13240
gene-TX72_RS04220	616	616	78	135	52	19	16	17	host	gene-TX72_RS04220
gene-TX72_RS10490	2169	2529	263	645	223	79	29	45	host	rpsM
gene-TX72_RS02615	22	29	11	23	8	3	1	2	host	gene-TX72_RS02615
gene-TX72_RS09220	329	299	40	84	33	12	5	5	host	wecB
gene-TX72_RS02110	1032	995	181	306	116	80	24	20	host	gene-TX72_RS02110
gene-TX72_RS02395	8485	8842	1495	2368	1144	516	259	328	host	gene-TX72_RS02395
gene-TX72_RS13845	35	22	5	9	0	1	1	2	host	gene-TX72_RS13845
gene-TX72_RS14170	8	7	2	7	0	0	2	0	host	gene-TX72_RS14170
gene-TX72_RS04465	122	116	22	27	7	9	3	2	host	gene-TX72_RS04465
gene-TX72_RS03125	808	805	174	285	105	82	35	42	host	gene-TX72_RS03125
gene-TX72_RS00620	93	102	23	32	11	11	2	6	host	mreC
gene-BSV9_gp103	1	0	1187	2950	10322	5279	26678	41085	phage	gene-BSV9_gp103
gene-TX72_RS03515	50	48	9	9	7	1	1	2	host	gene-TX72_RS03515
gene-TX72_RS04555	114	74	12	28	13	4	0	4	host	gene-TX72_RS04555
gene-BSV9_gt26	0	0	2773	7339	9826	4852	2012	2906	phage	gene-BSV9_gt26
gene-TX72_RS14130	11	3	0	4	3	1	1	1	host	gene-TX72_RS14130
gene-BSV9_gp135	0	0	56	151	3619	1645	6140	9137	phage	gene-BSV9_gp135
gene-TX72_RS03645	218	208	21	40	15	4	2	5	host	gene-TX72_RS03645
gene-TX72_RS14765	87	71	7	12	5	4	0	3	host	gene-TX72_RS14765
gene-TX72_RS06985	35	31	6	19	15	4	1	3	host	gene-TX72_RS06985
gene-TX72_RS03050	106	127	13	38	17	5	4	4	host	gene-TX72_RS03050
gene-TX72_RS04285	108	105	17	24	15	6	1	2	host	gene-TX72_RS04285
gene-TX72_RS02040	1051	1161	143	271	102	39	29	31	host	gene-TX72_RS02040
gene-BSV9_gp68	247	321	36186	84900	67958	32981	7700	9262	phage	gene-BSV9_gp68
gene-TX72_RS00075	329	338	42	59	58	6	9	9	host	dusA
gene-TX72_RS09495	2863	2450	293	431	149	118	48	62	host	gene-TX72_RS09495
gene-TX72_RS05350	341	343	40	60	15	18	7	6	host	gene-TX72_RS05350
gene-TX72_RS06230	434	447	56	100	32	25	7	14	host	hemJ
gene-TX72_RS09905	5968	6795	694	969	426	279	159	144	host	petD
gene-TX72_RS03150	382	350	55	111	44	12	8	13	host	rfbD
gene-TX72_RS04765	632	528	146	218	92	71	35	31	host	gene-TX72_RS04765
gene-TX72_RS06480	4727	4898	508	776	302	160	94	110	host	psaK
gene-TX72_RS12360	672	729	121	131	83	22	13	20	host	urtC
gene-TX72_RS08815	54	43	12	14	11	2	0	0	host	gene-TX72_RS08815
gene-TX72_RS13765	189	198	55	118	77	42	19	17	host	gene-TX72_RS13765
gene-TX72_RS00545	45	27	8	6	1	2	2	0	host	gene-TX72_RS00545
gene-TX72_RS04970	143	115	18	30	18	9	3	2	host	menD
gene-TX72_RS04410	15	12	5	9	10	6	0	1	host	gene-TX72_RS04410
gene-TX72_RS09360	29	42	4	15	6	4	1	1	host	gene-TX72_RS09360
gene-TX72_RS11515	499	503	53	93	41	17	12	10	host	cysC
gene-TX72_RS05940	74	57	15	28	4	5	1	4	host	gene-TX72_RS05940
gene-TX72_RS07685	144	150	26	43	26	6	4	6	host	gene-TX72_RS07685
gene-TX72_RS07855	10	15	6	5	3	1	0	0	host	gene-TX72_RS07855
gene-TX72_RS01995	358	327	65	88	41	21	5	16	host	gene-TX72_RS01995
gene-TX72_RS05285	388	379	55	113	30	35	18	16	host	gene-TX72_RS05285
gene-TX72_RS13855	140	123	35	44	18	10	4	6	host	gene-TX72_RS13855
gene-TX72_RS07625	4335	4191	643	1348	406	314	83	88	host	gene-TX72_RS07625
gene-BSV9_gp211	0	0	38671	101065	239243	124288	39673	49440	phage	gene-BSV9_gp211
gene-TX72_RS07790	273	227	49	64	31	23	8	6	host	gene-TX72_RS07790
gene-TX72_RS06290	61	56	10	14	3	2	3	1	host	gene-TX72_RS06290
gene-TX72_RS12915	223	255	49	98	44	32	13	9	host	gene-TX72_RS12915
gene-TX72_RS00955	370	335	60	103	46	22	10	14	host	gene-TX72_RS00955
gene-TX72_RS07765	210	219	48	58	18	6	1	3	host	gene-TX72_RS07765
gene-TX72_RS09990	737	719	105	149	69	34	24	21	host	nrdR
gene-TX72_RS08480	190	201	22	34	19	9	2	5	host	gene-TX72_RS08480
gene-TX72_RS14025	51	46	12	23	21	10	4	7	host	gene-TX72_RS14025
gene-TX72_RS00035	186	159	33	52	22	11	1	10	host	queG
gene-TX72_RS07675	25	25	7	17	8	2	0	0	host	gene-TX72_RS07675
gene-TX72_RS10730	161	162	16	37	8	4	4	3	host	gene-TX72_RS10730
gene-TX72_RS14010	36	36	12	13	3	2	1	1	host	gene-TX72_RS14010
gene-TX72_RS04010	134	124	19	30	9	7	2	2	host	gene-TX72_RS04010
gene-TX72_RS03025	278	290	72	106	40	25	10	8	host	gene-TX72_RS03025
gene-TX72_RS13945	172	168	33	35	15	7	3	6	host	gene-TX72_RS13945
gene-TX72_RS12960	18	23	4	10	7	1	1	0	host	gene-TX72_RS12960
gene-TX72_RS08870	135	142	20	38	19	15	2	6	host	gene-TX72_RS08870
gene-TX72_RS00835	129	134	16	29	10	2	2	2	host	gene-TX72_RS00835
gene-TX72_RS14815	20	38	4	7	1	1	0	1	host	gene-TX72_RS14815
gene-TX72_RS03450	225	225	32	55	24	10	4	10	host	gene-TX72_RS03450
gene-TX72_RS05025	206	203	27	58	20	13	4	7	host	gene-TX72_RS05025
gene-BSV9_gp51	0	0	5485	13357	59118	30976	13279	18117	phage	gene-BSV9_gp51
gene-TX72_RS12635	1518	1600	171	306	132	74	38	46	host	psbQ
gene-TX72_RS10835	24	30	6	7	2	2	2	2	host	gene-TX72_RS10835
gene-BSV9_gp118	0	0	490	1293	1990	1103	1190	1820	phage	gene-BSV9_gp118
gene-TX72_RS07755	249	225	38	52	27	2	5	6	host	hisG
gene-TX72_RS12095	56	55	8	19	7	3	1	0	host	gene-TX72_RS12095
gene-TX72_RS03375	108	111	19	27	12	3	9	4	host	gene-TX72_RS03375
gene-TX72_RS11350	165	183	20	35	23	7	4	2	host	gene-TX72_RS11350
gene-TX72_RS02195	208	186	54	95	57	46	8	12	host	neuC
gene-TX72_RS12195	43	35	11	10	3	1	3	1	host	gene-TX72_RS12195
gene-TX72_RS00290	92	84	19	28	10	4	2	3	host	gene-TX72_RS00290
gene-BSV9_gp33	1	0	7135	17140	120294	67061	57835	75227	phage	gene-BSV9_gp33
gene-TX72_RS04385	84	78	14	30	11	9	5	4	host	gene-TX72_RS04385
gene-TX72_RS14830	20	11	6	9	3	1	1	2	host	gene-TX72_RS14830
gene-TX72_RS05500	10	10	5	7	4	1	1	0	host	gene-TX72_RS05500
gene-BSV9_gp165	0	0	565	1398	5197	2812	15891	24377	phage	gene-BSV9_gp165
gene-TX72_RS11645	55	74	11	16	11	3	1	5	host	gene-TX72_RS11645
gene-TX72_RS10500	2118	2712	410	560	262	128	51	66	host	gene-TX72_RS10500
gene-TX72_RS00220	1293	1361	134	218	96	37	20	17	host	gene-TX72_RS00220
gene-TX72_RS14185	58	71	19	16	8	10	3	2	host	gene-TX72_RS14185
gene-TX72_RS14035	248	200	49	87	54	21	10	9	host	gene-TX72_RS14035
gene-TX72_RS00390	72	83	4	14	6	4	3	3	host	gene-TX72_RS00390
gene-TX72_RS10605	143	123	27	43	14	12	6	5	host	gene-TX72_RS10605
gene-TX72_RS12620	204	212	27	47	30	7	1	10	host	gene-TX72_RS12620
gene-TX72_RS00790	663	653	119	178	79	32	22	43	host	gene-TX72_RS00790
gene-TX72_RS08015	116	115	12	32	17	3	0	5	host	ribD
gene-TX72_RS02430	145	149	23	28	18	8	6	2	host	gene-TX72_RS02430
gene-TX72_RS07055	76	61	10	18	8	4	0	1	host	gene-TX72_RS07055
gene-TX72_RS05265	1560	1640	254	421	205	109	40	57	host	secD
gene-TX72_RS14155	131	106	10	19	9	10	4	2	host	gene-TX72_RS14155
gene-TX72_RS06950	234	236	50	84	31	9	7	5	host	gene-TX72_RS06950
gene-TX72_RS05820	1373	1233	143	187	80	42	26	26	host	gene-TX72_RS05820
gene-TX72_RS06330	434	459	62	95	45	12	17	8	host	argC
gene-TX72_RS01475	38	35	3	13	14	2	0	1	host	gene-TX72_RS01475
gene-TX72_RS13750	72	58	29	29	13	10	16	4	host	gene-TX72_RS13750
gene-TX72_RS11640	121	133	20	32	16	10	1	2	host	gene-TX72_RS11640
gene-TX72_RS09365	11	18	3	11	5	1	1	4	host	gene-TX72_RS09365
gene-TX72_RS07610	143	193	16	43	9	4	3	0	host	gene-TX72_RS07610
gene-TX72_RS10035	187	174	39	63	31	15	5	5	host	gene-TX72_RS10035
gene-TX72_RS07415	642	846	79	160	64	40	10	16	host	gene-TX72_RS07415
gene-TX72_RS11705	325	370	48	95	46	13	12	13	host	argS
gene-TX72_RS14125	84	88	17	29	2	4	0	2	host	gene-TX72_RS14125
gene-TX72_RS07665	563	561	102	115	50	29	9	12	host	gene-TX72_RS07665
gene-TX72_RS03495	1166	1307	149	245	127	36	21	22	host	bchI
gene-TX72_RS04500	421	533	41	79	27	15	10	6	host	gene-TX72_RS04500
gene-TX72_RS02665	324	316	50	91	33	17	8	11	host	kaiC
gene-TX72_RS10680	431	474	65	88	39	19	4	9	host	gene-TX72_RS10680
gene-TX72_RS03555	983	828	98	180	89	58	31	28	host	gene-TX72_RS03555
gene-TX72_RS08980	178	171	20	54	20	8	7	7	host	priA
gene-TX72_RS14855	114	99	19	23	5	8	3	1	host	gene-TX72_RS14855
gene-TX72_RS01695	639	712	63	114	42	22	6	14	host	accC
gene-TX72_RS14850	1110	950	216	306	149	98	45	56	host	gene-TX72_RS14850
gene-TX72_RS07640	598	613	58	106	36	33	6	13	host	gene-TX72_RS07640
gene-TX72_RS06150	336	325	39	97	36	13	13	18	host	rlmD
gene-TX72_RS02830	99	118	12	24	14	5	2	2	host	gene-TX72_RS02830
gene-TX72_RS08970	234	252	29	61	34	18	3	7	host	argB
gene-TX72_RS01295	807	844	93	128	53	14	9	10	host	glyA
gene-TX72_RS03105	455	441	66	82	51	16	8	7	host	gene-TX72_RS03105
gene-TX72_RS08460	172	150	17	26	14	11	2	7	host	gene-TX72_RS08460
gene-TX72_RS07455	139	130	27	40	20	9	1	4	host	gene-TX72_RS07455
gene-TX72_RS06490	3505	3143	439	787	298	183	87	114	host	dxs
gene-TX72_RS12675	1669	1771	243	378	119	60	32	40	host	gene-TX72_RS12675
gene-TX72_RS06685	486	477	43	106	51	20	7	10	host	gene-TX72_RS06685
gene-TX72_RS14075	351	323	43	61	32	18	9	7	host	gene-TX72_RS14075
gene-TX72_RS01700	304	272	50	55	22	24	14	15	host	gene-TX72_RS01700
gene-TX72_RS09925	178	143	35	45	29	12	8	5	host	minC
gene-TX72_RS03255	79	65	13	13	6	2	1	1	host	lipB
gene-TX72_RS04570	217	169	29	38	9	9	8	7	host	gene-TX72_RS04570
gene-TX72_RS13985	33	35	7	4	8	3	3	3	host	gene-TX72_RS13985
gene-TX72_RS06255	195	176	23	25	4	12	1	3	host	coaD
gene-TX72_RS09885	350	344	174	353	143	65	28	112	host	gene-TX72_RS09885
gene-TX72_RS03460	507	437	58	90	49	33	9	15	host	gene-TX72_RS03460
gene-TX72_RS10280	341	287	45	58	31	14	7	9	host	gene-TX72_RS10280
gene-TX72_RS08510	65	70	15	26	10	2	0	2	host	gene-TX72_RS08510
gene-TX72_RS11725	145	150	10	22	5	2	5	3	host	gene-TX72_RS11725
gene-TX72_RS09055	631	657	120	164	103	24	13	24	host	gene-TX72_RS09055
gene-TX72_RS04990	61	80	18	20	10	5	3	5	host	gene-TX72_RS04990
gene-TX72_RS12435	83	91	39	81	43	5	7	14	host	gene-TX72_RS12435
gene-TX72_RS09305	66	68	13	16	5	4	2	2	host	gene-TX72_RS09305
gene-TX72_RS08020	141	145	20	28	20	1	4	4	host	gene-TX72_RS08020
gene-BSV9_gp7	0	0	3237	9616	19085	9062	3364	5083	phage	gene-BSV9_gp7
gene-TX72_RS06615	362	343	35	75	31	12	5	7	host	nadA
gene-TX72_RS06035	655	555	86	145	59	24	13	14	host	psb30
gene-TX72_RS01980	582	626	111	188	63	60	24	9	host	gene-TX72_RS01980
gene-TX72_RS07585	133	128	26	33	12	13	8	6	host	gene-TX72_RS07585
gene-TX72_RS12730	423	459	56	79	38	27	9	4	host	gene-TX72_RS12730
gene-TX72_RS12530	69	62	14	32	10	4	2	3	host	gene-TX72_RS12530
gene-TX72_RS14880	61	65	16	22	5	2	0	1	host	gene-TX72_RS14880
gene-TX72_RS10625	73	62	10	16	8	3	0	3	host	gene-TX72_RS10625
gene-TX72_RS02465	3948	3999	421	756	320	149	64	73	host	gene-TX72_RS02465
gene-TX72_RS07430	238	257	37	52	19	9	9	6	host	gene-TX72_RS07430
gene-TX72_RS09710	819	955	74	139	72	23	10	18	host	hemB
gene-TX72_RS04425	74	77	18	39	11	7	1	2	host	gene-TX72_RS04425
gene-TX72_RS03235	330	274	63	88	38	17	8	17	host	gene-TX72_RS03235
gene-TX72_RS11380	678	769	103	174	49	35	18	15	host	gene-TX72_RS11380
gene-TX72_RS08325	1982	2752	221	338	132	53	30	35	host	ilvC
gene-TX72_RS08420	443	443	52	77	29	19	10	11	host	glyQ
gene-BSV9_gp85	150	308	40523	102120	43734	24219	4214	4720	phage	gene-BSV9_gp85
gene-TX72_RS07345	318	302	53	71	36	22	8	6	host	gene-TX72_RS07345
gene-TX72_RS07120	23	24	18	40	23	2	3	6	host	speB
gene-BSV9_gp76	9	47	25310	62311	43374	19216	4043	5192	phage	gene-BSV9_gp76
gene-TX72_RS06175	314	278	78	107	33	24	15	13	host	gene-TX72_RS06175
gene-TX72_RS12305	85	90	12	16	6	2	1	5	host	gene-TX72_RS12305
gene-TX72_RS10365	2079	183	452	935	977	209	452	672	host	gene-TX72_RS10365
gene-TX72_RS14505	61	82	5	7	7	1	2	0	host	gene-TX72_RS14505
gene-TX72_RS11400	332	307	35	79	35	14	4	5	host	gene-TX72_RS11400
gene-TX72_RS02350	9523	9341	1294	1652	882	351	261	287	host	gene-TX72_RS02350
gene-TX72_RS01605	1805	1964	241	434	183	91	41	49	host	sufB
gene-TX72_RS07145	34	30	6	13	9	0	1	0	host	gene-TX72_RS07145
gene-TX72_RS14145	621	484	111	138	65	38	38	32	host	gene-TX72_RS14145
gene-TX72_RS13330	313	336	91	154	58	56	19	16	host	gene-TX72_RS13330
gene-TX72_RS12230	15	10	11	25	8	6	7	8	host	gene-TX72_RS12230
gene-TX72_RS01035	1207	1398	135	184	104	36	16	28	host	nuoB
gene-TX72_RS04665	349	334	50	93	43	25	9	11	host	gene-TX72_RS04665
gene-BSV9_gp176	0	0	9008	23371	70224	35176	15349	20035	phage	gene-BSV9_gp176
gene-TX72_RS03545	1251	1270	168	268	118	71	43	39	host	gyrA
gene-TX72_RS09115	51	61	9	20	4	5	2	2	host	gene-TX72_RS09115
gene-BSV9_gp9	0	0	875	2278	11461	6616	6980	10819	phage	gene-BSV9_gp9
gene-TX72_RS04575	192	159	33	21	10	8	12	5	host	gene-TX72_RS04575
gene-TX72_RS01860	3	7	2	3	4	2	1	1	host	gene-TX72_RS01860
gene-TX72_RS10190	1793	1830	213	271	171	70	38	59	host	gene-TX72_RS10190
gene-TX72_RS00325	580	522	75	92	65	31	11	27	host	gene-TX72_RS00325
gene-TX72_RS03090	41	40	6	14	10	1	0	0	host	gene-TX72_RS03090
gene-TX72_RS14385	75	104	9	16	6	1	3	0	host	gene-TX72_RS14385
gene-TX72_RS14020	51	41	51	85	87	35	16	13	host	gene-TX72_RS14020
gene-TX72_RS09665	128	117	18	34	9	7	3	4	host	gene-TX72_RS09665
gene-BSV9_gp232	0	0	17822	45457	125719	70391	36530	46963	phage	gene-BSV9_gp232
gene-TX72_RS08245	100	74	20	34	15	3	2	4	host	gene-TX72_RS08245
gene-TX72_RS07735	64	83	11	9	8	1	1	1	host	gene-TX72_RS07735
gene-TX72_RS00495	29	27	2	9	8	1	1	1	host	gene-TX72_RS00495
gene-TX72_RS06990	343	285	48	104	33	19	17	20	host	gene-TX72_RS06990
gene-TX72_RS04460	429	480	56	86	44	19	9	12	host	trmFO
gene-TX72_RS14370	18	30	5	4	6	2	1	1	host	gene-TX72_RS14370
gene-TX72_RS02770	45	38	5	10	3	4	0	0	host	gene-TX72_RS02770
gene-TX72_RS06750	42	47	6	8	11	5	0	2	host	gene-TX72_RS06750
gene-TX72_RS11165	314	314	22	46	14	7	2	8	host	gene-TX72_RS11165
gene-TX72_RS12170	41	28	6	22	10	9	1	3	host	gene-TX72_RS12170
gene-TX72_RS08350	100	87	36	57	26	8	8	5	host	gene-TX72_RS08350
gene-TX72_RS07650	608	551	83	147	44	34	14	13	host	gene-TX72_RS07650
gene-TX72_RS13090	42	29	6	15	6	1	1	2	host	gene-TX72_RS13090
gene-TX72_RS12320	59	68	12	17	5	1	1	0	host	gene-TX72_RS12320
gene-TX72_RS06210	1073	964	115	217	79	46	23	31	host	gene-TX72_RS06210
gene-BSV9_gp83	192	378	28074	72752	32884	13750	2304	2893	phage	gene-BSV9_gp83
gene-TX72_RS03015	71	78	7	18	7	6	4	1	host	gene-TX72_RS03015
gene-TX72_RS02050	19623	17599	3857	7534	2662	2210	949	967	host	gene-TX72_RS02050
gene-TX72_RS09940	48	49	19	74	11	7	8	3	host	gene-TX72_RS09940
gene-BSV9_gp162	0	0	2216	6091	13161	5904	6535	10766	phage	gene-BSV9_gp162
gene-TX72_RS08270	132	88	93	137	779	46	32	59	host	gene-TX72_RS08270
gene-TX72_RS00510	75	68	22	40	21	11	1	2	host	gene-TX72_RS00510
gene-TX72_RS06005	71	91	11	10	4	5	1	1	host	gene-TX72_RS06005
gene-TX72_RS11685	215	276	21	54	21	14	3	6	host	gene-TX72_RS11685
gene-TX72_RS04710	75	86	16	24	11	5	3	2	host	gene-TX72_RS04710
gene-TX72_RS08915	182	204	32	43	21	15	4	2	host	gene-TX72_RS08915
gene-TX72_RS03945	223	204	34	47	28	16	12	15	host	gene-TX72_RS03945
gene-TX72_RS09005	291	274	23	59	18	14	8	13	host	gene-TX72_RS09005
gene-TX72_RS09205	219	233	25	62	33	13	7	11	host	gene-TX72_RS09205
gene-TX72_RS14730	388	292	46	74	29	26	9	16	host	gene-TX72_RS14730
gene-TX72_RS07340	282	294	43	72	22	18	6	8	host	gene-TX72_RS07340
gene-TX72_RS10905	53	66	12	18	9	5	3	3	host	gene-TX72_RS10905
gene-TX72_RS09505	389	356	43	63	28	14	5	6	host	gene-TX72_RS09505
gene-BSV9_gp141	0	0	848	2119	10473	4687	7610	12521	phage	gene-BSV9_gp141
gene-TX72_RS07575	318	457	33	97	31	22	4	7	host	gene-TX72_RS07575
gene-BSV9_gp66	52	139	28232	72944	57960	32041	8410	10323	phage	gene-BSV9_gp66
gene-TX72_RS06060	453	438	65	120	57	32	23	31	host	gene-TX72_RS06060_gene_ftsH
gene-TX72_RS05975	54	65	8	16	10	4	0	1	host	gene-TX72_RS05975
gene-TX72_RS14490	364	264	39	53	17	17	6	1	host	gene-TX72_RS14490
gene-TX72_RS02610	445	408	48	71	40	16	9	11	host	rnz
gene-TX72_RS09695	242	250	27	50	19	8	6	3	host	gene-TX72_RS09695
gene-TX72_RS07330	149	150	19	38	16	5	1	1	host	gene-TX72_RS07330
gene-TX72_RS05455	142	181	24	37	25	13	3	9	host	recG
gene-TX72_RS10350	193	178	23	34	14	7	1	2	host	gene-TX72_RS10350
gene-TX72_RS07945	747	660	203	250	126	70	66	62	host	gene-TX72_RS07945
gene-TX72_RS00255	3535	3369	315	589	256	116	60	59	host	gene-TX72_RS00255
gene-TX72_RS01100	60	43	8	12	7	5	3	1	host	gene-TX72_RS01100
gene-TX72_RS12280	919	1187	126	212	97	53	19	26	host	aspS
gene-TX72_RS09095	266	247	29	45	11	17	4	5	host	xth
gene-TX72_RS10240	1381	1472	228	295	167	42	43	50	host	hemF
gene-TX72_RS11480	53	61	5	14	12	4	1	3	host	gene-TX72_RS11480
gene-TX72_RS06485	2451	2725	318	454	215	107	60	76	host	gene-TX72_RS06485
gene-TX72_RS10355	573	539	74	119	64	33	10	23	host	recA
gene-TX72_RS04475	170	158	19	27	11	7	7	4	host	gene-TX72_RS04475
gene-TX72_RS11960	574	575	59	102	43	20	9	19	host	gene-TX72_RS11960
gene-TX72_RS05520	10	18	4	10	5	2	2	2	host	gene-TX72_RS05520
gene-TX72_RS07255	69	60	9	9	9	2	0	3	host	gene-TX72_RS07255
gene-TX72_RS03420	146	170	18	25	17	2	2	5	host	gene-TX72_RS03420
gene-TX72_RS03455	194	142	133	90	42	62	51	18	host	gene-TX72_RS03455
gene-TX72_RS10185	537	530	73	101	54	35	17	14	host	purM
gene-TX72_RS00780	1237	1119	137	207	86	67	33	36	host	gene-TX72_RS00780
gene-TX72_RS11710	65	98	11	24	11	4	1	2	host	nadC
gene-TX72_RS03510	44	48	9	8	10	1	1	1	host	gene-TX72_RS03510
gene-TX72_RS01260	6425	5708	1647	2198	1271	356	321	451	host	gene-TX72_RS01260
gene-TX72_RS14305	276	252	63	114	64	25	47	28	host	gene-TX72_RS14305
gene-BSV9_gp62	57	114	63856	150923	139560	78718	23107	27705	phage	gene-BSV9_gp62
gene-TX72_RS11110	82	80	13	24	9	6	2	2	host	gene-TX72_RS11110
gene-TX72_RS05095	462	461	77	111	48	21	18	18	host	gene-TX72_RS05095_gene_msrA
gene-TX72_RS03205	188	191	40	52	17	7	5	4	host	gene-TX72_RS03205
gene-TX72_RS00355	33	36	3	3	0	0	0	0	host	gene-TX72_RS00355
gene-TX72_RS09660	80	89	18	29	16	4	5	3	host	gene-TX72_RS09660
gene-TX72_RS10420	1881	2041	326	468	279	82	55	68	host	rplP
gene-TX72_RS06620	108	111	14	18	8	6	3	2	host	gene-TX72_RS06620
gene-BSV9_gp5	0	0	29523	72200	157196	79549	46240	61762	phage	gene-BSV9_gp5
