Geneid	30_R1	480_R1	Entity	Symbol
gene-SynWH7803_0759	515	909	host	gene-SynWH7803_0759
gene-SynWH7803_1128	393	404	host	metG
gene-SynWH7803_1823	1099	1227	host	gene-SynWH7803_1823
gene-SynWH7803_0333	205	174	host	gene-SynWH7803_0333
gene-SynWH7803_0290	362	253	host	gene-SynWH7803_0290
gene-SynWH7803_1323	3	4	host	gene-SynWH7803_1323
gene-SynWH7803_2368	151	201	host	pyrD
gene-SynWH7803_1538	263	332	host	gene-SynWH7803_1538
gene-SynWH7803_0910	405	412	host	gene-SynWH7803_0910
gene-SynWH7803_1716	149	165	host	thiE
gene-SynWH7803_2494	553	708	host	gene-SynWH7803_2494
gene-SynWH7803_1054	83	82	host	gene-SynWH7803_1054
gene-SynWH7803_1133	136	189	host	upp
gene-SynWH7803_1224	3049	2400	host	psaK
gene-SynWH7803_1295	228	226	host	gene-SynWH7803_1295
gene-SynWH7803_2171	114	107	host	gene-SynWH7803_2171
gene-SynWH7803_0393	159	213	host	gene-SynWH7803_0393
gene-SynWH7803_2515	150	118	host	aroE
gene-SynWH7803_0486	11523	10088	host	cpeA
gene-SynWH7803_2228	71	56	host	gene-SynWH7803_2228
gene-SynWH7803_2114	205	172	host	gene-SynWH7803_2114
gene-SynWH7803_1847	167	180	host	gene-SynWH7803_1847
gene-SSBP1_gp05	5	27	phage	gene-SSBP1_gp05
gene-SynWH7803_2481	364	472	host	narB
gene-SynWH7803_0215	135	147	host	gene-SynWH7803_0215
gene-SynWH7803_0847	73	72	host	gene-SynWH7803_0847
gene-SynWH7803_1833	56	44	host	gene-SynWH7803_1833
gene-SynWH7803_1553	378	546	host	prs
gene-SynWH7803_1711	237	228	host	gene-SynWH7803_1711
gene-SynWH7803_2478	132	155	host	moaA
gene-SynWH7803_1174	215	182	host	gene-SynWH7803_1174
gene-SynWH7803_2061	2209	3450	host	rpoC1
gene-SynWH7803_2215	152	124	host	gene-SynWH7803_2215
gene-SynWH7803_2041	102	119	host	gene-SynWH7803_2041
gene-SynWH7803_2474	216	189	host	gene-SynWH7803_2474
gene-SynWH7803_0868	83	101	host	por%2C pcr
gene-SynWH7803_0741	706	734	host	gene-SynWH7803_0741
gene-SynWH7803_0972	188	157	host	gene-SynWH7803_0972
gene-RNA_7	32	32	host	gene-RNA_7
gene-SynWH7803_2388	115	119	host	ndk
gene-SynWH7803_2070	136	185	host	gene-SynWH7803_2070
gene-SynWH7803_0089	1395	1045	host	gene-SynWH7803_0089
gene-SynWH7803_0158	59	69	host	gene-SynWH7803_0158
gene-SynWH7803_0774	141	144	host	glk
gene-SynWH7803_1091	384	183	host	gene-SynWH7803_1091
gene-SynWH7803_0281	71	57	host	pyrE
gene-SynWH7803_0360	229	240	host	gene-SynWH7803_0360
gene-SynWH7803_1741	470	416	host	fkpA
gene-SynWH7803_0862	174	170	host	gene-SynWH7803_0862
gene-SynWH7803_0870	3135	2922	host	gene-SynWH7803_0870
gene-SynWH7803_1774	69	104	host	hisF
gene-SynWH7803_2049	95	99	host	gene-SynWH7803_2049
gene-SynWH7803_0505	3167	1411	host	cpcG2
gene-SynWH7803_0376	233	208	host	gene-SynWH7803_0376
gene-SynWH7803_1740	238	228	host	gene-SynWH7803_1740
gene-SynWH7803_1014	114	112	host	gene-SynWH7803_1014
gene-SynWH7803_1257	500	488	host	gene-SynWH7803_1257
gene-SynWH7803_1187	133	116	host	chrA
gene-RNA_53	31	41	host	gene-RNA_53
gene-SynWH7803_1006	158	173	host	gene-SynWH7803_1006
gene-SynWH7803_1938	202	163	host	gene-SynWH7803_1938
gene-SynWH7803_1461	57	85	host	arsR
gene-SynWH7803_1145	2081	1786	host	cbbA%2C cfxA%2C fbaA%2C fda
gene-SynWH7803_0041	1213	821	host	gene-SynWH7803_0041
gene-SynWH7803_1194	277	271	host	lig
gene-SynWH7803_0332	186	177	host	gene-SynWH7803_0332
gene-SynWH7803_1902	234	231	host	gene-SynWH7803_1902
gene-SynWH7803_0787	1332	795	host	gene-SynWH7803_0787
gene-SynWH7803_0793	141	164	host	gene-SynWH7803_0793
gene-SynWH7803_1119	894	674	host	gene-SynWH7803_1119
gene-SSBP1_gp03	3	17	phage	gene-SSBP1_gp03
gene-SynWH7803_2158	317	289	host	gene-SynWH7803_2158
gene-SynWH7803_1329	1705	1829	host	rpsB
gene-SynWH7803_1506	207	166	host	gene-SynWH7803_1506
gene-SynWH7803_0482	902	663	host	pebA
gene-SynWH7803_2198	340	276	host	gene-SynWH7803_2198
gene-SynWH7803_0033	531	511	host	accB
gene-SynWH7803_0522	83	63	host	gene-SynWH7803_0522
gene-SynWH7803_0624	507	360	host	ppa
gene-SynWH7803_0984	1223	943	host	gene-SynWH7803_0984_gene_petJ
gene-SynWH7803_1798	3747	2235	host	gene-SynWH7803_1798
gene-SynWH7803_2361	107	103	host	gene-SynWH7803_2361
gene-SynWH7803_1344	219	218	host	tadA
gene-SynWH7803_1279	276	254	host	gene-SynWH7803_1279
gene-SynWH7803_0004	626	605	host	purF
gene-SynWH7803_1352	469	373	host	rsbW
gene-SynWH7803_0190	1218	1362	host	thiC
gene-SynWH7803_1859	163	166	host	gene-SynWH7803_1859
gene-SynWH7803_1641	339	311	host	petM
gene-SynWH7803_0201	59	74	host	rimM
gene-SynWH7803_1689	1463	1786	host	gene-SynWH7803_1689_gene_ftsH
gene-SynWH7803_2056	293	265	host	gene-SynWH7803_2056
gene-SynWH7803_2078	293	253	host	gene-SynWH7803_2078
gene-SynWH7803_0571	102	101	host	gene-SynWH7803_0571
gene-SynWH7803_0371	1076	809	host	gene-SynWH7803_0371
gene-SynWH7803_1491	393	489	host	gene-SynWH7803_1491
gene-SynWH7803_0401	95	106	host	gene-SynWH7803_0401
gene-SynWH7803_0807	121	110	host	gene-SynWH7803_0807
gene-SynWH7803_1395	381	378	host	gene-SynWH7803_1395
gene-SynWH7803_1556	1504	1309	host	gene-SynWH7803_1556
gene-SynWH7803_2526	294	301	host	purT
gene-SynWH7803_0730	361	316	host	ictA
gene-SynWH7803_1680	229	174	host	lexA
gene-SynWH7803_0961	43	44	host	gene-SynWH7803_0961
gene-SynWH7803_1708	177	210	host	gene-SynWH7803_1708
gene-SynWH7803_2134	214	181	host	gene-SynWH7803_2134_gene_hli
gene-SynWH7803_0380	3893	3892	host	fusA
gene-SynWH7803_1389	169	165	host	gene-SynWH7803_1389
gene-SynWH7803_0222	958	775	host	gene-SynWH7803_0222
gene-SynWH7803_1278	441	385	host	gene-SynWH7803_1278
gene-SynWH7803_1167	443	507	host	gene-SynWH7803_1167
gene-SynWH7803_0656	534	496	host	accA
gene-SynWH7803_1242	95	132	host	gene-SynWH7803_1242_gene_petF
gene-SynWH7803_1685	86	59	host	gene-SynWH7803_1685
gene-SynWH7803_1475	476	517	host	ispG
gene-SynWH7803_2154	88	120	host	gene-SynWH7803_2154
gene-SynWH7803_2206	374	460	host	gene-SynWH7803_2206
gene-SynWH7803_2300	105	118	host	gene-SynWH7803_2300
gene-SynWH7803_0685	1794	1205	host	ndhF
gene-SynWH7803_2383	76	80	host	argJ
gene-SynWH7803_2459	1179	1419	host	gene-SynWH7803_2459
gene-SynWH7803_0830	204	204	host	gene-SynWH7803_0830
gene-SynWH7803_2240	442	520	host	gene-SynWH7803_2240
gene-SynWH7803_1357	461	451	host	gene-SynWH7803_1357
gene-SynWH7803_0504	965	426	host	gene-SynWH7803_0504
gene-SynWH7803_1843	238	215	host	gcp
gene-SynWH7803_2097	292	302	host	gene-SynWH7803_2097
gene-SynWH7803_0717	800	668	host	gene-SynWH7803_0717
gene-SynWH7803_1707	144	111	host	cobL
gene-SynWH7803_0838	408	378	host	gene-SynWH7803_0838
gene-SynWH7803_0605	1498	1400	host	gene-SynWH7803_0605_gene_ppa
gene-SynWH7803_0381	729	696	host	rpsG
gene-SynWH7803_2014	160	153	host	gene-SynWH7803_2014_gene_petF
gene-SynWH7803_1909	207	196	host	cysQ
gene-SynWH7803_2024	242	168	host	gene-SynWH7803_2024
gene-SynWH7803_0583	288	297	host	gene-SynWH7803_0583
gene-SynWH7803_2187	549	693	host	degQ
gene-SynWH7803_2371	2156	4433	host	rplL
gene-SynWH7803_2496	74	107	host	gene-SynWH7803_2496
gene-SSBP1_gp49	4	40	phage	gene-SSBP1_gp49
gene-SynWH7803_1563	557	696	host	cobB
gene-SynWH7803_0562	77	115	host	gene-SynWH7803_0562
gene-SynWH7803_1683	295	290	host	gene-SynWH7803_1683
gene-SynWH7803_0850	233	231	host	gene-SynWH7803_0850
gene-SynWH7803_2225	315	332	host	gene-SynWH7803_2225
gene-SynWH7803_0265	132	107	host	gene-SynWH7803_0265
gene-SynWH7803_2518	299	276	host	gene-SynWH7803_2518
gene-SynWH7803_1217	407	476	host	gene-SynWH7803_1217
gene-SynWH7803_0945	151	167	host	gene-SynWH7803_0945
gene-SynWH7803_1471	250	254	host	phnD
gene-SynWH7803_0316	125	112	host	gene-SynWH7803_0316
gene-SynWH7803_1203	165	141	host	gene-SynWH7803_1203
gene-SynWH7803_2188	207	195	host	gene-SynWH7803_2188
gene-SynWH7803_1359	307	292	host	gene-SynWH7803_1359
gene-SynWH7803_1703	389	396	host	gene-SynWH7803_1703
gene-SynWH7803_0358	340	391	host	aroC
gene-SynWH7803_2488	91	96	host	moaB
gene-SynWH7803_2513	109	137	host	pstSI
gene-SynWH7803_0761	123	156	host	gene-SynWH7803_0761
gene-SynWH7803_1367	111	147	host	udk
gene-SynWH7803_1824	272	277	host	gene-SynWH7803_1824
gene-SSBP1_gp15	5	75	phage	gene-SSBP1_gp15
gene-SynWH7803_0006	370	247	host	gene-SynWH7803_0006
gene-SynWH7803_2454	193	192	host	speB
gene-RNA_14	197	105	host	gene-RNA_14
gene-SynWH7803_0663	139	133	host	gene-SynWH7803_0663
gene-SynWH7803_1122	221	164	host	cobU
gene-SynWH7803_1463	212	219	host	gene-SynWH7803_1463
gene-SynWH7803_2352	788	859	host	gene-SynWH7803_2352
gene-SynWH7803_0361	508	513	host	gene-SynWH7803_0361
gene-SynWH7803_0757	472	379	host	gene-SynWH7803_0757
gene-SSBP1_gp36	10	74	phage	gene-SSBP1_gp36
gene-SynWH7803_2347	116	114	host	gene-SynWH7803_2347
gene-SynWH7803_2456	2199	1253	host	gene-SynWH7803_2456
gene-SynWH7803_2112	83	94	host	gene-SynWH7803_2112
gene-SynWH7803_0535	536	472	host	arsB
gene-SynWH7803_2283	368	301	host	metF
gene-SynWH7803_2038	560	611	host	purB
gene-SynWH7803_0231	110	128	host	kdsA
gene-SynWH7803_1495	379	331	host	mscS
gene-SynWH7803_1180	47	79	host	gene-SynWH7803_1180
gene-SynWH7803_2128	327	342	host	accC
gene-SynWH7803_0472	223	271	host	purM
gene-SynWH7803_2272	1829	1442	host	gene-SynWH7803_2272
gene-SynWH7803_1059	72	59	host	gene-SynWH7803_1059
gene-SynWH7803_0871	213	178	host	gene-SynWH7803_0871
gene-SynWH7803_1369	139	169	host	gene-SynWH7803_1369
gene-SynWH7803_1465	183	152	host	gene-SynWH7803_1465
gene-SynWH7803_1795	52927	36342	host	gene-SynWH7803_1795
gene-SynWH7803_0665	72	66	host	gene-SynWH7803_0665
gene-SynWH7803_0808	136	121	host	gene-SynWH7803_0808
gene-SynWH7803_0815	162	159	host	gene-SynWH7803_0815
gene-RNA_24	61	57	host	gene-RNA_24
gene-SynWH7803_2269	1401	914	host	crtB
gene-SynWH7803_1286	977	826	host	gene-SynWH7803_1286
gene-SynWH7803_2090	107	97	host	gene-SynWH7803_2090
gene-SynWH7803_1661	131	109	host	gene-SynWH7803_1661
gene-SynWH7803_0277	110	103	host	gene-SynWH7803_0277
gene-SynWH7803_2220	202	175	host	gene-SynWH7803_2220
gene-SynWH7803_0695	371	342	host	hisG
gene-SynWH7803_1399	519	471	host	gene-SynWH7803_1399
gene-SynWH7803_1996	411	437	host	secG
gene-SynWH7803_0042	112	109	host	gene-SynWH7803_0042
gene-SynWH7803_0509	1565	1234	host	gene-SynWH7803_0509
gene-SynWH7803_2440	309	295	host	valS
gene-SynWH7803_1151	1536	1393	host	prk
gene-SynWH7803_1697	71	92	host	gene-SynWH7803_1697
gene-SynWH7803_0629	323	294	host	gene-SynWH7803_0629_gene_pyrC
gene-SynWH7803_1320	343	427	host	ddpX
gene-SynWH7803_0282	333	211	host	gene-SynWH7803_0282
gene-SynWH7803_1820	280	285	host	glcD
gene-SynWH7803_0538	483	429	host	gene-SynWH7803_0538
gene-SynWH7803_1030	467	374	host	glmU
gene-SynWH7803_1585	212	205	host	gene-SynWH7803_1585
gene-SynWH7803_0680	1171	941	host	csoS2
gene-SynWH7803_1959	1153	1013	host	gene-SynWH7803_1959
gene-SynWH7803_0443	100	84	host	tyrA
gene-SynWH7803_0678	4509	4300	host	rbcL%2C cbbL
gene-SynWH7803_1188	342	346	host	gene-SynWH7803_1188
gene-SynWH7803_0579	88	89	host	lipB
gene-SynWH7803_1967	618	586	host	rplU
gene-SynWH7803_0670	1548	2005	host	chlL%2C frxC
gene-SynWH7803_1267	2766	2026	host	gene-SynWH7803_1267
gene-RNA_52	104	140	host	gene-RNA_52
gene-SynWH7803_2210	194	203	host	gene-SynWH7803_2210
gene-SynWH7803_0634	1719	1527	host	tal
gene-SynWH7803_0264	85	85	host	gene-SynWH7803_0264
gene-SynWH7803_1076	104	109	host	gene-SynWH7803_1076
gene-SynWH7803_1742	1219	1159	host	sodB
gene-SynWH7803_1372	242	361	host	plsC
gene-SynWH7803_0555	15300	9094	host	gene-SynWH7803_0555
gene-SynWH7803_0480	7882	6336	host	rpcB
gene-SynWH7803_2390	270	242	host	gene-SynWH7803_2390
gene-SynWH7803_0058	944	938	host	rplT
gene-SynWH7803_1324	2	1	host	gene-SynWH7803_1324
gene-SynWH7803_0433	714	1002	host	rplD
gene-SynWH7803_1328	1194	1318	host	tsf
gene-SynWH7803_1825	285	289	host	gene-SynWH7803_1825
gene-SynWH7803_0436	136	104	host	gene-SynWH7803_0436
gene-SynWH7803_0096	1563	743	host	gene-SynWH7803_0096
gene-SynWH7803_1308	7561	6136	host	gene-SynWH7803_1308
gene-SynWH7803_0324	124	129	host	gene-SynWH7803_0324
gene-SynWH7803_0470	275	257	host	gene-SynWH7803_0470
gene-SynWH7803_0534	9796	6193	host	petD
gene-SynWH7803_0508	3188	2239	host	gene-SynWH7803_0508
gene-SynWH7803_2446	599	580	host	gene-SynWH7803_2446
gene-SynWH7803_0021	229	220	host	pilB%2C gspE
gene-SynWH7803_0977	396	308	host	gene-SynWH7803_0977
gene-SynWH7803_0963	589	365	host	gene-SynWH7803_0963
gene-SynWH7803_1209	383	385	host	gene-SynWH7803_1209
gene-SynWH7803_1698	55	60	host	gene-SynWH7803_1698
gene-SSBP1_gp37	6	82	phage	gene-SSBP1_gp37
gene-SynWH7803_0247	1067	979	host	psbL
gene-SynWH7803_0136	201	126	host	gene-SynWH7803_0136
gene-SynWH7803_2163	474	513	host	gene-SynWH7803_2163
gene-SynWH7803_0600	474	466	host	gene-SynWH7803_0600
gene-SynWH7803_0725	713	665	host	gdh
gene-SynWH7803_0143	425	235	host	gene-SynWH7803_0143
gene-SynWH7803_1451	294	496	host	gene-SynWH7803_1451
gene-SynWH7803_0166	150	148	host	xylB
gene-SynWH7803_0492	15833	16646	host	mpeA
gene-SynWH7803_1539	260	314	host	cdsA
gene-SynWH7803_0412	994	983	host	rpsK
gene-SynWH7803_2403	1993	1325	host	gene-SynWH7803_2403
gene-SynWH7803_0139	479	523	host	gene-SynWH7803_0139
gene-SynWH7803_1569	564	540	host	crtE
gene-SynWH7803_0498	1083	713	host	cpeT
gene-SynWH7803_0007	127	111	host	gene-SynWH7803_0007
gene-SynWH7803_0607	245	231	host	gene-SynWH7803_0607
gene-SynWH7803_0182	79	98	host	gene-SynWH7803_0182
gene-SynWH7803_0467	130	149	host	gene-SynWH7803_0467
gene-SynWH7803_1109	79	121	host	gene-SynWH7803_1109
gene-SynWH7803_2282	1605	1650	host	gene-SynWH7803_2282
gene-SynWH7803_2315	219	186	host	gene-SynWH7803_2315
gene-SynWH7803_1353	289	222	host	gene-SynWH7803_1353
gene-SynWH7803_1632	453	276	host	gene-SynWH7803_1632
gene-SynWH7803_0617	343	352	host	gene-SynWH7803_0617
gene-SynWH7803_1226	135	152	host	gene-SynWH7803_1226
gene-SynWH7803_0882	495	407	host	gene-SynWH7803_0882
gene-SynWH7803_2523	44	56	host	gene-SynWH7803_2523
gene-SynWH7803_1215	1947	1254	host	gene-SynWH7803_1215
gene-SynWH7803_0218	187	171	host	gene-SynWH7803_0218
gene-SynWH7803_0176	690	649	host	gene-SynWH7803_0176
gene-SynWH7803_0185	296	263	host	ruvB
gene-SynWH7803_1492	113	88	host	gene-SynWH7803_1492
gene-SynWH7803_1355	918	907	host	psb28
gene-SynWH7803_1590	357	287	host	gene-SynWH7803_1590
gene-SynWH7803_1749	94	98	host	gene-SynWH7803_1749
gene-SynWH7803_2219	235	219	host	gene-SynWH7803_2219
gene-SynWH7803_0580	208	185	host	fadD
gene-SynWH7803_0941	93	65	host	gene-SynWH7803_0941
gene-SynWH7803_0154	247	220	host	gene-SynWH7803_0154
gene-SynWH7803_0666	94	70	host	gene-SynWH7803_0666
gene-SynWH7803_1664	93	119	host	gene-SynWH7803_1664
gene-SynWH7803_2086	552	456	host	gene-SynWH7803_2086
gene-SynWH7803_2005	267	266	host	pepP
gene-SynWH7803_0179	310	275	host	gene-SynWH7803_0179
gene-SynWH7803_1662	452	346	host	gene-SynWH7803_1662
gene-SynWH7803_2092	188	281	host	gene-SynWH7803_2092
gene-SynWH7803_0854	166	142	host	gene-SynWH7803_0854
gene-SynWH7803_0576	71	56	host	recO
gene-SynWH7803_0513	663	602	host	metK
gene-SynWH7803_1627	491	520	host	pntB
gene-SynWH7803_0545	214	222	host	gene-SynWH7803_0545
gene-SynWH7803_1948	67	69	host	gene-SynWH7803_1948
gene-SynWH7803_0043	1186	1015	host	gene-SynWH7803_0043
gene-SynWH7803_1422	380	383	host	cbiX
gene-SynWH7803_0094	2214	1108	host	gene-SynWH7803_0094
gene-SynWH7803_0205	705	486	host	gene-SynWH7803_0205
gene-SynWH7803_1418	389	359	host	gene-SynWH7803_1418
gene-SynWH7803_1111	317	293	host	recJ
gene-SynWH7803_1177	281	299	host	gene-SynWH7803_1177
gene-SynWH7803_0765	96	95	host	folB
gene-SynWH7803_2178	451	478	host	ktrB/ntpJ
gene-SynWH7803_1448	546	390	host	gene-SynWH7803_1448
gene-SynWH7803_1319	986	1136	host	sir
gene-SynWH7803_1444	338	317	host	apt
gene-SynWH7803_2502	1333	1300	host	gene-SynWH7803_2502
gene-SynWH7803_2389	406	356	host	speA
gene-SynWH7803_1743	338	364	host	trpC
gene-SynWH7803_1273	239	266	host	gene-SynWH7803_1273
gene-SynWH7803_1610	315	287	host	gene-SynWH7803_1610
gene-SynWH7803_0822	158	164	host	gene-SynWH7803_0822
gene-SynWH7803_1034	109	113	host	comB
gene-SynWH7803_0829	258	194	host	gene-SynWH7803_0829
gene-RNA_49	301	443	host	gene-RNA_49
gene-SynWH7803_1596	140	128	host	cytM
gene-SynWH7803_0174	71	48	host	gene-SynWH7803_0174
gene-SynWH7803_1139	101	81	host	gene-SynWH7803_1139
gene-SynWH7803_0855	10	32	host	gene-SynWH7803_0855
gene-SynWH7803_0428	642	1264	host	rpsC
gene-SynWH7803_0165	80	72	host	csck
gene-SynWH7803_1655	44	78	host	gene-SynWH7803_1655
gene-SynWH7803_1454	176	313	host	gene-SynWH7803_1454
gene-SynWH7803_1805	141	153	host	gene-SynWH7803_1805
gene-SynWH7803_1144	162	114	host	gene-SynWH7803_1144
gene-RNA_42	121	203	host	gene-RNA_42
gene-SynWH7803_1645	278	238	host	ppiB
gene-SynWH7803_1629	486	488	host	pntAA
gene-SynWH7803_1611	222	276	host	gene-SynWH7803_1611
gene-SynWH7803_2046	262	229	host	gene-SynWH7803_2046
gene-SynWH7803_1571	335	392	host	gene-SynWH7803_1571
gene-SynWH7803_1505	119	89	host	gene-SynWH7803_1505
gene-SynWH7803_1980	159	173	host	prmA
gene-SynWH7803_1065	104	81	host	gene-SynWH7803_1065
gene-SynWH7803_1895	173	180	host	sppA
gene-SynWH7803_2305	111	97	host	nagA
gene-SynWH7803_0305	473	441	host	cinA
gene-SynWH7803_1094	177	200	host	gene-SynWH7803_1094
gene-SynWH7803_1623	80	99	host	gene-SynWH7803_1623
gene-SSBP1_gp53	20	92	phage	gene-SSBP1_gp53
gene-SynWH7803_0839	1102	1405	host	gene-SynWH7803_0839
gene-SynWH7803_0445	1133	860	host	gene-SynWH7803_0445
gene-SynWH7803_2094	1517	1134	host	gene-SynWH7803_2094
gene-SynWH7803_0794	189	186	host	rbsK
gene-SynWH7803_1445	190	164	host	gene-SynWH7803_1445
gene-SynWH7803_1351	244	226	host	gene-SynWH7803_1351
gene-SynWH7803_2531	379	389	host	gene-SynWH7803_2531
gene-SynWH7803_1552	106	102	host	gene-SynWH7803_1552
gene-SynWH7803_0199	462	416	host	glmS
gene-SynWH7803_1020	41	80	host	lepB
gene-SynWH7803_0304	742	897	host	gene-SynWH7803_0304
gene-SynWH7803_1382	605	525	host	gene-SynWH7803_1382
gene-SynWH7803_0575	181	179	host	gene-SynWH7803_0575
gene-SynWH7803_1482	159	169	host	gene-SynWH7803_1482
gene-SynWH7803_0942	69	48	host	gene-SynWH7803_0942
gene-SynWH7803_0578	548	638	host	lrtA
gene-SynWH7803_1384	72	117	host	gene-SynWH7803_1384
gene-SynWH7803_1592	1700	1180	host	trxA
gene-SynWH7803_1105	195	240	host	gene-SynWH7803_1105
gene-SynWH7803_1228	1738	1439	host	sphX
gene-SynWH7803_1517	802	684	host	gene-SynWH7803_1517
gene-SynWH7803_2267	1357	1316	host	gene-SynWH7803_2267_gene_minD
gene-SynWH7803_2115	304	235	host	gene-SynWH7803_2115
gene-SynWH7803_0151	178	163	host	gene-SynWH7803_0151
gene-SynWH7803_0085	1027	829	host	gene-SynWH7803_0085
gene-SynWH7803_0076	73	89	host	mesJ
gene-SynWH7803_1330	538	514	host	gene-SynWH7803_1330
gene-SynWH7803_2348	135	104	host	gene-SynWH7803_2348
gene-SynWH7803_1747	334	338	host	argD
gene-SynWH7803_0295	389	370	host	gene-SynWH7803_0295
gene-SynWH7803_1586	400	483	host	leuA
gene-SynWH7803_1200	127	143	host	gene-SynWH7803_1200
gene-SynWH7803_1095	65	84	host	gene-SynWH7803_1095
gene-SynWH7803_1108	95	101	host	gene-SynWH7803_1108
gene-SynWH7803_1280	355	254	host	gene-SynWH7803_1280
gene-SynWH7803_1440	239	238	host	gene-SynWH7803_1440
gene-SynWH7803_1515	333	440	host	gene-SynWH7803_1515
gene-SynWH7803_1431	5821	4144	host	alsT
gene-SynWH7803_1327	602	583	host	gene-SynWH7803_1327
gene-SynWH7803_0740	308	309	host	gene-SynWH7803_0740
gene-SynWH7803_0314	1391	1044	host	gene-SynWH7803_0314
gene-SynWH7803_1101	1266	1199	host	tldD
gene-SynWH7803_0976	672	370	host	gene-SynWH7803_0976
gene-SynWH7803_1159	229	223	host	gene-SynWH7803_1159
gene-SynWH7803_1146	172	244	host	mviM
gene-SynWH7803_0479	8090	6737	host	rpcA
gene-SynWH7803_2201	340	236	host	uppP
gene-SynWH7803_1341	878	816	host	gene-SynWH7803_1341
gene-SynWH7803_2380	539	487	host	gene-SynWH7803_2380
gene-SSBP1_gp34	6	58	phage	gene-SSBP1_gp34
gene-SynWH7803_0938	101	109	host	gene-SynWH7803_0938
gene-SynWH7803_1033	193	244	host	ubiD
gene-SynWH7803_1604	1442	947	host	gene-SynWH7803_1604
gene-SynWH7803_1763	660	628	host	gene-SynWH7803_1763_gene_clpP
gene-SynWH7803_2465	382	248	host	gene-SynWH7803_2465
gene-SynWH7803_2486	128	99	host	moaE
gene-SynWH7803_0144	254	185	host	gene-SynWH7803_0144
gene-SynWH7803_1549	403	334	host	malQ
gene-SynWH7803_1945	198	167	host	gene-SynWH7803_1945
gene-SynWH7803_0619	276	258	host	gene-SynWH7803_0619
gene-SynWH7803_0256	184	197	host	gene-SynWH7803_0256
gene-SynWH7803_1988	564	656	host	gene-SynWH7803_1988
gene-SynWH7803_1081	75	87	host	umuD
gene-SynWH7803_1856	184	207	host	ubiA
gene-SynWH7803_1074	95	100	host	gene-SynWH7803_1074
gene-SynWH7803_1186	104	95	host	gene-SynWH7803_1186
gene-SSBP1_gp25	13	158	phage	gene-SSBP1_gp25
gene-SynWH7803_0506	451	362	host	gene-SynWH7803_0506
gene-SynWH7803_0220	183	199	host	gene-SynWH7803_0220
gene-SSBP1_gp32	8	116	phage	gene-SSBP1_gp32
gene-SynWH7803_1704	209	172	host	gene-SynWH7803_1704
gene-SynWH7803_1274	898	987	host	gene-SynWH7803_1274
gene-SynWH7803_1958	236	245	host	lpxC
gene-SynWH7803_1051	991	795	host	gene-SynWH7803_1051
gene-SynWH7803_0993	446	376	host	gene-SynWH7803_0993
gene-SynWH7803_0353	2524	2002	host	psbO
gene-SynWH7803_0452	230	216	host	recF
gene-SynWH7803_0090	1854	989	host	gene-SynWH7803_0090
gene-SynWH7803_0408	1378	1079	host	rplM
gene-SynWH7803_1907	1475	1083	host	rpsN
gene-SynWH7803_0904	168	202	host	gene-SynWH7803_0904
gene-SynWH7803_1513	92	85	host	gene-SynWH7803_1513
gene-SynWH7803_0609	618	470	host	hemC
gene-SynWH7803_0034	329	252	host	pdxA
gene-SynWH7803_0824	205	241	host	gene-SynWH7803_0824
gene-SSBP1_gp19	18	149	phage	gene-SSBP1_gp19
gene-SynWH7803_0374	220	190	host	gene-SynWH7803_0374
gene-SynWH7803_1696	49	53	host	gene-SynWH7803_1696
gene-SynWH7803_1439	212	269	host	dapB
gene-SynWH7803_0722	326	327	host	gene-SynWH7803_0722
gene-SynWH7803_1072	129	114	host	gene-SynWH7803_1072
gene-SynWH7803_0597	96	116	host	gene-SynWH7803_0597
gene-SynWH7803_2510	84	74	host	gene-SynWH7803_2510
gene-SynWH7803_0046	391	446	host	gene-SynWH7803_0046
gene-SynWH7803_1201	537	333	host	gene-SynWH7803_1201
gene-SynWH7803_2027	11097	10414	host	apcB
gene-SynWH7803_1113	183	170	host	gene-SynWH7803_1113
gene-SynWH7803_1533	380	364	host	lysA
gene-SynWH7803_0528	496	519	host	minE
gene-SynWH7803_2472	193	178	host	gene-SynWH7803_2472
gene-SynWH7803_0556	10759	5962	host	gene-SynWH7803_0556
gene-SynWH7803_1232	911	641	host	ugpE
gene-SynWH7803_0790	2018	1596	host	psbA
gene-SynWH7803_0341	350	291	host	gene-SynWH7803_0341
gene-SynWH7803_1432	5627	3927	host	gene-SynWH7803_1432
gene-SynWH7803_1758	324	263	host	ftsQ
gene-SynWH7803_2143	89	85	host	fucA
gene-SynWH7803_0186	160	167	host	gene-SynWH7803_0186
gene-SynWH7803_0926	58	143	host	gene-SynWH7803_0926
gene-SynWH7803_0527	444	449	host	gene-SynWH7803_0527
gene-SynWH7803_0739	425	487	host	gene-SynWH7803_0739
gene-SynWH7803_0442	148	159	host	gene-SynWH7803_0442
gene-SynWH7803_0888	225	254	host	gene-SynWH7803_0888
gene-SynWH7803_0885	65	79	host	gene-SynWH7803_0885
gene-SynWH7803_0343	180	180	host	gene-SynWH7803_0343
gene-SynWH7803_0418	409	684	host	rpsE
gene-SynWH7803_1302	1024	754	host	gene-SynWH7803_1302
gene-SynWH7803_2395	687	494	host	gene-SynWH7803_2395
gene-SynWH7803_1275	730	804	host	cobN
gene-SynWH7803_1331	2884	2315	host	gene-SynWH7803_1331
gene-SynWH7803_2247	389	325	host	radA
gene-SynWH7803_1555	1092	1116	host	pepN
