Geneid	40	90	140	190	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-FLV31_RS17795	1.0	0.6193893638284705	0.1820382843838069	0.15482551156442592	host	gene-FLV31_RS17795	None	None	24.81515055642406
gene-FLV31_RS19765	0.38875653017737244	0.5546172434115463	0.6997750316915817	1.0	host	gene-FLV31_RS19765	None	None	0.005234071393072021
gene-FLV31_RS12640	1.0	0.3665823107873606	0.21131942678275767	0.08853286006882281	host	corA	None	None	8.014379499246825
gene-FLV31_RS02420	1.0	0.281957152201111	0.1919681918438287	0.17250015393762136	host	gene-FLV31_RS02420	None	None	4.107140326452149
gene-FLV31_RS01020	1.0	0.41073485535128995	0.15309323756134496	0.11821999630882103	host	gene-FLV31_RS01020	None	None	13.388808398805693
gene-FLV31_RS15100	1.0	0.17010768575611396	0.05155490872127821	0.028737908423498673	host	gene-FLV31_RS15100	None	None	21.723748923857514
gene-FLV31_RS03090	1.0	0.40865778504738626	0.1463764036862216	0.13379750043277738	host	gene-FLV31_RS03090	None	None	6.361515312546229
gene-FLV31_RS12035	1.0	0.2958363436269592	0.1317868056222087	0.11840943711077927	host	gene-FLV31_RS12035	None	None	10.624373613457557
gene-FLV31_RS01350	1.0	0.4843661716405726	0.14543322299305816	0.08971833136939059	host	gene-FLV31_RS01350	None	None	19.262473084055777
gene-FLV31_RS17335	1.0	0.1642150599314556	0.027660716187952898	0.044002881820628656	host	gene-FLV31_RS17335	None	None	164.02499208533473
gene-FLV31_RS19200	1.0	0.44603911293634446	0.15036084813926845	0.2025919663516238	host	gene-FLV31_RS19200	None	None	2.252272533230943
gene-FLV31_RS10385	1.0	0.24274244352873905	0.11283796185734951	0.2073200285242804	host	gene-FLV31_RS10385	None	None	2.6446520989391544
gene-FLV31_RS12165	1.0	0.36652913860608094	0.1162077384960407	0.1728425651362578	host	gene-FLV31_RS12165	None	None	11.607878097183272
gene-FLV31_RS16355	1.0	0.035597647626617455	0.02418471991184394	0.02468621936291815	host	gene-FLV31_RS16355	None	None	29.163617197182944
gene-FLV31_RS19180	0.9012174680814984	0.44031392494722976	1.0	0.6668809910787799	host	gene-FLV31_RS19180	None	None	0.04127162749694824
gene-FLV31_RS06850	1.0	0.16527036504882614	0.11265193769855862	0.11303067097380874	host	gene-FLV31_RS06850	None	None	2.7236389524673874
gene-FLV31_RS07575	1.0	0.24015393480027464	0.13594434461820717	0.11468871594466559	host	gene-FLV31_RS07575	None	None	4.644081547162977
gene-FLV31_RS05695	1.0	0.36784051298392023	0.08190246400883738	0.07022468104715261	host	gene-FLV31_RS05695	None	None	16.171876798826943
gene-FLV31_RS17815	1.0	0.3420490876898676	0.1440695563652907	0.0985631156562131	host	purL	None	None	28.142139555856506
gene-FLV31_RS01330	1.0	0.33507848052734535	0.12738703239719826	0.10816868344847069	host	gene-FLV31_RS01330	None	None	3.4968139830873985
gene-FLV31_RS07115	1.0	0.4136796260488512	0.1409067529152653	0.15598315674628882	host	crcB	None	None	9.572464237618467
gene-FLV31_RS08425	1.0	0.26974970952154154	0.1316506273327238	0.08236228024048763	host	gene-FLV31_RS08425	None	None	4.909183563263799
gene-FLV31_RS10550	1.0	0.37251905575213395	0.1149577187725586	0.0894171984458295	host	gene-FLV31_RS10550	None	None	14.474155799521661
gene-FLV31_RS20225	1.0	0.6519102570194961	0.2503358756437886	0.08517563104688977	host	gene-FLV31_RS20225	None	None	5.097064426900195
gene-FLV31_RS04235	1.0	0.49103593362537595	0.26247722296626064	0.21134400473381493	host	gene-FLV31_RS04235	None	None	8.152853711584873
gene-FLV31_RS10510	1.0	0.23555184373682908	0.1626199079430575	0.07212067451260014	host	gene-FLV31_RS10510	None	None	9.053632713626653
gene-FLV31_RS06675	1.0	0.026191669200793067	0.02900017557057432	0.027949350944498342	host	gene-FLV31_RS06675	None	None	7.894502670501096
gene-FLV31_RS01565	1.0	0.3470215586719528	0.27568090638249915	0.11586955214486812	host	gene-FLV31_RS01565	None	None	0.6916347036316097
gene-FLV31_RS05155	1.0	0.5262117779198321	0.4605414258596115	0.4339076255381429	host	gene-FLV31_RS05155	None	None	0.5004728566875382
gene-FLV31_RS17330	1.0	0.31080854852912637	0.09284240822200997	0.08910984033312025	host	gene-FLV31_RS17330	None	None	3.2078114546339176
gene-FLV31_RS03665	0.5819098627199086	0.5883788108955863	1.0	0.634586512091914	host	gene-FLV31_RS03665	None	None	0.4479328479812426
gene-FLV31_RS05460	1.0	0.3396771870598479	0.35510877856953377	0.1574880035275146	host	gene-FLV31_RS05460	None	None	0.742713128131632
