Geneid	15_R1	15_R2	15_R3	35_R1	35_R2	35_R3	45_R1	45_R2	45_R3	Entity	Symbol
gene-LUU82_09460	190	227	260	203	239	239	187	312	259	host	cap8J
gene-SAM1_00169	38882	45137	41489	32928	33423	36367	47210	46782	50044	phage	gene-SAM1_00169
gene-LUU82_11680	134	214	158	207	258	215	262	346	258	host	hlgC
gene-LUU82_07075	2738	4470	4365	3431	4039	4961	4456	5228	4992	host	gene-LUU82_07075
gene-LUU82_09250	152	229	215	299	319	231	275	396	304	host	gene-LUU82_09250
gene-LUU82_05290	10104	17807	8898	15382	23001	17070	25962	34256	22628	host	gene-LUU82_05290
gene-LUU82_04720	1339	1849	1371	1768	1590	1280	1748	2575	1831	host	gene-LUU82_04720
gene-LUU82_01440	9488	14703	12148	11648	16056	14815	13299	16586	14061	host	metK
gene-LUU82_12545	1912	2809	2369	3169	3438	3873	2908	3811	3510	host	gene-LUU82_12545
gene-LUU82_01630	7849	12177	10279	9892	13155	12840	10641	14079	11895	host	trmB
gene-LUU82_07775	106920	184637	135433	97508	139764	148800	133401	145454	130418	host	gene-LUU82_07775
gene-LUU82_02165	13393	17763	14947	11744	16535	11868	11794	17693	11795	host	ruvB
gene-LUU82_07055	47	81	78	74	97	72	71	88	72	host	gene-LUU82_07055
gene-LUU82_04865	1162	1688	1386	1461	1632	1668	1284	1634	1421	host	gene-LUU82_04865
gene-SAM1_00231	31821	42474	36888	20759	19249	18668	38005	39463	46234	phage	gene-SAM1_00231
gene-LUU82_05225	348	497	523	494	610	543	449	734	568	host	sspA
gene-LUU82_02450	16728	24294	22977	27237	29804	28532	20191	27319	22123	host	hrcA
gene-LUU82_03775	380	542	454	427	548	604	523	693	560	host	gene-LUU82_03775
gene-LUU82_04355	8411	10720	10257	8923	11189	9464	9011	12867	9663	host	rlmN
gene-LUU82_01135	5374	7890	7229	8513	9512	9777	8855	11522	9664	host	yhaM
gene-LUU82_04220	6169	8706	7552	8681	9179	8793	7669	10799	8729	host	sucC
gene-LUU82_01385	253	326	292	410	385	318	290	414	280	host	gene-LUU82_01385
gene-LUU82_01315	10	9	2	6	13	14	4	8	7	host	gene-LUU82_01315
gene-LUU82_06420	1323	1836	1746	1781	2162	1941	1443	2474	1919	host	gene-LUU82_06420
gene-LUU82_12005	3853	5776	5096	3619	5018	5186	4636	5561	4888	host	gene-LUU82_12005
gene-LUU82_12260	1862	3119	2554	2491	3116	4252	2728	2900	3071	host	gene-LUU82_12260
gene-LUU82_12255	2348	3447	3177	2799	3406	3059	4276	5617	4685	host	gene-LUU82_12255
gene-LUU82_08695	1259	1564	1597	1554	1737	1616	1585	2568	1846	host	gene-LUU82_08695
gene-LUU82_04375	2962	4333	4029	3662	4019	4323	4105	5328	4657	host	gene-LUU82_04375
gene-LUU82_10260	1001	1439	1403	890	1207	1467	1298	1587	1420	host	bstA
gene-LUU82_04725	2015	2997	2920	2358	3324	3206	2707	3885	3253	host	uvrC
gene-LUU82_05925	15958	20887	21772	15988	22271	20572	16707	25452	18551	host	sufC
gene-LUU82_06765	1528	2016	1749	1996	2206	2599	1936	2279	1999	host	gene-LUU82_06765
gene-LUU82_03600	15583	20898	18607	17246	21749	18586	16631	23443	17619	host	parC
gene-LUU82_09600	327	494	440	366	506	434	316	525	420	host	gene-LUU82_09600
gene-LUU82_00660	2459	2786	3304	4116	3745	4741	5736	5735	5754	host	gene-LUU82_00660
gene-LUU82_00950	2086	5032	5033	4260	6064	7113	6876	6229	6263	host	gene-LUU82_00950
gene-LUU82_07020	1069	1519	1342	972	1217	1165	1190	1668	1366	host	mnhF2
gene-LUU82_11620	542	780	729	505	658	726	657	821	753	host	gtxA
gene-LUU82_06375	15218	21472	19545	26024	27962	24909	22541	32955	24797	host	secA
gene-LUU82_03120	56982	80852	70701	56548	76483	64813	62547	83100	65982	host	gene-LUU82_03120
gene-LUU82_06160	700	872	974	910	1116	1229	913	1320	1137	host	gene-LUU82_06160
gene-LUU82_14000	9422	15957	13219	14415	15964	17631	19965	19642	21675	host	gene-LUU82_14000
gene-LUU82_07720	3424	4727	4472	4685	5911	5903	4719	6229	5100	host	hslO
gene-LUU82_11315	2227	3182	2853	3831	4042	3556	2980	4454	3552	host	gene-LUU82_11315
gene-LUU82_11360	1475	2208	1887	1874	2532	2573	2455	2981	2708	host	gene-LUU82_11360
gene-LUU82_10065	396	1271	674	434	790	1102	895	539	785	host	gene-LUU82_10065
gene-LUU82_11410	1195	1872	2007	1398	1561	2147	1738	1873	2029	host	gene-LUU82_11410
gene-LUU82_08565	706	1234	908	800	1132	1225	1105	1219	1149	host	mepR
gene-LUU82_10965	1265	2031	1753	1685	2011	2008	1911	2505	2136	host	copZ
gene-LUU82_07525	2258	2779	2577	3092	3531	3122	2618	3853	2872	host	gene-LUU82_07525
gene-LUU82_12410	1497	2198	2006	2249	2690	2544	2423	3265	2699	host	gene-LUU82_12410
gene-LUU82_06570	649	888	833	821	976	927	825	1172	1020	host	gene-LUU82_06570
gene-LUU82_02900	2964	3835	3456	3592	4036	3985	3587	4434	3608	host	gene-LUU82_02900
gene-LUU82_08715	243	336	362	1020	340	364	307	346	340	host	gene-LUU82_08715
gene-LUU82_12195	553	816	683	703	882	928	778	980	860	host	gene-LUU82_12195
gene-LUU82_11895	1479	2161	1887	2286	2311	2133	1849	2465	2126	host	gene-LUU82_11895
gene-LUU82_12205	1444	2153	1653	1838	2202	2242	2081	2363	2061	host	gene-LUU82_12205
gene-LUU82_05215	1393	1710	1604	1435	1937	1966	1317	1833	1675	host	gene-LUU82_05215
gene-LUU82_12305	57867	97597	69779	54076	82859	81291	60163	76041	65875	host	gene-LUU82_12305
gene-LUU82_01810	77	112	99	98	89	120	95	108	104	host	gene-LUU82_01810
gene-LUU82_01450	829	1216	1146	1433	1700	1761	1343	2054	1681	host	gene-LUU82_01450
gene-LUU82_07855	1042	1700	1357	1472	1640	2165	1662	1733	1618	host	yabA
gene-LUU82_09730	26525	38320	28820	20089	27181	27484	19919	25185	20751	host	gene-LUU82_09730
gene-LUU82_01790	243	372	337	375	422	469	360	519	466	host	gene-LUU82_01790
gene-LUU82_03745	470	627	656	506	648	605	649	1119	857	host	gene-LUU82_03745
gene-LUU82_00550	4243	4635	5597	7181	6746	6690	9423	10846	9928	host	gene-LUU82_00550
gene-LUU82_04625	69	66	94	69	88	102	85	98	85	host	gene-LUU82_04625
gene-LUU82_07330	490	691	525	719	798	657	656	815	664	host	gene-LUU82_07330
gene-LUU82_11420	209	263	220	197	238	229	180	232	200	host	cntK
gene-LUU82_12525	1232	1910	1627	1801	2264	2091	1694	2367	1861	host	gene-LUU82_12525
gene-LUU82_03455	3790	5192	4686	6272	7300	6125	5755	8611	6465	host	gene-LUU82_03455_gene_pepF
gene-SAM1_00202	52595	66635	55360	21576	21049	22062	52172	46415	55993	phage	gene-SAM1_00202
gene-LUU82_07345	4839	7076	7066	7593	9378	10316	8321	11478	9833	host	hxlB
gene-LUU82_07515	5878	8102	6978	7067	8446	8240	6770	8474	6943	host	secE
gene-LUU82_08710	3189	4112	3831	3997	4610	4376	4093	5221	4409	host	gene-LUU82_08710_gene_brnQ
gene-LUU82_10765	6188	9647	9088	8392	11000	10182	7816	13386	10579	host	panC
gene-LUU82_13255	8458	11163	10764	14363	15753	12125	12650	20871	14319	host	upp
gene-LUU82_08095	221	302	298	290	289	350	234	325	327	host	gene-LUU82_08095
gene-LUU82_10055	7676	10186	9895	11236	12935	10345	10148	15648	11443	host	walK
gene-LUU82_13330	513	797	655	726	889	1018	731	878	835	host	gene-LUU82_13330
gene-LUU82_11875	1924	3136	2304	1949	1909	2608	1279	1758	1629	host	gene-LUU82_11875
gene-SAM1_00198	4984	7500	5752	2213	2189	3179	6573	5153	7496	phage	gene-SAM1_00198
gene-LUU82_12500	1544	2462	2028	2114	2451	3248	2359	2662	2495	host	mspA
gene-LUU82_12025	7589	10627	8198	8500	12115	11570	10537	12412	11404	host	gene-LUU82_12025
gene-LUU82_03485	692	932	861	718	920	770	741	1055	852	host	gene-LUU82_03485
gene-LUU82_09140	1825	2544	2575	3201	3282	3330	3136	4088	3529	host	gene-LUU82_09140
gene-LUU82_01740	731	1036	863	904	1089	1132	876	1214	984	host	gene-LUU82_01740
gene-LUU82_06635	1451	2021	2027	2161	2599	2723	2198	3125	2718	host	gene-LUU82_06635
gene-LUU82_06320	1594	2236	2031	2298	2767	2710	2271	3093	2570	host	gene-LUU82_06320
gene-LUU82_04010	16105	24244	20124	19871	23105	24028	20018	23475	20467	host	recA
gene-LUU82_06725	2115	3043	3010	3099	3390	3402	2724	3949	3056	host	gene-LUU82_06725
gene-LUU82_04515	56778	83769	74531	72495	88172	83693	77725	100316	83773	host	ftsZ
gene-LUU82_08910	616	851	764	886	1010	845	841	1222	905	host	rbsK
gene-LUU82_01035	11855	22040	15903	13165	19543	19693	22233	19108	19537	host	gene-LUU82_01035
gene-LUU82_01570	3588	5280	4311	4308	5618	5487	4759	5641	4858	host	gene-LUU82_01570
gene-LUU82_06235	3554	4597	3956	4097	4763	4272	4006	5112	4038	host	gene-LUU82_06235
gene-LUU82_03460	625	993	839	800	1073	1278	981	1118	1101	host	gene-LUU82_03460
gene-LUU82_05555	319	409	432	644	589	556	851	1153	973	host	gene-LUU82_05555
gene-LUU82_01625	12155	19484	15993	14874	19712	19788	17202	21004	18675	host	gene-LUU82_01625
gene-LUU82_10315	95	150	142	120	151	130	139	198	176	host	gene-LUU82_10315
gene-LUU82_05035	5369	6302	5830	5377	3289	3699	1263	1980	1833	host	gene-LUU82_05035
gene-LUU82_11345	368	591	517	587	674	661	560	816	761	host	gene-LUU82_11345
gene-LUU82_03305	2689	3846	3880	3253	4302	4437	3834	5532	4746	host	arlS
gene-LUU82_03730	3008	4489	3786	4177	5035	5168	4649	5675	4996	host	gene-LUU82_03730
gene-LUU82_07980	1032	1459	1321	1421	1778	1634	1474	2262	1767	host	gene-LUU82_07980
gene-LUU82_11825	281	578	405	6902	264	245	253	355	222	host	narJ
gene-LUU82_13855	3660	4170	5528	5417	4464	4641	5213	4814	4999	host	gene-LUU82_13855
gene-LUU82_02010	2412	3378	3074	2949	3543	3473	2928	3720	3162	host	gene-LUU82_02010
gene-LUU82_04490	4691	7001	6386	6037	7194	7202	5968	7875	6732	host	gene-LUU82_04490
gene-LUU82_13760	5112	6513	6626	8615	9396	8409	7445	11103	8563	host	gene-LUU82_13760
gene-LUU82_01185	3717	4851	4870	4325	5040	4182	3316	5676	3960	host	hemH
gene-LUU82_03625	17922	25041	23329	17348	22236	17836	23831	36817	26637	host	acnA
gene-LUU82_13910	4537	5136	6421	6593	5288	6365	6372	5984	6293	host	gene-LUU82_13910
gene-LUU82_08345	2456	3540	3203	3996	4155	4105	3757	4872	4153	host	gene-LUU82_08345
gene-SAM1_00019	11747	15604	13610	7011	6992	7125	13972	14593	17426	phage	gene-SAM1_00019
gene-LUU82_03545	2691	3782	3479	4045	4206	4117	3753	4906	4014	host	gene-LUU82_03545
gene-LUU82_05910	14792	17584	20116	14199	20103	16055	13536	24002	16307	host	gene-LUU82_05910
gene-LUU82_03535	84	133	127	129	131	155	141	203	140	host	gene-LUU82_03535
gene-SAM1_00143	30541	37638	31717	11400	10782	13566	23733	19478	24546	phage	gene-SAM1_00143
gene-LUU82_02800	614	1308	875	752	1225	1445	1041	1287	1130	host	prli42
gene-LUU82_04120	17067	24359	21575	18168	24373	21244	19905	27830	21366	host	gene-LUU82_04120
gene-LUU82_07025	848	1184	1162	795	1013	1105	979	1340	1165	host	mnhE2
gene-SAM1_00194	16240	19740	17278	6846	6812	6898	17577	16979	20183	phage	gene-SAM1_00194
gene-LUU82_05355	58	101	87	74	97	110	85	95	98	host	gene-LUU82_05355
gene-LUU82_00285	183	287	280	257	284	288	246	374	291	host	gene-LUU82_00285
gene-LUU82_02705	776	1155	977	1130	1266	1410	1064	1302	1153	host	gene-LUU82_02705
gene-LUU82_02040	14808	20953	18379	18148	18220	18528	15141	21187	17421	host	hemA
gene-LUU82_02470	7511	10305	9574	11832	13394	12092	9855	13369	11315	host	prmA
gene-LUU82_07185	410	518	560	626	721	737	593	817	726	host	gene-LUU82_07185
gene-LUU82_06975	4196	6238	5559	6570	7715	7907	6042	8049	7071	host	tagH
gene-LUU82_12795	904	1252	1131	1123	1317	1550	1156	1445	1363	host	gene-LUU82_12795
gene-LUU82_12070	314	470	396	419	499	444	396	566	508	host	gene-LUU82_12070
gene-LUU82_02970	3540	5016	3964	4205	5113	5304	3750	4672	3931	host	gene-LUU82_02970
gene-LUU82_13095	1730	2823	3019	2060	2483	3496	2245	2904	2964	host	gene-LUU82_13095
gene-LUU82_03380	511	667	681	783	867	754	594	1122	844	host	gene-LUU82_03380
gene-LUU82_05600	41	81	87	75	95	90	57	80	71	host	gene-LUU82_05600
gene-LUU82_10390	57	82	64	61	104	98	98	93	84	host	gene-LUU82_10390
gene-LUU82_08510	345	480	466	382	489	587	450	495	463	host	gene-LUU82_08510
gene-LUU82_09825	492	786	679	808	897	940	825	1073	965	host	gene-LUU82_09825
gene-LUU82_01500	12173	19331	14800	13376	16419	17564	15454	17332	15080	host	gene-LUU82_01500
gene-LUU82_01885	6520	8573	8103	9262	10495	9143	7996	12551	9254	host	gene-LUU82_01885
gene-LUU82_02420	1031	1628	1441	1353	1802	1890	1540	1970	1838	host	gene-LUU82_02420
gene-LUU82_11860	3323	4889	4403	5228	6039	7051	6512	7741	7216	host	gene-LUU82_11860
gene-LUU82_05905	30361	41173	42114	29825	42202	40670	32952	47237	36745	host	sufB
gene-LUU82_06265	37345	44104	44494	65324	62239	46098	41810	77216	51415	host	gene-LUU82_06265
gene-LUU82_12675	92691	114043	105388	91581	131506	96784	98701	151291	105301	host	rpsM
gene-LUU82_06400	884	1532	1270	1325	1864	1874	1458	1658	1493	host	gene-LUU82_06400
gene-LUU82_01760	4293	7097	5754	5524	7323	7174	5829	7610	6744	host	nagE
gene-LUU82_01935	3217	4633	4492	3941	5038	4751	3759	5578	4739	host	gene-LUU82_01935
gene-LUU82_01095	1783	2715	2437	2513	3181	2743	2536	3490	2652	host	gene-LUU82_01095
gene-LUU82_08770	1738	3053	2400	2350	2857	3932	3215	3274	3383	host	gene-LUU82_08770
gene-LUU82_10900	6	13	18	11	22	25	15	26	15	host	gene-LUU82_10900
gene-LUU82_07975	1670	2229	2089	2536	2742	2619	2438	3404	2639	host	gene-LUU82_07975
gene-LUU82_10145	2933	4181	3717	4122	4913	4324	4233	5844	4602	host	yaaA
gene-LUU82_12915	292	429	372	462	476	409	431	547	428	host	gene-LUU82_12915
gene-LUU82_13995	384	501	521	440	536	590	547	583	536	host	gene-LUU82_13995
gene-LUU82_09830	492	762	584	634	792	983	676	873	827	host	gene-LUU82_09830
gene-LUU82_10940	1781	2249	2651	1949	2417	2148	1895	2850	2284	host	crtQ
gene-LUU82_06220	439113	637059	501439	617156	664837	690752	843144	871852	766780	host	ssrA
gene-LUU82_02555	14097	20691	17602	15894	21504	20174	16902	20795	17224	host	rpoD
gene-LUU82_05180	1887	3198	2432	2376	3189	3073	2870	3267	2866	host	fmtA
gene-LUU82_11140	165	210	200	232	238	264	262	284	276	host	gene-LUU82_11140
gene-LUU82_13220	5671	7433	6367	6754	7822	6696	6093	7796	6036	host	gene-LUU82_13220
gene-LUU82_10365	219	322	286	239	316	354	299	352	312	host	icaC
gene-LUU82_05195	747	908	1074	732	1060	867	827	1297	1010	host	gene-LUU82_05195
gene-LUU82_10355	136	211	172	151	167	185	162	213	175	host	gene-LUU82_10355
gene-LUU82_06190	545	936	390	498	755	510	790	924	473	host	vwb
gene-SAM1_00133	110870	128885	122719	36802	35893	66875	56099	57383	53840	phage	gene-SAM1_00133
gene-LUU82_10925	1967	2635	1849	2180	2076	1997	2517	1988	1599	host	gene-LUU82_10925
gene-LUU82_09960	1746	2383	2149	2020	2765	2530	2156	2753	2276	host	gene-LUU82_09960
gene-LUU82_10470	2916	3667	3681	3535	4350	3764	3878	5578	4348	host	gtfA
gene-LUU82_07275	1345	1924	1847	1901	2359	2410	2140	2815	2340	host	gene-LUU82_07275
gene-LUU82_02275	1604	2096	1979	1887	2598	2312	2226	2764	2166	host	gene-LUU82_02275
gene-LUU82_03070	36518	51643	44612	51275	59812	57988	53365	70377	57776	host	gene-LUU82_03070
gene-LUU82_07960	1994	2756	2223	2465	2543	1789	2279	3390	2463	host	gltB
gene-LUU82_07040	618	921	815	569	720	929	729	975	855	host	mnhB2
gene-LUU82_00220	1492	2105	1993	2160	2530	2883	2267	3033	2561	host	gene-LUU82_00220
gene-LUU82_04215	5152	7682	6411	7531	7834	7577	7071	9462	7685	host	sucD
gene-LUU82_08310	6665	11454	8685	9812	12502	12352	10648	13081	11454	host	gene-LUU82_08310
gene-LUU82_02775	6753	8439	8138	9483	10523	8855	7906	12418	8599	host	gene-LUU82_02775
gene-SAM1_00029	19782	23459	22338	7418	6758	7023	15022	15185	15822	phage	gene-SAM1_00029
gene-SAM1_00015	7681	10365	9065	4387	4466	4760	9120	11003	11347	phage	gene-SAM1_00015
gene-LUU82_09625	1180	2036	1790	2205	2136	2097	2091	2831	2544	host	gene-LUU82_09625
gene-LUU82_07705	1545	2403	2012	2171	2644	2477	2095	2905	2528	host	folB
gene-LUU82_06015	125	159	156	136	151	160	164	172	195	host	gene-LUU82_06015
gene-LUU82_12395	1276	1973	1672	2227	2726	2867	2461	3020	2676	host	fdhD
gene-LUU82_03265	1474	2303	2155	2376	2856	3523	2539	3128	2774	host	gene-LUU82_03265
gene-LUU82_06600	2322	3207	2713	1871	2581	2435	1914	2644	2018	host	queE
gene-SAM1_00167	34852	34200	34911	42916	43656	44659	46677	49220	43821	phage	gene-SAM1_00167
gene-LUU82_08165	45	71	45	61	64	69	67	79	73	host	gene-LUU82_08165
gene-LUU82_11990	210	261	228	177	235	256	195	280	236	host	gene-LUU82_11990
gene-LUU82_00330	6295	9418	8657	12118	11779	12302	9540	12902	10674	host	purB
gene-LUU82_13105	2053	2830	2476	2672	3153	2838	2460	3309	2741	host	gene-LUU82_13105
gene-SAM1_00220	5620	6904	5943	2701	2454	2752	8112	7534	9051	phage	gene-SAM1_00220
gene-LUU82_00475	5391	8621	7881	6951	8809	11374	9421	10684	10335	host	gene-LUU82_00475
gene-LUU82_01270	71	81	88	73	99	112	79	89	82	host	gene-LUU82_01270
gene-LUU82_01900	9290	13115	12128	11850	14898	13781	11528	16617	12615	host	gene-LUU82_01900
gene-LUU82_13240	1154	1626	1444	1298	1748	1695	1352	1982	1509	host	gene-LUU82_13240
gene-LUU82_07095	1575	2328	2112	2166	2837	2786	2238	3106	2651	host	gene-LUU82_07095
gene-LUU82_09665	222	292	309	447	746	543	329	454	373	host	sbnC
gene-LUU82_04850	2042	2897	2522	2502	3282	3008	2460	3318	2633	host	gene-LUU82_04850
gene-LUU82_10745	2130	3695	3207	5132	4229	4150	3745	5554	4340	host	gene-LUU82_10745
gene-LUU82_06040	74	117	110	132	187	121	173	245	242	host	gene-LUU82_06040
gene-LUU82_13880	3229	3654	4472	4670	3846	3595	4169	4065	4286	host	gene-LUU82_13880
gene-LUU82_13040	2156	2926	3488	2394	2936	3013	2466	3818	2958	host	gene-LUU82_13040
gene-LUU82_05115	5076	7057	9558	13761	11548	10995	9809	15704	12822	host	purL
gene-LUU82_05320	17	38	39	35	37	49	33	45	36	host	gene-LUU82_05320
gene-LUU82_07955	1471	2059	1613	1578	1651	1374	1587	2187	1619	host	gene-LUU82_07955
gene-LUU82_09720	103	113	116	94	122	148	105	161	117	host	gene-LUU82_09720
gene-LUU82_13275	18411	22707	21768	25359	27486	21352	17627	30956	20997	host	atpE
gene-LUU82_00265	13690	21132	18721	20163	24611	24232	21975	29399	24680	host	gene-LUU82_00265
gene-LUU82_05380	4001	5618	5200	4922	6142	5998	4551	6414	5088	host	gene-LUU82_05380
gene-LUU82_08130	215	383	183	543	671	568	1077	1394	1035	host	spn
gene-LUU82_08430	3894	5986	4706	3730	4556	4995	3643	4446	3887	host	gene-LUU82_08430
gene-LUU82_06020	94	146	141	134	170	151	182	189	206	host	gene-LUU82_06020
gene-LUU82_10510	525	772	642	671	919	833	686	971	842	host	gene-LUU82_10510
gene-LUU82_11900	2700	4021	3358	3379	4011	4262	3647	4446	4033	host	gene-LUU82_11900
gene-LUU82_01190	6554	9168	8313	7461	8463	7118	5827	9404	6858	host	gene-LUU82_01190
gene-LUU82_11785	2954	4624	3829	4090	3957	4884	3642	4549	4324	host	gene-LUU82_11785
gene-LUU82_04105	14861	19736	17889	14894	18767	16407	14796	19517	15185	host	nusA
gene-SAM1_00172	8657	10665	9274	11758	11189	13554	17055	16192	17037	phage	gene-SAM1_00172
gene-LUU82_04810	480	669	777	1072	1964	1804	843	960	846	host	isdC
gene-LUU82_08545	411	527	502	483	563	455	469	752	549	host	gene-LUU82_08545
gene-LUU82_12340	257	388	364	392	501	452	459	604	501	host	gene-LUU82_12340
gene-LUU82_13845	10318	11598	14461	14686	11839	12636	14381	13246	14014	host	gene-LUU82_13845
gene-LUU82_12000	4747	6991	4942	4707	6472	6328	6640	7268	6036	host	gene-LUU82_12000
gene-LUU82_02635	4182	6181	5676	5141	5977	6568	5489	7337	5930	host	gene-LUU82_02635
gene-LUU82_10675	1116	1613	1331	1374	1735	1608	1592	2027	1489	host	gene-LUU82_10675
gene-LUU82_07965	196	259	279	259	338	294	295	435	334	host	gene-LUU82_07965
gene-LUU82_08520	43	73	66	66	94	66	81	132	95	host	gene-LUU82_08520
gene-LUU82_08600	694	877	869	1182	1470	1069	932	1403	1026	host	gene-LUU82_08600
gene-LUU82_03795	1912	2677	2600	3128	3465	3556	3293	4588	3941	host	gene-LUU82_03795_gene_cls
gene-LUU82_09145	44	81	66	274	55	62	72	62	35	host	gene-LUU82_09145
gene-LUU82_00255	2870	3988	3796	4801	5366	5092	4610	6242	5151	host	gene-LUU82_00255
gene-LUU82_10750	1492	2289	1939	1859	2400	2319	1990	2660	2241	host	gene-LUU82_10750_gene_budA
gene-LUU82_04485	8548	13173	11052	10321	13564	14490	11951	14417	12869	host	gene-LUU82_04485
gene-LUU82_10640	1705	2289	2576	1755	3114	2937	2614	4021	3126	host	gene-LUU82_10640
gene-LUU82_06660	4684	6537	5254	5993	6706	6021	3966	6544	4863	host	gene-LUU82_06660
gene-LUU82_00205	1452	2199	2035	2507	3044	3572	2961	3636	3292	host	pmtD
gene-LUU82_00865	2682	4370	3671	3441	4535	4621	3736	5227	4437	host	gene-LUU82_00865
gene-LUU82_11245	423	539	516	844	688	547	514	865	662	host	gntK
gene-LUU82_04915	29854	41985	33105	28907	36223	32435	29219	32678	26404	host	typA
gene-LUU82_00735	5420	9061	9626	16986	16203	13504	55474	66383	53257	host	gene-LUU82_00735
gene-LUU82_04575	35	83	59	39	46	67	55	68	57	host	gene-LUU82_04575
gene-LUU82_07590	11221	16910	13662	16800	19855	19436	17468	21700	17534	host	gene-LUU82_07590
gene-LUU82_09815	973	1405	1216	1091	1364	1424	1184	1561	1365	host	gene-LUU82_09815
gene-LUU82_11955	4601	8522	8431	34393	7406	7066	5616	7244	6189	host	gene-LUU82_11955
gene-LUU82_05715	444	637	532	642	675	559	523	944	556	host	gene-LUU82_05715
gene-SAM1_00089	21145	20434	21123	20201	19304	24845	26990	26131	25673	phage	gene-SAM1_00089
gene-LUU82_04910	1311	1969	1692	1659	1946	2019	1799	2175	1885	host	gene-LUU82_04910
gene-LUU82_05595	51	91	78	91	83	93	84	111	97	host	gene-LUU82_05595
gene-LUU82_01945	4629	6328	6055	7497	8650	8130	7062	10650	8074	host	polA
gene-LUU82_03735	449	609	727	603	719	636	668	1054	869	host	thrB
gene-LUU82_09025	36	24	31	25	47	37	51	53	52	host	gene-LUU82_09025
gene-LUU82_06395	7263	11236	8613	8619	10740	12201	9420	10348	9336	host	fakB1
gene-LUU82_08850	992	1332	1136	1590	1862	1793	2397	2520	2256	host	gene-LUU82_08850
gene-LUU82_07165	403	555	589	641	704	785	696	839	775	host	gene-LUU82_07165
gene-LUU82_12105	1155	1667	1405	1497	1908	1875	1535	2054	1742	host	gene-LUU82_12105
gene-SAM1_00175	35883	41754	37355	23018	21940	26291	33096	30304	36486	phage	gene-SAM1_00175
gene-LUU82_02015	4017	5462	5166	4919	5970	5951	5145	6747	5449	host	gene-LUU82_02015
gene-LUU82_13645	267	360	316	333	337	355	266	352	336	host	gene-LUU82_13645
gene-LUU82_04190	14465	19258	18711	15319	19505	16462	15796	22931	17140	host	trmFO
gene-LUU82_12150	1073	1775	2011	1310	1561	1980	1610	2186	2252	host	gene-LUU82_12150
gene-LUU82_03405	122	171	166	257	259	211	245	414	323	host	gene-LUU82_03405
