Geneid	15_R1	15_R2	15_R3	35_R1	35_R2	35_R3	45_R1	45_R2	45_R3	Entity	Symbol
gene-LUU82_08375	3576	6109	7075	4286	5949	8768	5760	8597	8010	host	gene-LUU82_08375
gene-LUU82_09395	132	167	176	341	367	262	327	604	342	host	gene-LUU82_09395
gene-LUU82_08250	5267	9086	7530	7808	9532	11533	9542	11786	11386	host	gene-LUU82_08250
gene-LUU82_00360	2267	3399	2946	3513	4332	4341	4360	5909	5312	host	putP
gene-LUU82_11470	1488	2191	2083	2190	2461	2642	2130	3088	2485	host	gene-LUU82_11470
gene-LUU82_06550	3389	4814	4564	5355	5877	5515	5438	6347	5187	host	gene-LUU82_06550
gene-LUU82_00100	71	108	94	106	94	110	92	98	106	host	gene-LUU82_00100
gene-LUU82_11340	849	1133	1156	1258	1460	1483	1271	1857	1513	host	gene-LUU82_11340
gene-LUU82_06800	1566	2251	2069	2386	2830	2618	2234	3322	2638	host	gene-LUU82_06800
gene-LUU82_02280	5892	8377	7796	7405	9632	8739	7704	11029	8639	host	gene-LUU82_02280
gene-LUU82_08210	455	651	565	835	936	865	744	1121	920	host	gene-LUU82_08210
gene-LUU82_04145	17548	23087	21433	18560	24801	22632	20126	27327	21669	host	pyrH
gene-LUU82_09525	779	1018	1007	856	1211	989	861	1352	1081	host	gene-LUU82_09525
gene-LUU82_03030	3698	5246	4271	4745	5292	4887	4455	5801	4448	host	ndk
gene-LUU82_10870	237	356	298	317	392	393	293	404	352	host	gene-LUU82_10870
gene-LUU82_02640	195	286	266	195	301	296	263	320	261	host	gene-LUU82_02640
gene-LUU82_09320	947	1413	1372	1127	1707	1514	1473	2214	1682	host	gene-LUU82_09320
gene-LUU82_08245	393	530	498	464	659	635	589	799	701	host	gene-LUU82_08245
gene-LUU82_11710	516	872	523	466	526	690	601	572	532	host	gene-LUU82_11710
gene-LUU82_04605	670	1006	1022	746	847	1061	804	1102	936	host	gene-LUU82_04605
gene-LUU82_07360	4281	6166	5307	6374	7481	6765	6236	8963	6707	host	gene-LUU82_07360
gene-LUU82_00940	7181	15859	12570	11110	15744	16753	20006	16222	16341	host	gene-LUU82_00940
gene-LUU82_02500	12985	18125	16394	17524	21374	18665	19753	28785	21998	host	gene-LUU82_02500
gene-LUU82_10805	1161	1756	1494	1842	1767	2226	1530	1996	1766	host	gene-LUU82_10805
gene-LUU82_02120	987	1716	1335	947	1074	1178	1105	1206	1204	host	gene-LUU82_02120
gene-LUU82_09260	469	734	748	758	855	916	686	1399	1054	host	gene-LUU82_09260
gene-LUU82_01255	102	143	136	107	154	138	138	159	120	host	lukE
gene-LUU82_09480	116	196	209	156	162	184	149	242	188	host	cap8F
gene-LUU82_04475	1122	1566	1404	1277	1733	1636	1394	1681	1377	host	gene-LUU82_04475
gene-LUU82_01055	306	461	416	919	548	514	439	686	660	host	gene-LUU82_01055
gene-LUU82_09590	1414	2356	1772	1957	2722	2475	2627	3348	2414	host	gene-LUU82_09590
gene-LUU82_13390	2840	5128	3772	3800	4395	6163	5680	5215	5351	host	gene-LUU82_13390
gene-LUU82_00155	224	392	243	364	459	328	553	698	441	host	gene-LUU82_00155
gene-LUU82_01910	38585	57158	51936	57955	66009	62311	54855	78158	63841	host	pyk
gene-LUU82_12750	305	343	350	328	425	362	321	423	358	host	gene-LUU82_12750
gene-LUU82_08780	2428	3332	3156	2794	3304	3908	3287	4067	3765	host	gene-LUU82_08780
gene-SAM1_00218	4268	5214	4762	1819	1864	2092	7749	6618	9105	phage	gene-SAM1_00218
gene-LUU82_05030	5217	5852	5738	5471	3241	3770	1612	2391	2127	host	gene-LUU82_05030
gene-LUU82_01210	6467	14544	9103	7095	10576	11072	13000	8793	10461	host	gene-LUU82_01210
gene-LUU82_08755	389	542	560	469	587	682	587	691	619	host	gene-LUU82_08755
gene-LUU82_08760	270	323	376	340	373	549	466	491	457	host	gene-LUU82_08760
gene-LUU82_05755	327	520	428	370	467	422	373	473	410	host	gene-LUU82_05755
gene-LUU82_08875	764	928	887	940	1413	1144	766	952	754	host	gene-LUU82_08875
gene-LUU82_01405	120	165	148	135	164	164	151	157	146	host	gene-LUU82_01405
gene-LUU82_12440	1969	2721	2590	2949	3216	2941	2683	4160	3036	host	gene-LUU82_12440
gene-LUU82_05295	132	212	124	170	242	205	295	355	263	host	gene-LUU82_05295
gene-LUU82_08705	1978	3377	2685	4142	4317	3980	3895	5605	4179	host	gene-LUU82_08705
gene-SAM1_00003	2347	3112	2601	1165	1153	1317	4755	3837	5390	phage	gene-SAM1_00003
gene-LUU82_08960	751	1022	1058	1320	905	983	671	942	747	host	scdA
gene-LUU82_04425	974	1587	1071	1847	1013	857	938	1368	1134	host	pyrF
gene-LUU82_04445	691	918	724	1826	651	651	518	852	678	host	gene-LUU82_04445
gene-LUU82_04345	12481	17706	16064	12899	17383	15999	13973	19191	15105	host	pknB
gene-LUU82_05060	1620	2218	1925	2155	2565	2422	2180	3019	2315	host	gene-LUU82_05060
gene-LUU82_05515	195	246	252	218	272	223	217	280	245	host	gene-LUU82_05515
gene-SAM1_00122	66550	62697	66135	52865	50232	49544	71199	77484	66695	phage	gene-SAM1_00122
gene-SAM1_00063	73218	80775	76953	22674	21608	22910	31045	31631	32066	phage	gene-SAM1_00063
gene-LUU82_07205	431	617	565	713	806	935	800	980	852	host	gene-LUU82_07205
gene-LUU82_01710	56	96	69	79	95	87	48	112	63	host	gene-LUU82_01710
gene-LUU82_11050	835	1297	1175	1355	1489	1615	1491	1624	1479	host	gene-LUU82_11050
gene-SAM1_00040	3897	5292	4577	2162	2178	2473	8055	6780	8527	phage	gene-SAM1_00040
gene-LUU82_04805	580	743	934	1302	2288	2204	1032	1170	1025	host	isdD
gene-LUU82_04615	80	90	60	98	102	109	116	115	114	host	argF
gene-LUU82_13785	2351	3181	3162	3640	3805	3702	3078	4512	3817	host	gene-LUU82_13785
gene-LUU82_10120	285	386	339	297	372	299	300	415	333	host	hutH
gene-LUU82_13335	315	498	430	410	494	562	427	565	525	host	gene-LUU82_13335
gene-SAM1_00177	13486	18917	14631	8496	8412	13101	13977	10563	13637	phage	gene-SAM1_00177
gene-LUU82_10655	506	731	768	1162	785	674	640	924	671	host	nrdD
gene-LUU82_06545	3991	5700	5414	6424	7101	7143	6468	8575	6899	host	recQ
gene-LUU82_01075	2714	4370	4148	3311	4210	6458	4323	4991	5055	host	gene-LUU82_01075
gene-LUU82_05570	8718	12419	8378	15959	19333	19066	14238	18440	16063	host	gene-LUU82_05570
gene-LUU82_12390	2360	3185	2834	2604	3561	3214	2935	3742	3009	host	gene-LUU82_12390
gene-LUU82_13950	324	556	436	387	535	478	471	540	416	host	gene-LUU82_13950
gene-LUU82_11660	284	375	353	380	379	383	336	442	370	host	gene-LUU82_11660
gene-SAM1_00192	25570	31360	26887	11472	10469	12911	25148	24622	29206	phage	gene-SAM1_00192
gene-LUU82_13540	191	302	259	225	285	236	183	285	203	host	ilvA
gene-LUU82_09620	18	7	9	13	9	9	9	12	9	host	gene-LUU82_09620
gene-LUU82_09065	782	1051	994	3856	1313	1265	926	1363	1181	host	gene-LUU82_09065
gene-LUU82_03470	293	425	325	293	352	358	274	365	281	host	gene-LUU82_03470
gene-LUU82_12190	1246	1765	1704	1816	2026	2026	1701	2413	2018	host	gene-LUU82_12190
gene-LUU82_12615	100821	130562	113049	94860	138200	103360	100603	150023	103930	host	rplE
gene-LUU82_07300	2721	3699	3204	3207	3785	3567	2992	4091	3230	host	gene-LUU82_07300
gene-LUU82_05935	28567	45595	43509	32880	39311	51688	43191	56560	51231	host	gene-LUU82_05935
gene-LUU82_00165	126	184	164	220	244	228	249	376	262	host	gene-LUU82_00165
gene-LUU82_00700	1838	3027	3216	5946	5340	4530	17747	21823	17892	host	gene-LUU82_00700
gene-SAM1_00080	29471	30891	30645	25387	25576	32180	29650	28302	29628	phage	gene-SAM1_00080
gene-LUU82_02050	5723	8087	7084	6585	6957	6752	5374	7744	6133	host	hemC
gene-LUU82_08405	125098	185230	147259	124871	179217	168990	149480	189239	156696	host	ssb
gene-LUU82_01400	1867	2307	2347	3834	3233	2588	2468	3745	2994	host	gene-LUU82_01400
gene-LUU82_01730	390	580	495	493	721	749	499	644	516	host	harA
gene-LUU82_09545	178	221	197	178	263	207	172	287	201	host	phnE
gene-LUU82_00045	148	190	190	180	166	166	188	210	192	host	gene-LUU82_00045
gene-LUU82_06705	585	893	822	920	1039	1169	856	1108	899	host	gene-LUU82_06705
gene-LUU82_05915	31615	39398	43072	30732	43805	36480	31576	50935	35686	host	gene-LUU82_05915
gene-LUU82_01480	1340	1836	1810	1765	2001	2195	2084	2476	2174	host	gene-LUU82_01480
gene-LUU82_02585	2948	3995	3479	2692	3572	3360	2809	3692	2864	host	gene-LUU82_02585
gene-LUU82_12710	2543	3436	3229	3460	4107	3490	3418	4715	3667	host	truA
gene-LUU82_09645	211	314	297	407	590	427	317	457	361	host	sbnG
gene-LUU82_11430	268	350	325	310	389	347	207	318	215	host	cntM
gene-LUU82_08620	21	38	25	17	37	26	25	40	37	host	gene-LUU82_08620
gene-LUU82_05495	7570	11469	9508	9601	11855	12161	10062	11966	10676	host	mecA
gene-LUU82_00605	3336	3424	4178	5494	5221	5135	7082	7927	7027	host	gene-LUU82_00605
gene-LUU82_05740	4286	5583	5331	6457	7493	6156	5819	8984	6730	host	mnhE1
gene-LUU82_08975	6392	8734	8479	9656	10990	10002	9162	14041	10482	host	gene-LUU82_08975
gene-LUU82_00930	9053	23214	16837	14564	21721	26488	28365	19056	24433	host	gene-LUU82_00930
gene-LUU82_00405	1318	2066	1684	1538	1838	1755	1605	2010	1657	host	gene-LUU82_00405
gene-LUU82_04870	2555	3536	2920	3165	3466	3637	2791	3512	2978	host	gene-LUU82_04870
gene-LUU82_03385	307	468	486	543	629	519	512	773	607	host	gene-LUU82_03385
gene-LUU82_03325	1005	1706	1405	1628	1828	2051	1692	2043	1923	host	gene-LUU82_03325
gene-LUU82_01590	1078	1436	1320	1152	1628	1301	1274	1684	1359	host	sasC
gene-LUU82_03275	2392	3385	3511	2410	3472	3922	2737	4045	3306	host	gene-LUU82_03275
gene-LUU82_10495	10161	14447	14318	12264	14500	13834	11593	16613	13620	host	gene-LUU82_10495
gene-LUU82_01770	84	138	142	147	170	222	188	189	223	host	gene-LUU82_01770
gene-LUU82_06525	1828	2513	2299	2635	2994	3139	2602	3725	2925	host	gene-LUU82_06525
gene-LUU82_10490	5878	8483	8846	9347	10839	10141	9009	12549	10784	host	gene-LUU82_10490
gene-LUU82_12950	5104	7942	6618	7919	9277	9980	7954	10732	9584	host	gene-LUU82_12950
gene-LUU82_00425	2682	4224	3525	3746	4329	4537	3650	4420	3983	host	gene-LUU82_00425
gene-LUU82_09615	82	104	95	107	115	127	138	161	118	host	gene-LUU82_09615
gene-LUU82_03135	1161	1847	1571	1812	2017	2521	1712	2255	2018	host	gene-LUU82_03135
gene-LUU82_03110	2107	3164	2833	2543	3511	3449	2786	3625	2988	host	nth
gene-LUU82_08625	1079	1454	1358	1561	1919	1318	1359	2124	1534	host	gene-LUU82_08625
gene-LUU82_07485	6801	8540	7686	6235	8426	7422	6730	9493	6925	host	gene-LUU82_07485
gene-LUU82_05150	3640	6332	4992	4309	5163	5013	4690	5949	4971	host	gene-LUU82_05150
gene-SAM1_00032	37837	40794	37646	35936	36495	44583	37473	34723	38067	phage	gene-SAM1_00032
gene-LUU82_04735	6606	11017	8900	10411	13448	15918	14013	16561	15016	host	trxA
gene-LUU82_07940	1630	2326	1966	2081	2082	1919	1759	2118	1791	host	treC
gene-LUU82_01080	862	1428	1012	1080	1271	1589	1267	1227	1136	host	gene-LUU82_01080
gene-LUU82_10725	11963	18152	17114	30519	28774	33059	23527	31559	28179	host	gene-LUU82_10725
gene-LUU82_13595	2640	3622	3043	3551	4012	3803	3158	3908	3361	host	tsaB
gene-SAM1_00142	15117	19156	16603	5416	5639	5863	20302	17878	21407	phage	gene-SAM1_00142
gene-SAM1_00025	7268	8894	8323	2612	2546	2951	4875	4543	5014	phage	gene-SAM1_00025
gene-LUU82_07230	193	236	259	302	388	400	312	490	396	host	gene-LUU82_07230
gene-LUU82_07220	1077	1657	1584	1952	2342	2479	1901	2757	2615	host	gene-LUU82_07220
gene-LUU82_10005	888	1395	1159	1526	1635	1881	1437	1748	1507	host	gene-LUU82_10005
gene-LUU82_00230	921	1381	1239	1356	1635	1522	1311	1891	1490	host	gene-LUU82_00230
gene-LUU82_06695	1312	1849	1738	1763	1968	1822	1586	2317	1810	host	gene-LUU82_06695
gene-LUU82_03375	1305	1914	1738	1795	2281	2241	1801	2717	2210	host	lysA
gene-SAM1_00067	5656	8269	6439	2057	2184	3612	5994	4508	6000	phage	gene-SAM1_00067
gene-LUU82_05510	263	376	347	275	342	308	300	345	307	host	gene-LUU82_05510
gene-LUU82_02750	3648	4908	4430	4220	5300	5270	4382	5624	4557	host	gene-LUU82_02750
gene-LUU82_05520	177	183	216	136	211	225	171	235	193	host	gene-LUU82_05520
gene-LUU82_08475	3114	4485	3682	3790	4670	4672	4574	6178	5015	host	gene-LUU82_08475
gene-LUU82_07555	18919	26503	23394	24249	30704	27031	25007	34327	27207	host	gltX
gene-LUU82_12800	46	77	69	52	70	71	50	62	69	host	lacA
gene-LUU82_13135	1766	2393	2189	3767	3410	3025	2804	4338	3158	host	gene-LUU82_13135
gene-LUU82_02990	22	26	26	31	34	33	21	44	27	host	gene-LUU82_02990
gene-SAM1_00147	45860	56545	49729	21378	21748	31324	35519	30902	34581	phage	gene-SAM1_00147
gene-SAM1_00189	11002	14405	12405	5230	4781	7242	13895	11573	17044	phage	gene-SAM1_00189
gene-LUU82_06590	1872	2501	2003	1439	2021	1752	1480	2046	1463	host	queC
gene-LUU82_00560	3124	3090	4096	5232	4644	4563	6194	7813	6772	host	gene-LUU82_00560
gene-LUU82_02260	964	1264	1269	1556	1999	1772	1761	2426	1848	host	gene-LUU82_02260
gene-LUU82_06630	2296	3199	3425	2918	3657	4142	3169	4575	3994	host	csbB
gene-LUU82_02895	2109	2752	2437	2566	2979	2660	2588	3259	2606	host	scpB
gene-LUU82_07140	4253	6535	6000	7165	8839	7911	7028	10948	8536	host	gene-LUU82_07140
gene-LUU82_07760	4480	5867	5924	6415	7913	7045	6648	9501	7277	host	gene-LUU82_07760
gene-LUU82_11455	700	1034	922	1326	1329	940	870	1166	769	host	gene-LUU82_11455
gene-LUU82_11930	688	972	914	1187	1455	1397	888	1170	1087	host	gene-LUU82_11930
gene-LUU82_05930	7431	9980	9362	8040	10512	9677	9502	12319	9030	host	gene-LUU82_05930
gene-LUU82_04065	29403	39154	33541	35060	40973	34737	35502	45415	35129	host	pnp
gene-LUU82_04055	11672	15824	14736	13802	17110	15535	13702	19014	14516	host	gene-LUU82_04055
gene-LUU82_00880	1878	2515	2645	3316	3752	3698	3177	4673	3837	host	gene-LUU82_00880
gene-LUU82_09245	101	153	157	179	231	160	168	280	206	host	gene-LUU82_09245
gene-LUU82_02255	6449	9838	10116	6404	7984	12807	9334	10164	10156	host	gene-LUU82_02255
gene-LUU82_05420	671	1068	938	823	1091	1188	925	1140	1124	host	gene-LUU82_05420
gene-LUU82_08480	2469	3470	2775	2923	3825	3590	3633	4927	4139	host	gene-LUU82_08480
gene-LUU82_12735	1816	2403	2223	4195	3693	3491	3994	5193	3908	host	alsS
gene-LUU82_03620	1326	2072	1680	1638	1942	2248	1930	2127	1893	host	gene-LUU82_03620
gene-LUU82_11820	661	1295	975	17000	751	554	624	817	568	host	narH
gene-LUU82_13000	482	1082	654	542	684	1169	1009	602	702	host	gene-LUU82_13000
gene-LUU82_03890	3444	4956	3885	3192	2545	2492	1842	3255	2710	host	gene-LUU82_03890
gene-LUU82_11485	290	448	414	412	488	577	452	549	485	host	gene-LUU82_11485
gene-LUU82_02945	1276	2320	1659	860	1687	2598	1705	1556	1531	host	gene-LUU82_02945
gene-LUU82_12510	1136	1513	1568	1554	1961	1798	1598	2238	1869	host	gene-LUU82_12510
gene-LUU82_13825	1364	1746	2055	1852	1710	1754	1855	1663	1856	host	gene-LUU82_13825
gene-LUU82_02395	5727	7240	7091	6607	8149	7217	6643	9309	7102	host	nadD
gene-LUU82_03630	31343	47718	39768	35077	45786	47450	43365	54721	46706	host	gene-LUU82_03630
gene-LUU82_06870	1116	1533	1450	1772	1995	1977	1624	2512	2024	host	graX
gene-LUU82_05490	195	236	238	236	287	245	199	285	192	host	gene-LUU82_05490
gene-LUU82_09535	128	150	156	135	184	179	176	206	194	host	gene-LUU82_09535
gene-LUU82_00070	23	46	29	42	32	40	39	47	38	host	gene-LUU82_00070
gene-LUU82_05540	270	360	463	561	600	539	623	1219	903	host	gene-LUU82_05540
gene-LUU82_07170	293	409	420	539	547	714	581	651	605	host	gene-LUU82_07170
gene-LUU82_04780	51	57	60	82	142	130	82	80	65	host	gene-LUU82_04780
gene-LUU82_00125	75	112	100	83	89	76	97	112	100	host	gene-LUU82_00125
gene-LUU82_06100	1992	3108	2583	3645	4493	4295	3569	5247	4308	host	gene-LUU82_06100
gene-LUU82_06990	2723	4286	3544	3964	4571	5494	4232	4455	4013	host	gene-LUU82_06990
gene-LUU82_04965	3335	4919	4329	2830	4138	3834	3031	4329	3444	host	gene-LUU82_04965
gene-SAM1_00181	10629	12394	11739	8132	7795	8752	20186	20078	23934	phage	gene-SAM1_00181
gene-LUU82_08985	2629	3290	3292	3493	3664	3283	3108	4231	3306	host	gene-LUU82_08985
gene-LUU82_07450	451676	600519	534266	481065	666272	487240	516220	754220	543001	host	tuf
gene-LUU82_09670	90	126	177	236	359	318	140	210	185	host	sbnB
gene-LUU82_13810	3036	3692	4300	4393	3720	4014	4114	4019	4104	host	gene-LUU82_13810
gene-LUU82_01045	1832	2757	2252	2362	2938	3191	2704	3081	2777	host	gene-LUU82_01045
gene-LUU82_10845	311	431	411	376	438	414	354	499	412	host	gene-LUU82_10845
gene-SAM1_00093	633946	566427	613200	676478	643682	658131	741661	761393	710042	phage	gene-SAM1_00093
gene-LUU82_09135	531	825	461	619	968	708	1163	1647	1106	host	gene-LUU82_09135
gene-LUU82_03650	1736	2780	2189	2155	2589	2835	2164	2767	2441	host	gene-LUU82_03650
gene-LUU82_06615	3484	5670	3338	5959	7437	5588	9373	11199	7422	host	gene-LUU82_06615
gene-LUU82_08030	95	141	105	75	101	104	109	76	86	host	gene-LUU82_08030
gene-LUU82_08085	432	738	471	386	481	441	419	504	367	host	gene-LUU82_08085
gene-LUU82_03140	5170	7961	7287	7057	7673	8508	6956	8504	7901	host	gene-LUU82_03140
gene-LUU82_05965	623	1076	876	761	904	914	857	913	818	host	gene-LUU82_05965
gene-LUU82_02390	2452	2954	2940	2780	3463	3012	2722	4106	2942	host	yhbY
gene-LUU82_03245	4695	6066	6159	6862	7883	6883	6341	9430	7015	host	fakB2
gene-LUU82_13455	1836	2380	2380	2702	3152	2597	2379	4150	2832	host	gene-LUU82_13455
gene-LUU82_10685	5	7	11	6	13	7	9	9	8	host	gene-LUU82_10685
gene-LUU82_01830	7494	11024	9342	10903	14013	12915	10843	16119	12523	host	tpx
gene-LUU82_06480	26	12	26	21	29	26	24	24	24	host	gene-LUU82_06480
gene-LUU82_00410	195	322	206	121	158	184	175	172	146	host	gene-LUU82_00410
gene-LUU82_02595	23781	36526	35645	28128	43295	47525	44856	61007	52301	host	gene-LUU82_02595
gene-LUU82_11155	1297	1980	1773	1985	2508	2728	1968	2929	2670	host	gene-LUU82_11155
gene-LUU82_11005	26	40	30	29	49	53	32	35	61	host	gene-LUU82_11005
gene-LUU82_13895	4600	4844	6719	6846	5251	5747	5745	5639	6050	host	gene-LUU82_13895
gene-SAM1_00163	12865	15825	13744	9946	9119	9682	17514	16365	15650	phage	gene-SAM1_00163
gene-SAM1_00018	33619	44242	38780	19898	20416	19837	40031	40923	48798	phage	gene-SAM1_00018
gene-LUU82_04710	3459	4828	4002	4980	4398	2996	4353	7385	4701	host	sdhB
gene-LUU82_02985	221	375	306	246	370	638	406	340	360	host	gene-LUU82_02985
gene-LUU82_06710	1813	2725	2298	2826	3114	3067	2773	3306	2778	host	gene-LUU82_06710
gene-LUU82_03020	4625	6269	5514	5724	6526	6742	5580	7209	6039	host	gene-LUU82_03020
gene-LUU82_01925	2680	3916	3755	3876	4982	4875	5194	6742	5918	host	icd
gene-LUU82_07135	1585	2654	2248	2685	3372	3299	2864	3729	3348	host	gene-LUU82_07135
gene-LUU82_12350	393	478	475	603	676	530	544	919	710	host	ureC
gene-LUU82_01495	1055	1516	1314	1382	1696	1677	1503	1925	1569	host	gene-LUU82_01495
gene-LUU82_00825	421	627	523	683	792	930	1046	1144	1119	host	gene-LUU82_00825
gene-LUU82_08255	263	505	401	401	476	596	453	464	483	host	gene-LUU82_08255
gene-LUU82_02200	7080	10626	10010	10827	13203	13046	11351	16684	13255	host	gene-LUU82_02200
gene-LUU82_00020	283	449	403	452	431	468	443	380	463	host	gene-LUU82_00020
gene-SAM1_00195	15532	19100	16752	6623	6214	7831	16566	14897	18107	phage	gene-SAM1_00195
gene-LUU82_06445	1008	1393	1204	1092	1315	1282	1058	1490	1198	host	gene-LUU82_06445
gene-SAM1_00219	2949	3810	3163	1321	1339	1792	5163	4311	5717	phage	gene-SAM1_00219
gene-LUU82_10910	92279	144975	113448	98748	132109	123485	108867	132272	109471	host	isaA
gene-LUU82_01145	677	1072	960	908	1116	1326	867	1351	1115	host	gene-LUU82_01145
gene-LUU82_02145	47626	75363	57571	44289	63623	66633	55899	60995	57186	host	rpmA
gene-LUU82_02825	288	384	420	481	503	429	388	585	442	host	gene-LUU82_02825
gene-LUU82_13460	1445	1926	1861	2111	2552	2125	1929	3320	2281	host	acpS
gene-LUU82_05775	49516	73190	63737	63422	82947	83621	70879	87843	74745	host	gene-LUU82_05775
gene-LUU82_04685	8875	16180	5160	13460	19220	13985	25825	31322	19275	host	ecb
gene-LUU82_09380	281	382	408	514	624	478	542	849	653	host	gene-LUU82_09380
gene-LUU82_00835	2179	3315	3013	3365	3999	4219	4208	5584	4689	host	gene-LUU82_00835
gene-LUU82_02460	37968	51391	51014	63553	73229	62418	48089	71176	54925	host	dnaK
gene-LUU82_03610	3665	5496	4239	4274	5228	5534	4920	5667	4991	host	plsY
gene-LUU82_03875	113	182	137	125	172	173	144	242	198	host	gene-LUU82_03875
gene-LUU82_07440	2838	4273	3457	5360	10993	5089	4538	6408	5420	host	gene-LUU82_07440
gene-LUU82_00840	1967	3086	2563	2971	3349	3163	3619	4685	3880	host	gene-LUU82_00840
gene-LUU82_11795	130	202	168	566	163	130	140	203	121	host	gene-LUU82_11795
gene-LUU82_04665	1644	2707	1010	2658	3622	2553	4860	6817	3986	host	efb
gene-LUU82_04460	5364	7735	6142	5525	6925	6839	5877	6820	5659	host	gene-LUU82_04460
gene-LUU82_00225	2320	3419	2977	3332	3993	3997	3482	4570	3701	host	gene-LUU82_00225
gene-LUU82_00450	1052	1478	1425	1727	1810	1674	1718	2113	1756	host	gene-LUU82_00450
gene-LUU82_08205	74	125	131	114	140	140	135	137	126	host	gene-LUU82_08205
gene-LUU82_08650	1073	1414	1295	1530	1662	1701	1384	2013	1556	host	gene-LUU82_08650
gene-LUU82_13600	1735	2309	1943	2259	2448	2538	2007	2451	2077	host	rimI
gene-LUU82_03125	14169	20568	17494	13824	18252	16476	15351	19503	15924	host	recU
gene-LUU82_05560	225	425	333	288	401	440	340	418	407	host	gene-LUU82_05560
gene-LUU82_09225	644	1360	1029	1081	1147	1350	1040	1421	1232	host	gene-LUU82_09225
gene-LUU82_05870	1510	2035	1864	2366	2606	2314	1987	3160	2228	host	gene-LUU82_05870
gene-LUU82_03655	401	833	552	384	553	1083	553	447	530	host	gene-LUU82_03655
gene-LUU82_08225	459	757	676	551	651	881	639	782	713	host	gene-LUU82_08225
gene-LUU82_13205	6133	8641	9340	7599	9929	10662	8219	12087	10462	host	gene-LUU82_13205
gene-LUU82_10630	112	140	152	115	199	174	151	217	166	host	gene-LUU82_10630
gene-LUU82_09365	556	916	693	701	838	975	816	940	859	host	gene-LUU82_09365
gene-LUU82_02310	8212	10877	9786	9073	10864	9632	8213	10850	8786	host	gene-LUU82_02310
gene-LUU82_12180	1473	2545	1992	1344	1830	1925	1579	1817	1639	host	gene-LUU82_12180
gene-LUU82_02155	4535	6458	5485	4247	5988	5379	4744	6030	4453	host	gene-LUU82_02155
gene-LUU82_11855	963	1473	1234	1766	1578	1550	1315	1777	1542	host	gene-LUU82_11855
gene-LUU82_13030	2414	3220	3759	2670	3036	3648	2913	3824	3428	host	gene-LUU82_13030
