Geneid	0_R1	0_R2	10_R1	10_R2	30_R1	30_R2	50_R1	50_R2	70_R1	70_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-HB27c_C0685	6	1	1	0	1	3	3	1	1	0	host	gene-HB27c_C0685	None	None	0.7007812900281108
gene-HB27c_C0863	90	151	42	34	112	95	59	33	45	49	host	gene-HB27c_C0863	None	None	10.321917582264941
gene-HB27c_P0126	6	6	1	0	0	2	0	0	0	1	host	narI	None	None	2.579552724589272
gene-HB27c_C0154	52	64	20	35	35	29	28	23	18	17	host	gene-HB27c_C0154	None	None	16.193703556172153
gene-HB27c_C0874	88	126	37	44	110	71	52	49	88	55	host	gene-HB27c_C0874	None	None	3.521690069372031
gene-HB27c_C1748	26	57	15	11	36	20	8	15	13	9	host	gene-HB27c_C1748	None	None	13.454036448220645
gene-HB27c_C1767	832	1130	521	580	1439	813	1099	705	1194	839	host	gene-HB27c_C1767	None	None	106.52839596811691
gene-HB27c_P0102	6	5	7	2	6	4	5	2	4	0	host	gene-HB27c_P0102	None	None	3.7171168627194717
gene-HB27c_P0256	12	31	13	11	24	16	14	9	12	7	host	gene-HB27c_P0256	None	None	3.2488767451782725
gene-HB27c_C0679	30	49	23	27	29	27	22	15	6	10	host	gene-HB27c_C0679	None	None	4.330109283631977
gene-HB27c_C2023	78	92	23	40	75	53	44	36	30	30	host	gene-HB27c_C2023	None	None	7.525513392699242
gene-HB27c_C1232	79	146	49	44	112	64	53	41	60	18	host	gene-HB27c_C1232	None	None	19.604631535579376
gene-HB27c_C0424	5	7	0	1	2	1	3	1	3	0	host	gene-HB27c_C0424	None	None	3.886250713819037
gene-HB27c_C1378	94	121	51	59	92	48	51	38	36	24	host	gene-HB27c_C1378	None	None	13.581053089321918
gene-HB27c_C1755	188	268	48	71	191	108	74	67	104	60	host	gene-HB27c_C1755	None	None	20.147835831837586
gene-HB27c_C1809	33	57	22	32	78	40	19	19	21	14	host	gene-HB27c_C1809	None	None	4.354041471217195
gene-HB27c_C0688	3	3	0	0	1	0	1	0	0	0	host	gene-HB27c_C0688	None	None	2.646913043877609
gene-HB27c_C0156	113	159	47	69	115	98	69	98	99	65	host	gene-HB27c_C0156	None	None	8.125253342140608
gene-HB27c_C0759	54	83	45	46	69	65	40	27	31	25	host	gene-HB27c_C0759	None	None	5.573938210436836
gene-HB27c_C0665	19	25	7	4	14	10	7	13	2	6	host	gene-HB27c_C0665	None	None	1.3930351262646403
gene-HB27c_C1639	105	159	61	60	116	104	56	45	71	32	host	gene-HB27c_C1639	None	None	9.461817659334907
gene-HB27c_C0012	328	515	416	553	519	396	351	226	285	171	host	gene-HB27c_C0012	None	None	30.319071533616093
gene-HB27c_C1701	86	140	61	65	114	71	53	44	48	31	host	gene-HB27c_C1701	None	None	10.329407276497959
gene-HB27c_C0212	60	91	41	36	71	56	29	29	34	23	host	gene-HB27c_C0212	None	None	20.68640384341448
gene-HB27c_C1246	94	130	76	53	100	73	34	49	33	24	host	gene-HB27c_C1246	None	None	50.778099116502965
gene-HB27c_C0183	471	714	282	322	866	535	440	365	553	325	host	gene-HB27c_C0183	None	None	24.409308921108778
gene-HB27c_P0189	4	11	1	3	4	11	0	2	3	0	host	gene-HB27c_P0189	None	None	1.8687609751407745
gene-HB27c_C1902	15	25	16	19	18	20	20	11	13	9	host	gene-HB27c_C1902	None	None	2.0321029565836675
gene-HB27c_C1979	370	621	207	203	584	340	286	206	270	136	host	gene-HB27c_C1979	None	None	16.449173994886912
gene-HB27c_C0619	6	7	6	11	14	10	8	4	6	3	host	gene-HB27c_C0619	None	None	1.2512069977154812
gene-HB27c_C1306	464	647	320	358	540	408	309	259	286	200	host	gene-HB27c_C1306	None	None	26.090706169544614
gene-HB27c_C1842	101	121	54	48	116	70	49	49	39	31	host	gene-HB27c_C1842	None	None	8.160334454045898
gene-HB27c_P0192	16	25	8	2	12	6	4	5	11	3	host	gene-HB27c_P0192	None	None	13.243072076197821
gene-HB27c_C0511	12	9	0	3	5	6	2	2	1	3	host	gene-HB27c_C0511	None	None	1.5204158541430506
gene-HB27c_C1606	16	11	11	12	25	19	7	11	13	9	host	gene-HB27c_C1606	None	None	15.707299642030225
gene-HB27c_C1151	115	154	62	42	119	67	45	39	45	24	host	gene-HB27c_C1151	None	None	30.575622836368257
gene-HB27c_C0390	103	177	100	95	155	105	82	72	104	76	host	gene-HB27c_C0390	None	None	15.005014981693641
gene-HB27c_C1045	153	160	138	97	142	134	56	73	43	41	host	gene-HB27c_C1045	None	None	215.0892822016666
gene-HB27c_C0177	359	449	147	147	353	271	180	149	262	198	host	gene-HB27c_C0177	None	None	19.91581525512604
gene-HB27c_C1434	137	166	120	93	166	133	63	76	90	40	host	gene-HB27c_C1434	None	None	55.73458730038765
gene-HB27c_C0326	38	68	21	25	48	38	21	28	28	12	host	gene-HB27c_C0326	None	None	4.113630798916702
gene-HB27c_C0637	99	188	62	79	157	104	108	89	216	148	host	gene-HB27c_C0637	None	None	5.701321403475823
gene-HB27c_C0323	37	69	17	11	53	22	24	13	29	10	host	gene-HB27c_C0323	None	None	5.0521235935348345
gene-HB27c_C1405	22	31	18	12	33	17	6	17	10	6	host	gene-HB27c_C1405	None	None	4.26438006818146
gene-HB27c_C0816	76	103	25	39	89	57	38	25	25	25	host	gene-HB27c_C0816	None	None	6.721330659668682
gene-HB27c_C2019	30	40	10	14	27	24	8	13	12	14	host	gene-HB27c_C2019	None	None	5.0801751006226565
gene-HB27c_C0145	10	18	10	7	16	7	6	2	9	6	host	gene-HB27c_C0145	None	None	1.6024634917264726
gene-HB27c_C0310	25	49	13	11	28	27	14	15	17	10	host	gene-HB27c_C0310	None	None	7.211567695534868
gene-HB27c_C0333	61	85	39	23	49	38	20	30	35	26	host	gene-HB27c_C0333	None	None	7.583779028951262
gene-HB27c_C1691	52	86	21	15	54	38	25	15	52	42	host	gene-HB27c_C1691	None	None	11.138975017974957
gene-HB27c_C0539	61	85	39	63	90	73	46	34	46	43	host	gene-HB27c_C0539	None	None	10.243722272087501
gene-HB27c_C0001	4	11	6	4	10	6	5	4	5	1	host	gene-HB27c_C0001	None	None	0.607681100920823
gene-HB27c_C0645	61	74	51	54	44	50	59	50	99	56	host	gene-HB27c_C0645	None	None	3.7349898218104856
gene-HB27c_C0953	171	268	102	100	190	136	72	83	77	50	host	gene-HB27c_C0953	None	None	6.564970055011259
gene-HB27c_C1439	10	15	3	1	7	6	5	1	7	1	host	gene-HB27c_C1439	None	None	1.5702058155493799
gene-HB27c_C1542	106	109	52	39	102	81	56	40	67	32	host	gene-HB27c_C1542	None	None	18.224099025203234
gene-HB27c_C0715	112	191	74	75	162	120	82	49	79	44	host	gene-HB27c_C0715	None	None	11.513944378347606
gene-HB27c_C1038	59	87	38	34	78	49	36	26	25	24	host	gene-HB27c_C1038	None	None	7.6269577052689215
gene-HB27c_C1527	37	67	27	36	46	38	36	23	55	41	host	gene-HB27c_C1527	None	None	0.4710351126687911
gene-HB27c_C1649	100	152	46	60	104	71	65	45	64	27	host	gene-HB27c_C1649	None	None	11.788218553105256
gene-HB27c_C1801	611	793	350	446	956	587	478	390	454	309	host	gene-HB27c_C1801	None	None	151.64833026315614
gene-HB27c_C1907	55	60	20	18	38	26	17	26	29	5	host	gene-HB27c_C1907	None	None	8.587414526133383
gene-HB27c_C1359	649	882	437	677	1227	682	590	461	739	502	host	gene-HB27c_C1359	None	None	50.92040748235095
gene-HB27c_C1769	421	627	282	306	511	329	270	209	208	138	host	gene-HB27c_C1769	None	None	24.925558683668154
gene-HB27c_C1048	506	703	405	475	793	594	556	436	468	312	host	gene-HB27c_C1048	None	None	23.10493994944804
gene-HB27c_C1035	101	159	66	55	107	63	48	44	52	21	host	gene-HB27c_C1035	None	None	8.570005261444104
gene-HB27c_C0352	6	10	2	7	3	2	3	2	3	5	host	gene-HB27c_C0352	None	None	1.2690728669025826
gene-HB27c_C0916	53	70	26	18	52	32	23	18	25	22	host	gene-HB27c_C0916	None	None	2.871810906973221
gene-HB27c_C0830	103	186	68	69	103	117	51	36	55	39	host	gene-HB27c_C0830	None	None	6.539260474230238
gene-HB27c_C0845	32	47	26	27	42	47	29	16	28	15	host	gene-HB27c_C0845	None	None	3.347852264707016
gene-HB27c_C1341	104	162	37	57	178	98	104	46	113	93	host	gene-HB27c_C1341	None	None	80.21699303451267
gene-HB27c_C1846	185	211	105	107	156	138	126	81	81	55	host	gene-HB27c_C1846	None	None	9.047543822380671
gene-HB27c_C1280	48	56	25	38	66	30	26	19	23	17	host	gene-HB27c_C1280	None	None	6.416464594072657
gene-HB27c_C1420	57	95	35	35	85	60	56	35	68	48	host	gene-HB27c_C1420	None	None	3.782257012990987
gene-HB27c_C0835	437	673	283	268	577	370	270	199	251	163	host	gene-HB27c_C0835	None	None	16.772197317332736
gene-HB27c_C1638	30	35	8	14	24	14	15	7	7	10	host	gene-HB27c_C1638	None	None	2.8251251548202747
gene-HB27c_C1454	135	207	97	56	167	97	69	53	74	42	host	gene-HB27c_C1454	None	None	14.048028569304556
gene-HB27c_C0825	30	60	6	14	27	10	13	13	48	37	host	gene-HB27c_C0825	None	None	11.29902546924677
gene-HB27c_C1693	100	163	93	63	105	97	39	47	48	22	host	gene-HB27c_C1693	None	None	8.994095900453562
gene-HB27c_C0078	31	39	18	19	36	24	23	9	15	12	host	gene-HB27c_C0078	None	None	1.3830363710536289
gene-HB27c_P0002	41	84	40	53	69	61	38	43	16	19	host	gene-HB27c_P0002	None	None	8.790805466602222
gene-HB27c_C0496	266	409	279	298	402	304	270	200	192	124	host	gene-HB27c_C0496	None	None	31.520074894954533
gene-HB27c_C0706	165	218	102	128	197	128	95	83	93	67	host	gene-HB27c_C0706	None	None	7.441286567579849
gene-HB27c_C0295	43	59	22	23	60	48	27	20	31	18	host	gene-HB27c_C0295	None	None	3.33811827941793
gene-HB27c_C0059	29	37	23	24	27	14	14	10	12	14	host	gene-HB27c_C0059	None	None	13.402949850392012
gene-HB27c_C0210	107	160	91	84	116	103	88	55	65	49	host	gene-HB27c_C0210	None	None	14.042551679585031
gene-HB27c_C1481	72	118	35	71	94	75	67	38	51	30	host	gene-HB27c_C1481	None	None	19.793466669133583
gene-HB27c_C1970	146	650	88	90	205	124	93	56	65	39	host	gene-HB27c_C1970	None	None	85.65702594194042
gene-HB27c_C0392	48	73	20	20	50	32	19	17	23	10	host	gene-HB27c_C0392	None	None	11.333940615278182
gene-HB27c_C0610	18	50	12	13	42	27	17	17	8	8	host	gene-HB27c_C0610	None	None	8.695619593214056
gene-HB27c_P0055	40	46	8	21	17	10	6	2	12	4	host	gene-HB27c_P0055	None	None	9.940429660772857
gene-HB27c_C0061	85	137	42	48	101	50	64	39	47	30	host	gene-HB27c_C0061	None	None	15.266934524312626
gene-HB27c_C1189	103	130	54	77	138	89	62	35	60	46	host	gene-HB27c_C1189	None	None	12.809946591589634
gene-HB27c_C1009	97	196	53	41	138	88	67	60	113	53	host	gene-HB27c_C1009	None	None	8.80597526170829
gene-HB27c_C2002	46	59	42	30	43	41	25	20	20	11	host	gene-HB27c_C2002	None	None	5.83204962964248
gene-HB27c_C1731	127	222	133	160	192	156	129	90	133	76	host	gene-HB27c_C1731	None	None	16.94221251397507
gene-HB27c_C0365	67	91	25	25	64	34	22	25	26	16	host	gene-HB27c_C0365	None	None	3.419029585183487
gene-HB27c_C0313	43	60	41	26	47	36	16	21	43	13	host	gene-HB27c_C0313	None	None	14.328478103526239
gene-HB27c_C1591	152	221	102	76	242	163	114	90	101	94	host	gene-HB27c_C1591	None	None	10.647181048931227
gene-HB27c_C1296	96	140	102	87	126	84	77	61	44	25	host	gene-HB27c_C1296	None	None	13.99463520272416
gene-HB27c_C0438	20	20	13	7	13	12	9	9	4	8	host	gene-HB27c_C0438	None	None	1.8330823551034505
gene-HB27c_C1231	78	105	38	36	91	62	55	26	37	24	host	gene-HB27c_C1231	None	None	12.94886850915504
gene-HB27c_P0086	16	35	27	32	29	19	23	17	9	11	host	gene-HB27c_P0086	None	None	29.748641882686595
gene-HB27c_P0108	23	24	13	10	19	13	7	9	7	7	host	gene-HB27c_P0108	None	None	5.981948988151827
gene-HB27c_C1703	45	60	14	20	39	20	27	12	19	8	host	gene-HB27c_C1703	None	None	10.520171096419428
gene-HB27c_C0647	78	136	48	27	88	54	43	32	42	31	host	gene-HB27c_C0647	None	None	6.656116026646451
gene-HB27c_C0912	85	170	47	62	126	94	62	53	57	45	host	gene-HB27c_C0912	None	None	5.9773866025597115
gene-HB27c_C1414	28	36	15	21	36	30	25	16	30	14	host	gene-HB27c_C1414	None	None	6.655992050678092
gene-HB27c_C1984	113	159	76	77	215	106	101	75	77	53	host	gene-HB27c_C1984	None	None	19.42995638247251
gene-HB27c_P0106	0	2	1	0	1	0	0	0	0	1	host	gene-HB27c_P0106	None	None	2.343689072236345
gene-HB27c_C1868	361	543	418	470	479	423	318	294	269	174	host	gene-HB27c_C1868	None	None	122.97949459327667
gene-HB27c_C0318	44	76	32	36	67	38	24	35	20	18	host	gene-HB27c_C0318	None	None	5.960665417821053
gene-HB27c_C0192	104	157	70	70	137	106	53	60	67	47	host	gene-HB27c_C0192	None	None	27.11422809028795
gene-HB27c_C0471	22	39	9	10	19	22	6	11	31	9	host	gene-HB27c_C0471	None	None	3.7630066938063798
gene-HB27c_C0976	38	78	29	45	75	51	41	25	46	31	host	gene-HB27c_C0976	None	None	2.8987439429435535
gene-HB27c_C1963	50	119	53	34	84	60	43	39	46	33	host	gene-HB27c_C1963	None	None	12.66042622792219
gene-HB27c_C0284	409	651	349	464	482	396	318	290	227	146	host	gene-HB27c_C0284	None	None	34.08458643166465
gene-HB27c_P0115	4	5	3	2	3	2	3	1	2	3	host	sdhB	None	None	0.43125492087421685
gene-HB27c_C0191	11	16	11	6	20	10	7	6	11	6	host	gene-HB27c_C0191	None	None	1.3980156977473115
gene-HB27c_C0485	116	194	71	62	185	120	82	56	69	35	host	gene-HB27c_C0485	None	None	11.268758229557816
gene-HB27c_C0652	53	85	27	18	63	29	24	13	27	11	host	gene-HB27c_C0652	None	None	5.595876284855656
gene-HB27c_C0613	6	11	1	4	5	7	3	2	2	2	host	gene-HB27c_C0613	None	None	12.14034012976764
gene-HB27c_C1671	95	116	70	50	72	53	42	32	49	29	host	gene-HB27c_C1671	None	None	18.521161062063538
gene-HB27c_C1058	23	28	22	22	47	24	16	20	12	6	host	acpS	None	None	7.3534122262888095
gene-HB27c_C1658	77	118	41	31	97	48	31	30	48	27	host	gene-HB27c_C1658	None	None	14.994426764819357
gene-HB27c_P0239	9	20	9	2	11	7	5	2	18	9	host	gene-HB27c_P0239	None	None	5.905858130880448
gene-HB27c_C1357	183	228	68	123	322	189	178	112	217	140	host	gene-HB27c_C1357	None	None	56.09685106815541
gene-HB27c_C1931	61	84	37	66	97	59	42	25	43	28	host	gene-HB27c_C1931	None	None	31.349301995453253
gene-HB27c_C1016	22	34	8	16	34	16	13	2	10	4	host	gene-HB27c_C1016	None	None	5.647709809004502
gene-HB27c_C1738	20	28	16	10	23	21	24	18	17	5	host	gene-HB27c_C1738	None	None	1.7528086368373839
gene-HB27c_C1521	303	407	136	202	428	225	222	143	292	163	host	gene-HB27c_C1521	None	None	7.655149208046907
gene-HB27c_C0330	59	99	33	40	51	28	20	22	23	15	host	gene-HB27c_C0330	None	None	11.761093033142592
gene-HB27c_P0249	5	17	3	2	15	7	7	2	6	5	host	gene-HB27c_P0249	None	None	1.9394010601932623
gene-HB27c_P0043	13	21	10	4	13	23	6	6	5	5	host	gene-HB27c_P0043	None	None	2.5366422384137666
gene-HB27c_C0428	122	189	83	87	110	106	66	54	83	38	host	gene-HB27c_C0428	None	None	6.937023542395364
gene-HB27c_C1808	83	134	47	42	121	74	44	41	44	23	host	gene-HB27c_C1808	None	None	11.71666454875809
gene-HB27c_C0604	16	25	7	13	11	11	10	9	8	6	host	gene-HB27c_C0604	None	None	1.5926590553914155
gene-HB27c_C1651	59	70	30	27	69	41	32	20	23	26	host	gene-HB27c_C1651	None	None	7.170649240019979
gene-HB27c_P0159	88	142	69	45	77	69	45	50	55	25	host	gene-HB27c_P0159	None	None	4.987911040809913
gene-HB27c_C1791	434	664	321	210	494	353	327	353	516	368	host	gene-HB27c_C1791	None	None	201.04144894787018
gene-HB27c_C1877	179	242	99	145	238	190	131	95	145	119	host	gene-HB27c_C1877	None	None	19.78475227491508
gene-HB27c_C1925	99	156	68	103	113	95	85	54	50	31	host	gene-HB27c_C1925	None	None	10.743575509658363
gene-HB27c_C0265	134	166	102	70	163	136	90	100	87	61	host	gene-HB27c_C0265	None	None	91.94710458707071
gene-HB27c_P0214	6	25	4	3	11	4	2	3	3	0	host	gene-HB27c_P0214	None	None	2.971022830940985
gene-HB27c_P0018	41	91	18	30	128	61	53	23	31	19	host	gene-HB27c_P0018	None	None	17.392676411392817
gene-HB27c_C0085	65	105	64	102	158	137	91	80	134	110	host	gene-HB27c_C0085	None	None	7.086222916800852
gene-HB27c_C1618	116	171	84	126	165	132	101	71	79	31	host	gene-HB27c_C1618	None	None	8.859325221716045
gene-HB27c_C1810	26	36	20	21	59	34	31	11	13	13	host	gene-HB27c_C1810	None	None	5.875846904636882
gene-HB27c_C0462	58	69	30	32	70	41	24	24	26	20	host	gene-HB27c_C0462	None	None	5.012994224508895
gene-HB27c_P0182	4	4	0	2	5	0	0	2	1	1	host	gene-HB27c_P0182	None	None	0.9941751167474476
gene-HB27c_C0032	39	67	23	23	40	37	15	15	17	20	host	gene-HB27c_C0032	None	None	4.43797005638409
gene-HB27c_P0083	24	21	3	8	15	18	14	7	17	10	host	gene-HB27c_P0083	None	None	4.02460169323547
gene-HB27c_C1595	100	106	27	28	58	51	31	31	48	44	host	gene-HB27c_C1595	None	None	8.73626317800528
gene-HB27c_C0651	36	51	23	21	30	22	16	22	26	12	host	gene-HB27c_C0651	None	None	2.2843653274820346
gene-HB27c_C1494	77	97	36	24	66	39	40	22	59	29	host	gene-HB27c_C1494	None	None	18.879159831184623
gene-HB27c_C1388	61	98	55	45	74	50	39	39	31	19	host	gene-HB27c_C1388	None	None	10.395212979149088
gene-HB27c_C0509	7	11	3	10	4	8	1	7	5	4	host	gene-HB27c_C0509	None	None	1.4163952418029218
gene-HB27c_C1547	63	83	42	42	70	60	40	25	48	31	host	gene-HB27c_C1547	None	None	7.409692578437804
gene-HB27c_C0839	66	84	25	33	54	43	30	25	35	19	host	gene-HB27c_C0839	None	None	12.37982390224699
gene-HB27c_C0849	7	21	5	3	15	14	3	8	8	3	host	gene-HB27c_C0849	None	None	14.165825654422308
gene-HB27c_C1254	9	14	1	3	9	4	3	7	3	6	host	gene-HB27c_C1254	None	None	1.1399195284562196
gene-HB27c_C0407	56	63	34	42	53	60	29	22	38	30	host	gene-HB27c_C0407	None	None	9.547127991791312
gene-HB27c_C1697	99	144	58	62	91	74	47	50	49	39	host	gene-HB27c_C1697	None	None	22.377776734052418
gene-HB27c_C0021	141	204	119	179	220	161	135	91	110	74	host	gene-HB27c_C0021	None	None	10.266611296950106
gene-HB27c_P0032	3	4	2	3	19	13	13	10	9	6	host	gene-HB27c_P0032	None	None	2.327706293474034
gene-HB27c_C1597	569	870	542	333	661	573	290	471	261	171	host	gene-HB27c_C1597	None	None	738.411380320452
gene-HB27c_C1552	115	249	96	112	145	145	86	92	92	53	host	gene-HB27c_C1552	None	None	58.22003172575182
gene-HB27c_C0868	153	218	119	107	180	139	91	118	85	71	host	gene-HB27c_C0868	None	None	16.451811997099597
gene-HB27c_C0736	141	175	58	46	137	103	77	83	100	52	host	gene-HB27c_C0736	None	None	10.753671512272637
gene-HB27c_C1866	48	72	25	33	67	43	34	34	37	19	host	gene-HB27c_C1866	None	None	4.947405938480391
gene-HB27c_C0483	181	253	111	95	248	162	91	68	104	49	host	gene-HB27c_C0483	None	None	22.05606319059423
gene-HB27c_C0160	164	235	69	86	191	152	97	60	87	51	host	gene-HB27c_C0160	None	None	10.032882720580384
gene-HB27c_C0751	308	561	182	218	449	290	207	158	204	131	host	gene-HB27c_C0751	None	None	26.554163927595777
gene-HB27c_C0093	51	101	41	48	34	41	25	24	21	17	host	gene-HB27c_C0093	None	None	40.86766795455982
gene-HB27c_C1529	548	789	300	397	1122	647	563	384	726	419	host	gene-HB27c_C1529	None	None	28.06135680276554
gene-HB27c_C0255	41	67	35	28	65	44	48	39	66	58	host	gene-HB27c_C0255	None	None	0.961752187865232
gene-HB27c_C1175	76	138	81	112	126	91	87	57	49	44	host	gene-HB27c_C1175	None	None	12.63643455716214
gene-HB27c_C0843	31	62	26	24	47	33	16	25	22	17	host	gene-HB27c_C0843	None	None	6.3985249148600625
gene-HB27c_C0057	58	61	20	37	71	49	44	25	37	16	host	gene-HB27c_C0057	None	None	7.873674227114249
gene-HB27c_C0050	387	509	322	381	479	486	387	298	349	231	host	gene-HB27c_C0050	None	None	91.97279092243666
gene-HB27c_C0946	41	54	22	33	29	26	19	9	14	12	host	gene-HB27c_C0946	None	None	13.788482183910295
gene-HB27c_C1476	50	78	24	40	69	40	31	18	15	13	host	gene-HB27c_C1476	None	None	20.363287438311282
gene-HB27c_C1177	64	86	41	47	63	35	40	30	43	17	host	gene-HB27c_C1177	None	None	3.7192808449514034
gene-HB27c_C1139	13	18	6	4	17	10	6	8	3	5	host	gene-HB27c_C1139	None	None	20.328441622860016
gene-HB27c_C0701	20	36	18	15	22	20	20	11	13	9	host	gene-HB27c_C0701	None	None	7.963290558886004
gene-HB27c_C1533	22	34	15	16	37	18	14	19	16	13	host	gene-HB27c_C1533	None	None	2.7291771767607553
gene-HB27c_C1745	50	81	30	39	77	56	27	34	39	25	host	gene-HB27c_C1745	None	None	5.851526205037119
gene-phiKo_25	0	0	1	1	466	259	523	400	687	431	phage	gene-phiKo_25	early	middle	381.20989254676726
gene-HB27c_C0337	4	6	1	0	2	2	2	2	1	0	host	gene-HB27c_C0337	None	None	3.8489977147407526
gene-HB27c_C1087	28	34	17	12	50	19	16	6	13	17	host	gene-HB27c_C1087	None	None	2.192013402563867
gene-HB27c_C0473	55	81	29	41	76	50	50	43	90	60	host	gene-HB27c_C0473	None	None	1.3255262237896068
gene-HB27c_C1495	58	72	28	29	46	34	20	21	38	22	host	gene-HB27c_C1495	None	None	6.148536287155209
gene-HB27c_C0491	7	11	2	5	6	1	1	1	3	3	host	gene-HB27c_C0491	None	None	3.7405720231236783
gene-HB27c_C0540	68	103	38	39	85	53	42	38	44	24	host	gene-HB27c_C0540	None	None	3.630930046959555
gene-HB27c_C0974	215	272	68	94	231	141	128	91	219	139	host	gene-HB27c_C0974	None	None	10.69965062898032
gene-HB27c_C0493	27	35	16	11	19	24	15	4	10	10	host	gene-HB27c_C0493	None	None	11.978132392075548
gene-HB27c_C0320	15	18	8	4	23	9	13	6	11	5	host	gene-HB27c_C0320	None	None	3.8867632531728806
gene-HB27c_C0350	89	106	60	67	93	88	97	46	61	41	host	gene-HB27c_C0350	None	None	4.511555107350987
gene-HB27c_C1122	93	122	66	57	115	85	65	41	59	38	host	gene-HB27c_C1122	None	None	5.321334533713018
gene-HB27c_C1297	73	123	66	72	100	81	59	36	53	39	host	gene-HB27c_C1297	None	None	9.522054393521696
gene-HB27c_C0521	65	100	37	48	60	54	40	32	34	26	host	gene-HB27c_C0521	None	None	8.029708983645994
gene-HB27c_C0722	96	156	60	58	117	93	45	45	46	26	host	gene-HB27c_C0722	None	None	10.82141802326135
gene-HB27c_C1443	14	8	7	4	8	0	1	6	7	5	host	gene-HB27c_C1443	None	None	1.4461184314498405
gene-HB27c_C1771	34	50	16	17	32	26	23	18	10	7	host	gene-HB27c_C1771	None	None	7.450978090999767
gene-HB27c_C2055	94	127	72	11	24	24	9	24	13	4	host	gene-HB27c_C2055	None	None	346.98217286368373
gene-HB27c_C0270	247	354	95	147	320	194	120	100	142	87	host	gene-HB27c_C0270	None	None	7.444202946532234
gene-phiKo_04	2	1	3	13	132	131	5038	4449	17088	12833	phage	gene-phiKo_04	middle	late	8186.170320209931
gene-HB27c_C1437	129	189	63	76	125	86	67	41	68	40	host	gene-HB27c_C1437	None	None	8.45741261485316
gene-HB27c_C1912	94	133	62	85	143	83	67	54	87	69	host	gene-HB27c_C1912	None	None	7.567533845821836
gene-HB27c_C0083	9	7	1	3	2	2	4	3	1	2	host	gene-HB27c_C0083	None	None	1.8524864462132913
gene-HB27c_C0718	44	55	28	29	58	31	15	20	19	13	host	gene-HB27c_C0718	None	None	8.156978687935853
gene-HB27c_C0273	12	17	9	7	17	2	3	7	10	2	host	gene-HB27c_C0273	None	None	2.4026874910804055
gene-HB27c_C0490	28	42	21	12	30	25	12	9	20	7	host	gene-HB27c_C0490	None	None	1.801050375828156
gene-HB27c_C0196	508	717	469	680	740	580	521	458	467	340	host	gene-HB27c_C0196	None	None	63.159973880769755
gene-HB27c_C0935	356	550	212	264	566	394	346	240	311	206	host	gene-HB27c_C0935	None	None	34.586161712903674
gene-HB27c_C0587	78	143	55	47	86	70	40	34	46	37	host	gene-HB27c_C0587	None	None	16.630784712915762
gene-HB27c_C0066	49	61	32	22	61	38	19	17	25	19	host	gene-HB27c_C0066	None	None	10.11061044930465
gene-HB27c_C1187	116	166	87	109	148	109	63	62	57	39	host	gene-HB27c_C1187	None	None	8.369184238836928
gene-HB27c_C2020	110	147	82	99	129	71	54	66	44	36	host	gene-HB27c_C2020	None	None	11.824103959136693
gene-HB27c_C0488	24	22	8	5	24	12	8	6	6	4	host	gene-HB27c_C0488	None	None	1.353112419292513
gene-HB27c_C0277	79	117	43	41	97	69	59	29	53	34	host	gene-HB27c_C0277	None	None	9.063928483203258
gene-HB27c_C0478	38	49	21	18	40	29	15	14	25	12	host	gene-HB27c_C0478	None	None	5.155286213708976
gene-HB27c_C1549	58	65	14	25	51	23	30	13	23	10	host	gene-HB27c_C1549	None	None	9.39611576834684
gene-HB27c_C0041	64	85	30	37	95	59	34	41	36	28	host	gene-HB27c_C0041	None	None	6.614485540107155
gene-HB27c_C1082	33	35	22	19	33	30	26	11	15	8	host	gene-HB27c_C1082	None	None	2.2229210554656413
gene-HB27c_C1127	139	242	119	161	226	149	125	113	133	88	host	gene-HB27c_C1127	None	None	23.829749122372316
gene-HB27c_P0095	59	81	24	34	46	34	26	14	29	13	host	gene-HB27c_P0095	None	None	13.031323521592586
gene-HB27c_C1596	240	364	117	151	402	326	265	234	329	306	host	gene-HB27c_C1596	None	None	10.2738880660534
gene-phiKo_20	1	1	6	4	181	130	3096	2479	6829	5001	phage	gene-phiKo_20	middle	late	2616.1116630776028
gene-HB27c_C1012	394	650	335	304	551	381	323	243	324	200	host	gene-HB27c_C1012	None	None	23.473172782078127
gene-HB27c_C0372	229008	306472	283001	282725	350085	343396	241862	356052	263910	209984	host	ssrA	None	None	24709.70611064787
gene-HB27c_C1550	121	187	110	60	140	94	69	45	56	35	host	gene-HB27c_C1550	None	None	20.079033094356287
gene-HB27c_C1027	29	43	23	18	52	33	36	26	45	27	host	gene-HB27c_C1027	None	None	4.657771877041729
gene-HB27c_C1292	262	371	154	142	325	207	153	1420	128	83	host	gene-HB27c_C1292	None	None	176.1728534074183
