Geneid	0_R1	0_R2	10_R1	10_R2	30_R1	30_R2	50_R1	50_R2	70_R1	70_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-HB27c_C0150	97	159	45	72	132	77	54	46	51	24	host	gene-HB27c_C0150	None	None	11.212000775922546
gene-HB27c_C0834	521	723	446	619	830	643	475	417	391	270	host	gene-HB27c_C0834	None	None	47.39013830925289
gene-HB27c_C1541	472	670	265	367	673	426	399	272	401	247	host	gene-HB27c_C1541	None	None	17.02812224745435
gene-HB27c_P0037	31	30	31	27	38	26	21	13	7	7	host	gene-HB27c_P0037	None	None	5.189461506577707
gene-HB27c_C0053	218	330	196	159	268	201	125	119	122	71	host	gene-HB27c_C0053	None	None	10.69432206026502
gene-HB27c_C1852	116	149	90	85	112	103	46	53	40	16	host	gene-HB27c_C1852	None	None	11.096160592798247
gene-HB27c_C0127	196	267	105	109	197	131	113	84	127	108	host	gene-HB27c_C0127	None	None	9.31460690713309
gene-HB27c_C0854	39	54	15	20	65	28	23	12	16	9	host	gene-HB27c_C0854	None	None	7.680396351912285
gene-HB27c_C1944	59	82	32	33	77	51	39	19	23	28	host	gene-HB27c_C1944	None	None	3.5978005154183696
gene-HB27c_C1862	74	114	51	41	94	72	38	23	40	9	host	gene-HB27c_C1862	None	None	17.503599641212524
gene-HB27c_C0581	362	466	185	207	436	295	203	191	246	168	host	gene-HB27c_C0581	None	None	10.834479844377066
gene-HB27c_C1042	196	273	154	173	219	172	127	145	122	54	host	gene-HB27c_C1042	None	None	18.95328070256183
gene-HB27c_C1200	57	74	23	41	54	41	31	23	26	19	host	gene-HB27c_C1200	None	None	6.017758618344701
gene-HB27c_C1432	19	36	18	41	23	18	21	17	16	7	host	gene-HB27c_C1432	None	None	4.401259748368979
gene-HB27c_C0124	107	156	81	113	122	90	67	48	55	38	host	gene-HB27c_C0124	None	None	33.34040447513087
gene-HB27c_C1642	158	260	51	90	253	140	96	57	83	64	host	gene-HB27c_C1642	None	None	23.445838695090043
gene-HB27c_C0055	142	138	91	64	127	89	82	65	71	41	host	gene-HB27c_C0055	None	None	15.426980616529907
gene-HB27c_C0251	78	100	48	27	85	56	53	22	53	30	host	gene-HB27c_C0251	None	None	4.293525862896304
gene-HB27c_C1484	16	29	13	10	15	16	10	9	5	7	host	gene-HB27c_C1484	None	None	4.448701526701376
gene-HB27c_P0054	34	50	22	22	22	20	15	10	11	5	host	gene-HB27c_P0054	None	None	9.064069258141616
gene-HB27c_C0627	23	21	9	9	19	19	6	7	9	3	host	gene-HB27c_C0627	None	None	1.5321090174844
gene-HB27c_C0349	321	436	361	425	643	583	553	371	363	215	host	gene-HB27c_C0349	None	None	21.770278157527365
gene-HB27c_C0757	181	338	120	116	204	177	102	102	107	57	host	gene-HB27c_C0757	None	None	25.403360867661576
gene-HB27c_C1157	334	517	163	296	450	292	264	147	284	157	host	gene-HB27c_C1157	None	None	39.19577182904815
gene-HB27c_C0498	102	179	85	59	186	115	101	52	110	65	host	gene-HB27c_C0498	None	None	22.138321510522587
gene-HB27c_C1369	566	764	209	273	720	468	441	257	735	575	host	gene-HB27c_C1369	None	None	65.47299881303746
gene-HB27c_C1361	155	218	71	107	245	132	128	74	210	123	host	gene-HB27c_C1361	None	None	31.781234567412554
gene-HB27c_P0242	54	71	15	10	19	16	15	10	7	10	host	gene-HB27c_P0242	None	None	7.106439406877825
gene-HB27c_C2032	89	95	41	44	81	43	42	29	29	29	host	gene-HB27c_C2032	None	None	6.291711256262878
gene-phiKo_06	1	0	8	6	28	34	1467	1072	7901	5741	phage	gene-phiKo_06	middle	late	7065.038341039766
gene-HB27c_C0175	130	152	77	82	119	78	69	71	94	45	host	gene-HB27c_C0175	None	None	15.606049140509908
gene-HB27c_C0161	95	135	50	69	103	89	58	51	42	29	host	gene-HB27c_C0161	None	None	8.103770700202523
gene-HB27c_C1049	337	521	206	259	454	343	247	211	230	129	host	gene-HB27c_C1049	None	None	22.980394207417362
gene-HB27c_C1167	78	110	38	60	94	62	52	31	41	27	host	gene-HB27c_C1167	None	None	6.243217478472257
gene-HB27c_C1798	70	113	63	89	93	103	99	74	68	42	host	gene-HB27c_C1798	None	None	57.51726847357527
gene-HB27c_P0082	76	111	49	67	58	65	20	20	28	20	host	gene-HB27c_P0082	None	None	5.6850425795832695
gene-HB27c_C1723	461	812	487	496	854	554	499	345	300	205	host	gene-HB27c_C1723	None	None	19.32024226838854
gene-HB27c_C2027	145	256	64	61	187	142	86	70	95	68	host	gene-HB27c_C2027	None	None	13.113570322715995
gene-HB27c_C0282	78	100	61	53	87	86	31	48	29	24	host	gene-HB27c_C0282	None	None	99.34583119658356
gene-HB27c_C1490	37	99	28	35	71	47	42	33	54	23	host	gene-HB27c_C1490	None	None	3.9552874371559734
gene-HB27c_C1034	35	61	25	40	28	35	13	22	18	12	host	gene-HB27c_C1034	None	None	6.382541441044747
gene-HB27c_C1467	192	230	93	123	225	167	134	107	127	110	host	gene-HB27c_C1467	None	None	7.116491326283008
gene-HB27c_C1545	143	179	93	103	179	134	81	62	60	38	host	gene-HB27c_C1545	None	None	14.837778493661423
gene-HB27c_P0244	2	3	1	3	8	7	1	0	3	1	host	gene-HB27c_P0244	None	None	1.0384637812463269
gene-HB27c_C0134	13	27	14	13	26	22	16	14	12	7	host	gene-HB27c_C0134	None	None	2.342466573299813
gene-HB27c_C0792	55	99	34	40	94	66	30	39	44	29	host	gene-HB27c_C0792	None	None	4.196758823092432
gene-HB27c_C0781	57	104	36	46	107	57	50	34	44	20	host	gene-HB27c_C0781	None	None	14.657395555753261
gene-HB27c_C1205	145	217	74	77	181	113	89	67	91	41	host	gene-HB27c_C1205	None	None	13.346873775772474
gene-HB27c_C0674	14	15	6	8	14	12	6	5	5	3	host	gene-HB27c_C0674	None	None	1.362133474265896
gene-HB27c_P0091	81	101	63	92	122	93	62	45	61	36	host	gene-HB27c_P0091	None	None	4.617843029529552
gene-HB27c_C0271	32	49	29	13	24	21	23	18	10	6	host	gene-HB27c_C0271	None	None	13.10047832686823
gene-HB27c_C0364	3	2	1	4	1	6	4	0	0	0	host	gene-HB27c_C0364	None	None	1.0384906253184198
gene-HB27c_C2052	50	75	27	27	56	35	30	19	30	24	host	gene-HB27c_C2052	None	None	4.380962064111044
gene-HB27c_C1570	123	171	71	85	124	100	76	58	65	39	host	gene-HB27c_C1570	None	None	9.849678276668547
gene-HB27c_C0260	166	300	111	142	223	150	131	91	118	69	host	gene-HB27c_C0260	None	None	17.681223874227268
gene-HB27c_C1206	205	313	117	103	218	171	116	94	158	87	host	gene-HB27c_C1206	None	None	9.644558120362507
gene-HB27c_C0890	50	74	44	54	63	54	41	29	31	35	host	gene-HB27c_C0890	None	None	5.751178284678213
gene-HB27c_C1491	12	17	5	9	12	14	6	5	6	5	host	gene-HB27c_C1491	None	None	2.113040108850809
gene-HB27c_C1242	415	645	197	163	518	371	187	165	220	131	host	gene-HB27c_C1242	None	None	18.99801775677461
gene-HB27c_C0943	271	426	151	152	426	263	173	179	199	115	host	gene-HB27c_C0943	None	None	78.50848449993946
gene-HB27c_C0881	1	6	1	1	5	1	2	1	1	2	host	gene-HB27c_C0881	None	None	1.1580281103702688
gene-HB27c_C1426	1809	2529	1630	1898	2245	2140	1805	1809	1594	1227	host	gene-HB27c_C1426	None	None	186.55859247332316
gene-HB27c_C1920	216	257	92	105	244	163	139	150	223	213	host	gene-HB27c_C1920	None	None	16.675642518853202
gene-HB27c_C0788	164	262	66	109	242	162	117	86	148	62	host	gene-HB27c_C0788	None	None	17.192717531994926
gene-HB27c_C1872	135	198	80	97	174	120	92	89	78	58	host	gene-HB27c_C1872	None	None	9.16646640626995
gene-HB27c_C0973	40	72	19	17	32	27	21	19	31	13	host	gene-HB27c_C0973	None	None	14.51073248211409
gene-HB27c_C0305	89	137	93	118	151	104	85	68	48	34	host	gene-HB27c_C0305	None	None	8.721677809077574
gene-HB27c_C0996	21	37	10	18	26	17	16	11	21	8	host	gene-HB27c_C0996	None	None	2.7066817759687853
gene-HB27c_C0180	69	93	36	45	84	40	45	33	54	26	host	gpt	None	None	9.132796287936866
gene-HB27c_P0094	13	11	3	6	13	3	5	3	6	8	host	gene-HB27c_P0094	None	None	1.2551341492959953
gene-HB27c_C1489	35	30	20	18	31	14	10	13	14	8	host	gene-HB27c_C1489	None	None	6.01079895998365
gene-HB27c_C1750	35	51	22	30	55	28	27	17	29	21	host	gene-HB27c_C1750	None	None	4.324128113269465
gene-HB27c_C1894	266	333	214	214	328	231	167	128	156	94	host	gene-HB27c_C1894	None	None	11.195545500338751
gene-HB27c_C0726	70	88	13	22	78	51	27	31	41	17	host	gene-HB27c_C0726	None	None	7.477906318719884
gene-HB27c_C0244	135	226	78	54	156	124	54	52	80	32	host	gene-HB27c_C0244	None	None	13.445852519929444
gene-HB27c_C1285	21	38	8	10	26	18	24	10	25	14	host	gene-HB27c_C1285	None	None	3.478889086673158
gene-HB27c_C1983	129	171	64	68	183	94	88	49	85	54	host	gene-HB27c_C1983	None	None	18.83417282605751
gene-HB27c_C0717	21	41	10	14	13	19	11	12	8	5	host	gene-HB27c_C0717	None	None	4.086959993036537
gene-HB27c_C0275	58	79	22	26	61	52	36	24	60	38	host	gene-HB27c_C0275	None	None	5.566638422117111
gene-HB27c_C1154	85	117	38	55	119	85	73	38	71	67	host	gene-HB27c_C1154	None	None	12.738657790131548
gene-HB27c_C1197	54	78	70	48	76	36	44	23	33	29	host	gene-HB27c_C1197	None	None	23.057310933297806
gene-HB27c_C1179	28	44	14	21	32	29	15	11	12	8	host	gene-HB27c_C1179	None	None	4.377037916230008
gene-HB27c_C1711	218	288	120	116	300	195	153	110	180	122	host	gene-HB27c_C1711	None	None	23.884528082993704
gene-HB27c_C1788	2122	2534	2100	2104	2514	2255	1212	1685	1099	838	host	gene-HB27c_C1788	None	None	2190.8080995131754
gene-HB27c_C0168	24	36	5	9	3	10	4	2	1	1	host	gene-HB27c_C0168	None	None	3.077863041217907
gene-HB27c_C0618	21	27	20	18	35	22	15	15	13	8	host	gene-HB27c_C0618	None	None	1.9530142958149705
gene-HB27c_C1072	52	89	52	38	60	44	34	39	24	13	host	gene-HB27c_C1072	None	None	10.426663194988896
gene-HB27c_C1908	20	31	13	7	22	12	11	7	5	3	host	gene-HB27c_C1908	None	None	15.088968278805396
gene-HB27c_C1277	201	303	159	239	350	262	212	167	205	128	host	gene-HB27c_C1277	None	None	34.99173225127884
gene-HB27c_C1085	16	30	11	8	31	19	9	5	6	4	host	gene-HB27c_C1085	None	None	3.9232561749163137
gene-HB27c_C1655	466	718	218	212	745	406	276	203	368	184	host	gene-HB27c_C1655	None	None	42.14625241573606
gene-HB27c_C0239	46	66	24	21	68	44	26	31	38	28	host	gene-HB27c_C0239	None	None	3.1057215032374748
gene-HB27c_C1057	139	210	109	74	182	122	75	57	58	49	host	gene-HB27c_C1057	None	None	11.320116275575053
gene-HB27c_C0883	9	4	5	3	6	3	3	3	1	0	host	gene-HB27c_C0883	None	None	1.807823222110793
gene-HB27c_C0417	26	33	12	15	21	18	7	9	6	4	host	gene-HB27c_C0417	None	None	10.247291989725841
gene-HB27c_C1781	149	245	94	107	162	150	96	75	86	50	host	gene-HB27c_C1781	None	None	12.715851154460582
gene-HB27c_C0276	70	77	34	45	74	41	37	29	30	23	host	gene-HB27c_C0276	None	None	25.16734787226965
gene-HB27c_C0939	263	422	134	122	489	264	178	111	184	97	host	gene-HB27c_C0939	None	None	38.13738755736156
gene-HB27c_C0671	14	12	7	6	9	8	4	4	1	3	host	gene-HB27c_C0671	None	None	2.5496806357992865
gene-HB27c_C0054	81	101	27	36	82	66	35	31	27	25	host	gene-HB27c_C0054	None	None	12.818374990828366
gene-HB27c_C1787	155	204	87	75	176	131	96	65	133	85	host	gene-HB27c_C1787	None	None	7.359813000379119
gene-HB27c_C0167	14	19	8	12	15	13	6	12	5	2	host	gene-HB27c_C0167	None	None	2.471168372643984
gene-HB27c_P0120	3	6	0	3	6	1	3	0	0	0	host	gene-HB27c_P0120	None	None	1.589919893385288
gene-HB27c_C0858	110	183	78	149	140	114	77	56	72	47	host	gene-HB27c_C0858	None	None	28.428019891734987
gene-HB27c_P0152	64	99	28	30	93	52	32	24	36	19	host	gene-HB27c_P0152	None	None	6.026370234725805
gene-HB27c_C2013	90	147	75	75	118	81	62	48	79	49	host	gene-HB27c_C2013	None	None	9.032014751078908
gene-HB27c_C0121	89	105	59	62	72	69	51	42	44	26	host	gene-HB27c_C0121	None	None	6.706301633669918
gene-HB27c_P0195	7	8	2	4	6	5	3	2	0	4	host	gene-HB27c_P0195	None	None	4.000362451614197
gene-phiKo_02	0	3	7	6	78	82	4274	3970	14894	11270	phage	gene-phiKo_02	middle	late	10573.2845378186
gene-HB27c_C1918	66	91	25	26	67	51	42	32	45	26	host	gene-HB27c_C1918	None	None	14.753305343868144
gene-HB27c_C0232	21	21	2	4	14	9	2	5	5	1	host	gene-HB27c_C0232	None	None	5.427293071639135
gene-HB27c_C1271	87	158	53	45	80	66	57	50	50	33	host	gene-HB27c_C1271	None	None	7.749414043065982
gene-HB27c_C0181	373	473	187	278	635	395	376	212	374	275	host	gene-HB27c_C0181	None	None	23.321945673913625
gene-HB27c_C0680	55	87	47	54	76	80	50	47	37	30	host	gene-HB27c_C0680	None	None	5.879163536266836
gene-HB27c_C0809	400	601	331	356	557	403	359	276	483	365	host	gene-HB27c_C0809	None	None	24.07315701609343
gene-HB27c_C1994	74	122	47	66	112	68	45	35	57	34	host	gene-HB27c_C1994	None	None	8.69589925453824
gene-HB27c_C1100	98	128	50	57	86	79	42	34	54	27	host	gene-HB27c_C1100	None	None	5.627358066652221
gene-HB27c_P0147	183	304	94	95	160	98	88	53	87	43	host	gene-HB27c_P0147	None	None	10.656622255708765
gene-HB27c_C0768	24	39	15	19	31	13	14	12	12	12	host	gene-HB27c_C0768	None	None	5.939959269200608
gene-HB27c_C1237	42	74	21	15	48	31	27	22	19	12	host	gene-HB27c_C1237	None	None	12.527897362053075
gene-HB27c_C0668	16	24	6	6	11	13	5	6	11	1	host	gene-HB27c_C0668	None	None	3.668147189734433
gene-HB27c_C1184	288	450	181	307	335	280	178	161	119	81	host	gene-HB27c_C1184	None	None	56.67804961070663
gene-HB27c_C0761	1532	2098	1548	1994	1939	1874	1524	1306	1121	727	host	gene-HB27c_C0761	None	None	93.7395759214371
gene-HB27c_C1598	948	1191	1075	1084	1592	1237	807	998	744	596	host	gene-HB27c_C1598	None	None	797.9910652779656
gene-HB27c_P0241	6	7	1	1	5	0	3	1	3	1	host	gene-HB27c_P0241	None	None	6.636003987003595
gene-HB27c_C1136	709	1040	481	486	1031	803	827	631	853	684	host	gene-HB27c_C1136	None	None	46.93517549177039
gene-HB27c_C1222	150	190	104	126	193	134	99	86	74	62	host	gene-HB27c_C1222	None	None	11.862182164195215
gene-HB27c_C1825	88	135	48	55	91	60	44	43	46	40	host	gene-HB27c_C1825	None	None	14.30264888523282
gene-HB27c_C1558	52	64	20	22	64	40	34	18	27	14	host	gene-HB27c_C1558	None	None	7.876060358589939
gene-HB27c_C1941	160	187	96	147	172	158	121	85	107	60	host	gene-HB27c_C1941	None	None	9.139147986880566
gene-HB27c_C0945	58	72	51	35	61	36	17	31	28	18	host	gene-HB27c_C0945	None	None	28.32760845092755
gene-HB27c_C0230	14	48	10	14	42	20	17	8	9	8	host	gene-HB27c_C0230	None	None	2.404307264307518
gene-HB27c_C0802	510	676	346	376	674	511	359	328	301	195	host	gene-HB27c_C0802	None	None	20.542795200387065
gene-HB27c_C1239	77	95	44	40	72	52	42	18	27	25	host	gene-HB27c_C1239	None	None	5.386975015548364
gene-HB27c_C1577	43	55	11	27	52	35	28	22	24	15	host	gene-HB27c_C1577	None	None	9.417799303316256
gene-HB27c_P0197	13	15	6	11	9	13	11	2	3	3	host	gene-HB27c_P0197	None	None	12.557056351569658
gene-HB27c_P0248	7	10	5	3	16	6	5	3	9	4	host	gene-HB27c_P0248	None	None	1.0236373543859805
gene-HB27c_C0187	374	535	188	239	446	281	261	163	281	167	host	gene-HB27c_C0187	None	None	12.467584838692083
gene-HB27c_C2008	88	128	61	49	97	86	43	54	62	24	host	gene-HB27c_C2008	None	None	3.5479670942647874
gene-HB27c_C1040	210	314	191	260	275	209	190	169	104	88	host	gene-HB27c_C1040	None	None	16.81052456640278
gene-HB27c_C1904	91	125	45	43	99	47	50	35	48	28	host	gene-HB27c_C1904	None	None	5.6319596142262
gene-HB27c_C1129	118	154	62	50	124	61	73	42	71	48	host	gene-HB27c_C1129	None	None	9.043528969754396
gene-HB27c_P0245	4	5	4	3	10	7	3	1	3	1	host	gene-HB27c_P0245	None	None	1.3840909909586678
gene-HB27c_C1950	74	109	31	45	90	45	63	41	56	31	host	gene-HB27c_C1950	None	None	10.773372775223391
gene-HB27c_C1304	114	157	51	52	117	83	36	50	60	37	host	gene-HB27c_C1304	None	None	11.505031663323615
gene-HB27c_C0878	33	51	5	16	33	27	26	16	41	54	host	gene-HB27c_C0878	None	None	6.19135533706443
gene-HB27c_C0452	20	44	9	21	46	27	28	18	15	13	host	gene-HB27c_C0452	None	None	3.1924999077621363
gene-HB27c_P0270	9	16	5	5	10	6	5	3	4	3	host	gene-HB27c_P0270	None	None	0.5634380044505191
gene-HB27c_P0170	4	6	1	1	1	2	0	1	0	1	host	gene-HB27c_P0170	None	None	1.6408257475411119
gene-HB27c_C1700	65	83	50	57	64	52	33	45	49	26	host	gene-HB27c_C1700	None	None	14.643247603827032
gene-HB27c_P0121	31	29	11	23	20	10	9	8	8	6	host	gene-HB27c_P0121	None	None	2.3129446324765106
gene-HB27c_P0030	22	24	10	9	29	19	11	6	14	3	host	gene-HB27c_P0030	None	None	6.4161004585522265
gene-HB27c_C0686	0	0	0	0	0	0	0	0	0	0	host	gene-HB27c_C0686	None	None	0.03252195389022711
gene-HB27c_C0574	34	48	15	11	24	15	20	9	16	5	host	gene-HB27c_C0574	None	None	6.594599818217127
gene-HB27c_C0179	181	261	107	125	170	144	155	100	178	83	host	gene-HB27c_C0179	None	None	7.881978403239734
gene-HB27c_P0160	32	48	14	15	46	23	13	13	22	9	host	gene-HB27c_P0160	None	None	3.7002310797114712
gene-HB27c_C0200	171	240	79	75	255	133	114	98	156	98	host	plsY_1	None	None	7.864994144808856
gene-HB27c_C1108	85	107	21	25	78	38	23	19	59	28	host	gene-HB27c_C1108	None	None	16.099370088857697
gene-HB27c_C1464	127	3466	147	105	177	137	96	113	98	56	host	gene-HB27c_C1464	None	None	15036.562077405615
gene-HB27c_C1766	36	54	22	26	53	32	30	18	21	20	host	gene-HB27c_C1766	None	None	3.5979559122194407
gene-HB27c_C1622	83	141	60	72	138	104	125	85	176	108	host	gene-HB27c_C1622	None	None	1.9972845284015026
gene-HB27c_C0682	6	4	6	7	2	4	3	1	2	1	host	gene-HB27c_C0682	None	None	5.191651127415649
gene-HB27c_C1386	28	38	16	18	31	12	7	16	10	6	host	gene-HB27c_C1386	None	None	3.3531940374231755
gene-HB27c_C1428	141	222	52	67	160	110	104	52	105	60	host	gene-HB27c_C1428	None	None	13.885014946773802
gene-HB27c_C0477	185	227	123	150	254	196	120	123	94	81	host	gene-HB27c_C0477	None	None	11.755490278461133
gene-HB27c_C1540	5	11	3	3	7	6	5	8	5	1	host	gene-HB27c_C1540	None	None	2.4102206845337317
gene-HB27c_C0080	9	19	2	14	22	20	10	11	14	9	host	gene-HB27c_C0080	None	None	1.271815431155988
gene-HB27c_C0595	32	49	8	10	40	26	26	17	10	12	host	gene-HB27c_C0595	None	None	9.198790113602737
gene-HB27c_C0785	233	394	126	159	448	273	198	125	202	115	host	gene-HB27c_C0785	None	None	19.3915458519479
gene-HB27c_C0215	100	140	43	48	117	62	50	35	52	30	host	gene-HB27c_C0215	None	None	10.49789683743321
gene-HB27c_C0735	45	97	34	13	42	36	17	22	28	8	host	gene-HB27c_C0735	None	None	14.416138278745871
gene-HB27c_C0063	60	88	66	57	92	59	21	34	26	18	host	gene-HB27c_C0063	None	None	8.92931265692316
gene-HB27c_C0068	195	228	121	119	277	159	162	110	170	118	host	gene-HB27c_C0068	None	None	10.561281310712035
gene-HB27c_C1457	216	338	269	283	309	247	180	137	145	97	host	gene-HB27c_C1457	None	None	66.66388828237399
gene-HB27c_C1990	51	88	45	55	91	77	41	49	39	36	host	gene-HB27c_C1990	None	None	50.00067614310915
gene-HB27c_C1172	31	45	36	18	28	27	13	15	13	16	host	gene-HB27c_C1172	None	None	1.8171029968737347
gene-HB27c_C1645	181	253	118	167	325	203	171	149	166	100	host	gene-HB27c_C1645	None	None	21.757923966412683
gene-HB27c_C1928	76	86	18	29	95	67	26	29	40	30	host	gene-HB27c_C1928	None	None	14.562766818972698
gene-HB27c_C1273	82	162	87	80	162	103	91	58	73	54	host	gene-HB27c_C1273	None	None	23.293969884282784
gene-HB27c_C1353	291	503	109	192	552	319	318	189	440	325	host	gene-HB27c_C1353	None	None	40.005525345605115
gene-HB27c_C0642	55	90	24	39	70	51	44	26	21	12	host	gene-HB27c_C0642	None	None	5.473137339539754
gene-HB27c_C0362	1	0	2	0	5	0	0	1	0	0	host	gene-HB27c_C0362	None	None	1.153714176439006
gene-HB27c_C1133	38	76	25	27	58	43	52	25	51	36	host	gene-HB27c_C1133	None	None	3.96722517110052
gene-HB27c_C0125	68	106	44	50	55	52	28	20	23	22	host	gene-HB27c_C0125	None	None	28.863473896459666
gene-HB27c_C1248	100	152	71	76	115	76	57	32	37	16	host	gene-HB27c_C1248	None	None	24.267609510710443
gene-HB27c_C1385	47	72	20	20	53	26	18	21	24	19	host	gene-HB27c_C1385	None	None	3.884063468735491
gene-HB27c_C1307	291	366	212	206	411	286	250	133	228	144	host	gene-HB27c_C1307	None	None	18.252490608049726
gene-HB27c_C1851	46	63	30	30	52	33	38	21	18	26	host	gene-HB27c_C1851	None	None	6.292221791055165
gene-HB27c_C0770	163	212	121	145	158	139	130	124	102	48	host	gene-HB27c_C0770	None	None	16.58348544882219
gene-HB27c_C0071	90	139	74	84	117	79	82	41	43	22	host	gene-HB27c_C0071	None	None	13.102927796064883
gene-HB27c_C1807	60	117	28	39	56	39	23	20	19	7	host	gene-HB27c_C1807	None	None	32.503834093854614
gene-HB27c_C0300	65	90	52	74	105	97	61	50	33	25	host	gene-HB27c_C0300	None	None	7.2339133340652175
gene-HB27c_C1448	238	312	149	158	277	194	157	122	124	67	host	gene-HB27c_C1448	None	None	22.335802116978655
gene-HB27c_P0166	63	66	17	28	67	39	22	34	29	23	host	gene-HB27c_P0166	None	None	3.433515602539401
gene-HB27c_C1665	90	148	52	13	31	27	7	30	18	6	host	gene-HB27c_C1665	None	None	332.35473264623056
gene-HB27c_P0089	29	34	8	18	30	26	20	11	27	10	host	gene-HB27c_P0089	None	None	2.467385255495724
gene-HB27c_C0673	26	31	12	10	26	16	12	11	9	6	host	gene-HB27c_C0673	None	None	2.151928643938176
gene-HB27c_C0898	54	53	23	17	65	35	34	34	29	27	host	gene-HB27c_C0898	None	None	7.209395516781112
gene-HB27c_C0527	49	61	21	22	50	30	20	15	17	14	host	gene-HB27c_C0527	None	None	10.389296951690945
gene-HB27c_C1574	36	64	33	32	52	29	17	18	23	33	host	gene-HB27c_C1574	None	None	43.23836705688235
gene-HB27c_C0969	140	215	78	68	154	120	83	83	86	39	host	gene-HB27c_C0969	None	None	12.267768922204619
gene-HB27c_C1409	22	23	10	11	19	17	16	7	5	6	host	gene-HB27c_C1409	None	None	1.5356794814292323
gene-HB27c_C0797	72	94	29	43	44	49	43	21	21	16	host	gene-HB27c_C0797	None	None	5.015930809536867
gene-HB27c_C1900	21	23	11	7	23	4	8	5	3	2	host	gene-HB27c_C1900	None	None	9.25916552872583
gene-HB27c_P0012	71	155	66	58	217	85	69	43	59	18	host	gene-HB27c_P0012	None	None	23.55620626947042
gene-HB27c_C0603	13	34	16	15	23	26	20	12	7	6	host	gene-HB27c_C0603	None	None	2.8734182367350343
gene-HB27c_C0653	44	69	28	25	53	52	19	18	23	20	host	gene-HB27c_C0653	None	None	2.5819781623367004
gene-HB27c_C0440	9	14	3	5	6	4	3	7	3	3	host	gene-HB27c_C0440	None	None	2.1797578082219013
gene-HB27c_C0328	53	90	29	21	69	32	33	46	42	19	host	gene-HB27c_C0328	None	None	5.020066927762206
gene-HB27c_C0146	51	86	44	40	69	48	36	36	54	36	host	gene-HB27c_C0146	None	None	3.5842345465518357
gene-HB27c_C1305	223	254	120	85	158	116	78	86	80	48	host	gene-HB27c_C1305	None	None	31.745720782174402
gene-HB27c_C1586	141	184	93	114	236	123	113	69	103	72	host	gene-HB27c_C1586	None	None	35.27726563109907
gene-HB27c_C1094	29	35	9	21	34	24	23	11	13	12	host	gene-HB27c_C1094	None	None	2.582218289746751
gene-HB27c_C1030	38	47	14	14	22	18	25	12	29	16	host	gene-HB27c_C1030	None	None	9.124942619479235
